Number	Family	Species	dden	region	Reference_Number	
3796	Clethraceae	Clethra_sumatrana	0.620	South_East_Asia_(tropical)	129	
3797	Theaceae	Cleyera_japonica	0.536	China	33	
3798	Theaceae	Cleyera_japonica	0.558	China	33	
3799	Theaceae	Cleyera_theaeoides	0.630	Central_America_(tropical)	116	
3800	Clusiaceae	Clusia_alata	0.560	South_America_(tropical)	44	
3801	Clusiaceae	Clusia_cambessedii	0.560	South_America_(tropical)	44	
3802	Clusiaceae	Clusia_fockeana	0.650	South_America_(tropical)	45	
3803	Clusiaceae	Clusia_gundlachii	0.900	Central_America_(tropical)	111	
3804	Clusiaceae	Clusia_insignis	0.560	South_America_(tropical)	44	
3805	Clusiaceae	Clusia_krugiana	0.900	Central_America_(tropical)	111	
3806	Clusiaceae	Clusia_rosea	0.670	South_America_(tropical)	141	
3807	Clusiaceae	Clusia_rosea	0.540	Central_America_(tropical)	116	
3808	Sapindaceae	Cnesmocarpon_dasyantha	0.758	Australia/PNG_(tropical)	90	
3809	Euphorbiaceae	Cnidoscolus_multilobus	0.290	Mexico	23	
3810	Euphorbiaceae	Cnidoscolus_phyllacanthus	0.550	South_America_(extratropical)	114	
3811	Euphorbiaceae	Cnidoscolus_pubescens	0.440	South_America_(extratropical)	114	
3812	Polygonaceae	Coccoloba_acuminata	0.580	South_America_(tropical)	44	
3813	Polygonaceae	Coccoloba_barbadensis	0.710	Mexico	23	
3814	Polygonaceae	Coccoloba_barbadensis	0.700	Mexico	23	
3815	Polygonaceae	Coccoloba_caracasana	0.430	Central_America_(tropical)	116	
3816	Polygonaceae	Coccoloba_densifrons	0.580	South_America_(tropical)	44	
3817	Polygonaceae	Coccoloba_diversifolia	0.800	Central_America_(tropical)	111	
3818	Polygonaceae	Coccoloba_latifolia	0.580	South_America_(tropical)	44	
3819	Polygonaceae	Coccoloba_lehmannii	0.580	South_America_(tropical)	44	
3820	Polygonaceae	Coccoloba_liebmannii	0.800	Mexico	23	
3821	Polygonaceae	Coccoloba_mollis	0.830	South_America_(extratropical)	114	
3822	Polygonaceae	Coccoloba_mollis	0.520	South_America_(tropical)	45	
3823	Polygonaceae	Coccoloba_padiformis	0.800	Central_America_(tropical)	116	
3824	Polygonaceae	Coccoloba_pubescens	1.000	Central_America_(tropical)	111	
3825	Polygonaceae	Coccoloba_swartzii	0.700	Central_America_(tropical)	111	
3826	Polygonaceae	Coccoloba_uvifera	0.700	Central_America_(tropical)	111	
3827	Bixaceae	Cochlospermum_gossypium	0.270	India	26	
3828	Bixaceae	Cochlospermum_orinocense	0.224	South_America_(tropical)	52	
3829	Bixaceae	Cochlospermum_religiosum	0.234	South_East_Asia_(tropical)	14	
3830	Bixaceae	Cochlospermum_vitifolium	0.165	Central_America_(tropical)	196	
3831	Bixaceae	Cochlospermum_vitifolium	0.270	Mexico	23	
3832	Bixaceae	Cochlospermum_vitifolium	0.220	South_America_(tropical)	44	
3833	Gyrostemonaceae	Codonocarpus_attenuatus	0.331	Australia/PNG_(tropical)	90	
3834	Gyrostemonaceae	Codonocarpus_attenuatus	0.307	Australia/PNG_(tropical)	90	
3835	Gyrostemonaceae	Codonocarpus_attenuatus	0.331	Australia/PNG_(tropical)	90	
3836	Gyrostemonaceae	Codonocarpus_cotinifolius	0.375	Australia	90	
3837	Myristicaceae	Coelocaryon_klainei	0.534	Africa_(tropical)	179	
3838	Myristicaceae	Coelocaryon_oxycarpum	0.450	Africa_(tropical)	136	
3839	Myristicaceae	Coelocaryon_oxycarpum	0.439	Africa_(tropical)	98	
3840	Myristicaceae	Coelocaryon_oxycarpum	0.465	Africa_(tropical)	137	
3841	Myristicaceae	Coelocaryon_preussii	0.500	Africa_(tropical)	136	
3842	Myristicaceae	Coelocaryon_preussii	0.517	Africa_(tropical)	1	
3843	Myristicaceae	Coelocaryon_preussii	0.588	Africa_(tropical)	85	
3844	Myristicaceae	Coelocaryon_preussii	0.582	Africa_(tropical)	79	
3845	Myristicaceae	Coelocaryon_preussii	0.559	Africa_(tropical)	98	
3846	Myristicaceae	Coelocaryon_preussii	0.516	Africa_(tropical)	137	
3847	Myristicaceae	Coelocaryon_preussii	0.374	Africa_(tropical)	147	
3848	Myristicaceae	Coelocaryon_preussii	0.407	Africa_(tropical)	147	
3849	Myristicaceae	Coelocaryon_preussii	0.409	Africa_(tropical)	147	
3850	Myristicaceae	Coelocaryon_preussii	0.413	Africa_(tropical)	147	
3851	Myristicaceae	Coelocaryon_preussii	0.435	Africa_(tropical)	147	
3852	Myristicaceae	Coelocaryon_preussii	0.456	Africa_(tropical)	147	
3853	Myristicaceae	Coelocaryon_preussii	0.485	Africa_(tropical)	147	
3854	Myristicaceae	Coelocaryon_preussii	0.495	Africa_(tropical)	147	
3855	Myristicaceae	Coelocaryon_preussii	0.506	Africa_(tropical)	147	
3856	Myristicaceae	Coelocaryon_preussii	0.526	Africa_(tropical)	147	
3857	Myristicaceae	Coelocaryon_preussii	0.502	Africa_(tropical)	147	
3858	Myristicaceae	Coelocaryon_preussii	0.557	Africa_(tropical)	147	
3859	Myristicaceae	Coelocaryon_preussii	0.583	Africa_(tropical)	147	
3860	Malvaceae	Coelostegia_borneensis	0.580	South_East_Asia_(tropical)	170	
3861	Malvaceae	Coelostegia_griffithii	0.590	South_East_Asia_(tropical)	130	
3862	Malvaceae	Coelostegia_griffithii	0.560	South_East_Asia_(tropical)	170	
3863	Malvaceae	Coelostegia_griffithii	0.610	South_East_Asia_(tropical)	43	
3864	Rubiaceae	Coffea_arabica	0.620	Africa_(extratropical)	72	
3865	Rubiaceae	Coffea_zanguebariae	0.646	Africa_(extratropical)	72	
3866	Malvaceae	Cola_acuminata	0.500	Africa_(tropical)	136	
3867	Malvaceae	Cola_acuminata	0.507	Africa_(tropical)	98	
3868	Malvaceae	Cola_acuminata	0.516	Africa_(tropical)	137	
3869	Malvaceae	Cola_buntingii	0.714	Africa_(tropical)	98	
3870	Malvaceae	Cola_cordifolia	0.523	Africa_(tropical)	85	
3871	Malvaceae	Cola_gigantea	0.480	Africa_(tropical)	85	
3872	Malvaceae	Cola_greenwayi	0.620	Africa_(extratropical)	124	
3873	Malvaceae	Cola_greenwayi	0.771	Africa_(extratropical)	72	
3874	Malvaceae	Cola_indet	0.738	Africa_(tropical)	85	
3875	Malvaceae	Cola_lateritia	0.507	Africa_(tropical)	98	
3876	Malvaceae	Cola_natalensis	0.738	Africa_(tropical)	85	
3877	Malvaceae	Colona_celebica	0.340	South_East_Asia_(tropical)	129	
3878	Malvaceae	Colona_javanica	0.380	South_East_Asia_(tropical)	16	
3879	Malvaceae	Colona_scabra	0.340	South_East_Asia_(tropical)	129	
3880	Malvaceae	Colona_serratifolia	0.380	South_East_Asia_(tropical)	129	
3881	Malvaceae	Colona_thorelii	0.353	South_East_Asia_(tropical)	13	
3882	Fabaceae	Colophospermum_mopane	0.904	Africa_(tropical)	1	
3883	Rhamnaceae	Colubrina_arborescens	0.700	South_America_(tropical)	110	
3884	Rhamnaceae	Colubrina_elliptica	0.800	Central_America_(tropical)	111	
3885	Rhamnaceae	Colubrina_faralaotra	0.651	Madagascar	147	
3886	Rhamnaceae	Colubrina_faralaotra	0.743	Madagascar	147	
3887	Rhamnaceae	Colubrina_faralaotra	0.647	Madagascar	147	
3888	Rhamnaceae	Colubrina_glandulosa	0.920	South_America_(extratropical)	114	
3889	Rhamnaceae	Colubrina_glandulosa	0.646	South_America_(tropical)	189	
3890	Rhamnaceae	Colubrina_glandulosa	0.650	South_America_(tropical)	44	
3891	Rhamnaceae	Colubrina_heteroneura	0.970	Mexico	23	
3892	Rhamnaceae	Colubrina_papuana	0.800	South_East_Asia_(tropical)	129	
3893	Rhamnaceae	Colubrina_papuana	0.809	Australia/PNG_(tropical)	27	
3894	Rhamnaceae	Colubrina_spinosa	0.495	Central_America_(tropical)	167	
3895	Rhamnaceae	Colubrina_triflora	0.860	Mexico	23	
3896	Anisophylleaceae	Combretocarpus_rotundatus	0.610	South_East_Asia_(tropical)	129	
3897	Anisophylleaceae	Combretocarpus_rotuodatus	0.610	South_East_Asia_(tropical)	43	
3898	Combretaceae	Combretum_apiculatum	0.870	Africa_(extratropical)	72	
3899	Combretaceae	Combretum_binderianum	0.800	South_East_Asia	136	
3900	Combretaceae	Combretum_elaeagnoides	0.857	Africa_(extratropical)	72	
3901	Combretaceae	Combretum_erythrophyllum	0.603	Africa_(extratropical)	72	
3902	Combretaceae	Combretum_fragrans	0.646	Africa_(extratropical)	72	
3903	Combretaceae	Combretum_glutinosum	0.900	Africa_(tropical)	192	
3904	Combretaceae	Combretum_hereroense	0.814	Africa_(extratropical)	72	
3905	Combretaceae	Combretum_imberbe	1.059	Africa_(extratropical)	72	
3906	Combretaceae	Combretum_leprosum	0.680	South_America_(extratropical)	114	
3907	Combretaceae	Combretum_leprosum	0.580	South_America_(tropical)	44	
3908	Combretaceae	Combretum_molle	0.758	Africa_(extratropical)	72	
3909	Combretaceae	Combretum_schumannii	0.929	Africa_(tropical)	137	
3910	Malvaceae	Commersonia_bartramia	0.431	Australia/PNG_(tropical)	90	
3911	Malvaceae	Commersonia_bartramia	0.431	Australia/PNG_(tropical)	90	
3912	Malvaceae	Commersonia_bartramia	0.340	South_East_Asia_(tropical)	129	
3913	Burseraceae	Commiphora_africana	0.276	Africa_(extratropical)	72	
3914	Burseraceae	Commiphora_barorum	0.346	Madagascar	147	
3915	Burseraceae	Commiphora_caerulea	0.370	Africa_(extratropical)	72	
3916	Burseraceae	Commiphora_edulis	0.646	Africa_(extratropical)	72	
3917	Burseraceae	Commiphora_indet	0.320	Madagascar	147	
3918	Burseraceae	Commiphora_indet	0.320	Madagascar	147	
3919	Burseraceae	Commiphora_indet	0.328	Madagascar	147	
3920	Burseraceae	Commiphora_indet	0.333	Madagascar	147	
3921	Burseraceae	Commiphora_indet	0.365	Madagascar	147	
3922	Burseraceae	Commiphora_indet	0.370	Madagascar	147	
3923	Burseraceae	Commiphora_indet	0.380	Madagascar	147	
3924	Burseraceae	Commiphora_indet	0.416	Madagascar	147	
3925	Burseraceae	Commiphora_leptophloeos	0.430	South_America_(extratropical)	114	
3926	Burseraceae	Commiphora_marlothii	0.456	Africa_(extratropical)	72	
3927	Burseraceae	Commiphora_mollis	0.370	Africa_(extratropical)	72	
3928	Burseraceae	Commiphora_pterocarpa	0.369	Madagascar	147	
3929	Anacardiaceae	Comocladia_engleriana	0.790	Mexico	23	
3930	Euphorbiaceae	Conceveiba_guianensis	0.538	South_America_(tropical)	198	
3931	Euphorbiaceae	Conceveiba_guianensis	0.585	South_America_(tropical)	57	
3932	Euphorbiaceae	Conceveiba_guianensis	0.580	South_America_(tropical)	45	
3933	Euphorbiaceae	Conceveiba_guianensis	0.470	South_America_(tropical)	44	
3934	Euphorbiaceae	Conceveiba_martiana	0.430	South_America_(tropical)	44	
3935	Euphorbiaceae	Conceveiba_pleiostemona	0.266	Central_America_(tropical)	167	
3936	Connaraceae	Connarus_griffithii	0.550	South_East_Asia_(tropical)	177	
3937	Connaraceae	Connarus_suberosus	0.450	South_America_(extratropical)	114	
3938	Combretaceae	Conocarpus_erectus	1.000	Central_America_(tropical)	111	
3939	Combretaceae	Conocarpus_erectus	0.690	NorthAmerica	6	
3940	Fabaceae	Copaifera_aromatica	0.620	Central_America_(tropical)	113	
3941	Fabaceae	Copaifera_duckei	0.620	South_America_(tropical)	141	
3942	Fabaceae	Copaifera_duckei	0.600	South_America_(tropical)	44	
3943	Fabaceae	Copaifera_duckei	0.640	South_America_(tropical)	88	
3944	Fabaceae	Copaifera_guyanensis	0.715	South_America_(tropical)	30	
3945	Fabaceae	Copaifera_guyanensis	0.520	South_America_(tropical)	45	
3946	Fabaceae	Copaifera_indet	0.550	South_America_(tropical)	36	
3947	Fabaceae	Copaifera_indet	0.480	South_America_(tropical)	138	
3948	Fabaceae	Copaifera_langsdorffii	0.700	South_America_(extratropical)	114	
3949	Fabaceae	Copaifera_langsdorffii	0.600	South_America_(tropical)	44	
3950	Fabaceae	Copaifera_mildbraedii	0.650	Africa_(tropical)	136	
3951	Fabaceae	Copaifera_mildbraedii	0.663	Africa_(tropical)	85	
3952	Fabaceae	Copaifera_mildbraedii	0.671	Africa_(tropical)	137	
3953	Fabaceae	Copaifera_mildbraedii	0.655	Africa_(tropical)	147	
3954	Fabaceae	Copaifera_multijuga	0.800	South_America_(tropical)	115	
3955	Fabaceae	Copaifera_multijuga	0.310	South_America_(tropical)	204	
3956	Fabaceae	Copaifera_multijuga	0.500	South_America_(tropical)	41	
3957	Fabaceae	Copaifera_multijuga	0.750	South_America_(tropical)	56	
3958	Fabaceae	Copaifera_multijuga	0.850	South_America_(tropical)	56	
3959	Fabaceae	Copaifera_multijuga	0.300	South_East_Asia	181	
3960	Fabaceae	Copaifera_officinalis	0.590	South_America_(tropical)	141	
3961	Fabaceae	Copaifera_officinalis	0.610	South_America_(tropical)	20	
3962	Fabaceae	Copaifera_officinalis	0.700	South_America_(tropical)	95	
3963	Fabaceae	Copaifera_officinalis	0.600	South_America_(tropical)	44	
3964	Fabaceae	Copaifera_officinalis	0.636	Africa_(tropical)	79	
3965	Fabaceae	Copaifera_palustris	0.560	South_East_Asia_(tropical)	170	
3966	Fabaceae	Copaifera_pubiflora	0.715	South_America_(tropical)	189	
3967	Fabaceae	Copaifera_pubiflora	0.560	South_America_(tropical)	138	
3968	Fabaceae	Copaifera_religiosa	0.523	Africa_(tropical)	85	
3969	Fabaceae	Copaifera_religiosa	0.490	Africa_(tropical)	147	
3970	Fabaceae	Copaifera_religiosa	0.524	Africa_(tropical)	182	
3971	Fabaceae	Copaifera_reticulata	0.620	South_America_(tropical)	41	
3972	Fabaceae	Copaifera_reticulata	0.600	South_America_(tropical)	77	
3973	Fabaceae	Copaifera_reticulata	0.600	South_America_(tropical)	44	
3974	Fabaceae	Copaifera_reticulata	0.610	South_America_(tropical)	47	
3975	Fabaceae	Copaifera_salikounda	0.726	Africa_(tropical)	79	
3976	Fabaceae	Copaifera_salikounda	0.671	Africa_(tropical)	98	
3977	Fabaceae	Copaifera_salikounda	0.692	Africa_(tropical)	147	
3978	Arecaceae	Copernicia_alba	0.791	South_America_(extratropical)	66	
3979	Rubiaceae	Coprosma_foetidissima	0.719	Oceania	94	
3980	Rubiaceae	Coprosma_indet	0.583	Oceania	94	
3981	Rubiaceae	Coprosma_linariifolia	0.820	Oceania	94	
3982	Rubiaceae	Coprosma_lucida	0.807	Oceania	94	
3983	Rubiaceae	Coprosma_pseudocuneata	0.815	Oceania	94	
3984	Boraginaceae	Cordia_abyssinica	0.577	Africa_(extratropical)	72	
3985	Boraginaceae	Cordia_africana	0.517	Africa_(tropical)	1	
3986	Boraginaceae	Cordia_africana	0.416	Africa_(tropical)	85	
3987	Boraginaceae	Cordia_africana	0.465	Africa_(tropical)	137	
3988	Boraginaceae	Cordia_alliodora	0.490	South_America_(tropical)	141	
3989	Boraginaceae	Cordia_alliodora	0.470	South_America_(tropical)	35	
3990	Boraginaceae	Cordia_alliodora	0.910	South_America_(extratropical)	114	
3991	Boraginaceae	Cordia_alliodora	0.520	Central_America_(tropical)	116	
3992	Boraginaceae	Cordia_alliodora	0.330	Central_America_(tropical)	196	
3993	Boraginaceae	Cordia_alliodora	0.570	Central_America_(tropical)	111	
3994	Boraginaceae	Cordia_alliodora	0.730	Mexico	23	
3995	Boraginaceae	Cordia_alliodora	0.482	South_America_(tropical)	52	
3996	Boraginaceae	Cordia_alliodora	0.482	South_America_(tropical)	57	
3997	Boraginaceae	Cordia_alliodora	0.500	South_America_(tropical)	204	
3998	Boraginaceae	Cordia_alliodora	0.390	South_America_(tropical)	77	
3999	Boraginaceae	Cordia_alliodora	0.480	Mexico	23	
4000	Boraginaceae	Cordia_alliodora	0.410	South_America_(tropical)	44	
4001	Boraginaceae	Cordia_americana	0.688	South_America_(extratropical)	46	
4002	Boraginaceae	Cordia_bicolor	0.460	South_America_(tropical)	141	
4003	Boraginaceae	Cordia_bicolor	0.490	South_America_(tropical)	87	
4004	Boraginaceae	Cordia_borinquensis	0.700	South_America_(tropical)	141	
4005	Boraginaceae	Cordia_caffra	0.723	Africa_(tropical)	137	
4006	Boraginaceae	Cordia_cicatricosa	0.410	South_America_(tropical)	44	
4007	Boraginaceae	Cordia_collococca	0.470	South_America_(tropical)	141	
4008	Boraginaceae	Cordia_collococca	0.380	Central_America_(tropical)	116	
4009	Boraginaceae	Cordia_collococca	0.410	South_America_(tropical)	45	
4010	Boraginaceae	Cordia_dentata	0.470	Central_America_(tropical)	116	
4011	Boraginaceae	Cordia_dentata	0.530	Mexico	23	
4012	Boraginaceae	Cordia_dichotoma	0.456	Australia/PNG_(tropical)	90	
4013	Boraginaceae	Cordia_dichotoma	0.390	Australia/PNG_(tropical)	80	
4014	Boraginaceae	Cordia_dichotoma	0.380	South_East_Asia_(tropical)	129	
4015	Boraginaceae	Cordia_dichotoma	0.360	India	26	
4016	Boraginaceae	Cordia_dichotoma	0.670	India	26	
4017	Boraginaceae	Cordia_dodecandra	0.770	South_America_(tropical)	35	
4018	Boraginaceae	Cordia_dodecandra	0.530	South_America_(tropical)	204	
4019	Boraginaceae	Cordia_ecalyculata	1.076	South_America_(extratropical)	121	
4020	Boraginaceae	Cordia_elaeagnoides	0.880	Mexico	23	
4021	Boraginaceae	Cordia_exaltata	0.410	South_America_(tropical)	141	
4022	Boraginaceae	Cordia_exaltata	0.387	South_America_(tropical)	189	
4023	Boraginaceae	Cordia_fallax	0.360	South_America_(tropical)	141	
4024	Boraginaceae	Cordia_fallax	0.387	South_America_(tropical)	189	
4025	Boraginaceae	Cordia_fragrantissima	0.689	South_East_Asia_(tropical)	14	
4026	Boraginaceae	Cordia_gerascanthus	0.770	South_America_(tropical)	35	
4027	Boraginaceae	Cordia_gerascanthus	0.735	South_America_(tropical)	36	
4028	Boraginaceae	Cordia_gerascanthus	0.730	South_America_(tropical)	204	
4029	Boraginaceae	Cordia_glabrata	0.770	South_America_(tropical)	35	
4030	Boraginaceae	Cordia_goeldiana	0.500	South_America_(tropical)	141	
4031	Boraginaceae	Cordia_goeldiana	0.510	South_America_(tropical)	35	
4032	Boraginaceae	Cordia_goeldiana	0.590	South_America_(tropical)	114	
4033	Boraginaceae	Cordia_goeldiana	0.410	South_America_(tropical)	44	
4034	Boraginaceae	Cordia_goeldiana	0.480	South_America_(tropical)	88	
4035	Boraginaceae	Cordia_goetzei	0.758	Africa_(extratropical)	72	
4036	Boraginaceae	Cordia_laevifrons	0.330	South_America_(tropical)	55	
4037	Boraginaceae	Cordia_lasiocalyx	0.397	Central_America_(tropical)	168	
4038	Boraginaceae	Cordia_lomatoloba	0.410	South_America_(tropical)	44	
4039	Boraginaceae	Cordia_megalantha	0.390	Mexico	23	
4040	Boraginaceae	Cordia_millenii	0.517	Africa_(tropical)	1	
4041	Boraginaceae	Cordia_millenii	0.420	Africa_(tropical)	39	
4042	Boraginaceae	Cordia_millenii	0.340	Africa_(tropical)	85	
4043	Boraginaceae	Cordia_millenii	0.360	Africa_(tropical)	104	
4044	Boraginaceae	Cordia_myxa	0.330	South_East_Asia_(tropical)	129	
4045	Boraginaceae	Cordia_myxa	0.396	Australia/PNG_(tropical)	27	
4046	Boraginaceae	Cordia_nodosa	0.370	South_America_(tropical)	55	
4047	Boraginaceae	Cordia_nodosa	0.410	South_America_(tropical)	44	
4048	Boraginaceae	Cordia_platythyrsa	0.517	Africa_(tropical)	1	
4049	Boraginaceae	Cordia_platythyrsa	0.373	Africa_(tropical)	85	
4050	Boraginaceae	Cordia_platythyrsa	0.354	Africa_(tropical)	147	
4051	Boraginaceae	Cordia_platythyrsa	0.336	Africa_(tropical)	181	
4052	Boraginaceae	Cordia_platythyrsa	0.345	Africa_(tropical)	182	
4053	Boraginaceae	Cordia_sagotii	0.387	South_America_(tropical)	30	
4054	Boraginaceae	Cordia_sagotii	0.340	South_America_(tropical)	45	
4055	Boraginaceae	Cordia_sagotii	0.500	South_America_(tropical)	87	
4056	Boraginaceae	Cordia_scabrifolia	0.474	South_America_(tropical)	198	
4057	Boraginaceae	Cordia_sebestena	0.700	Central_America_(tropical)	112	
4058	Boraginaceae	Cordia_seleriana	0.780	Mexico	23	
4059	Boraginaceae	Cordia_sericicalyx	0.387	South_America_(tropical)	189	
4060	Boraginaceae	Cordia_sonorae	0.810	Mexico	23	
4061	Boraginaceae	Cordia_subcordata	0.510	South_East_Asia_(tropical)	129	
4062	Boraginaceae	Cordia_subcordata	0.482	Australia/PNG_(tropical)	27	
4063	Boraginaceae	Cordia_subpubescens	0.220	South_East_Asia_(tropical)	129	
4064	Boraginaceae	Cordia_sulcata	0.600	South_America_(tropical)	141	
4065	Boraginaceae	Cordia_tetrandra	0.350	South_America_(tropical)	64	
4066	Boraginaceae	Cordia_tetrandra	0.340	South_America_(tropical)	45	
4067	Boraginaceae	Cordia_trichotoma	0.560	South_America_(tropical)	35	
4068	Boraginaceae	Cordia_trichotoma	0.780	South_America_(extratropical)	114	
4069	Boraginaceae	Cordia_trichotoma	0.550	South_America_(extratropical)	46	
4070	Boraginaceae	Cordia_ucayaliensis	0.410	South_America_(tropical)	44	
4071	Boraginaceae	Cordia_vestita	0.680	India	135	
4072	Fabaceae	Cordyla_africana	0.775	Africa_(tropical)	1	
4073	Fabaceae	Cordyla_africana	0.700	Africa_(extratropical)	183	
4074	Fabaceae	Cordyla_africana	0.745	Africa_(extratropical)	200	
4075	Fabaceae	Cordyla_africana	0.702	Africa_(extratropical)	72	
4076	Fabaceae	Cordyla_madagascariensis	0.818	Madagascar	179	
4077	Fabaceae	Cordyla_pinnata	0.754	Africa_(tropical)	147	
4078	Cornaceae	Cornus_controversa	0.535	China	33	
4079	Cornaceae	Cornus_disciflora	0.530	Central_America_(tropical)	116	
4080	Cornaceae	Cornus_florida	0.640	NorthAmerica	6	
4081	Cornaceae	Cornus_nuttallii	0.580	NorthAmerica	118	
4082	Cornaceae	Cornus_peruviana	0.560	South_America_(tropical)	44	
4083	Cornaceae	Cornus_sanguinea	0.680	Europe	149	
4084	Verbenaceae	Cornutia_grandiflora	0.600	Mexico	23	
4085	Betulaceae	Corylus_avellana	0.517	Europe	150	
4086	Betulaceae	Corylus_chinensis	0.559	China	33	
4087	Betulaceae	Corylus_chinensis	0.574	China	33	
4088	Myrtaceae	Corymbia_abergiana	0.771	Australia/PNG_(tropical)	90	
4089	Myrtaceae	Corymbia_bloxsomei	0.745	Australia/PNG_(tropical)	90	
4090	Myrtaceae	Corymbia_chippendalei	0.846	Australia	90	
4091	Myrtaceae	Corymbia_citriodora	0.800	Australia	203	
4092	Myrtaceae	Corymbia_citriodora	0.764	Australia	203	
4093	Myrtaceae	Corymbia_citriodora	0.854	Australia	203	
4094	Myrtaceae	Corymbia_citriodora	0.861	Australia	203	
4095	Myrtaceae	Corymbia_citriodora	0.800	Australia	90	
4096	Myrtaceae	Corymbia_citriodora	0.870	Australia/PNG_(tropical)	90	
4097	Myrtaceae	Corymbia_clavigera	0.835	Australia	90	
4098	Myrtaceae	Corymbia_clavigera	0.827	Australia/PNG_(tropical)	90	
4099	Myrtaceae	Corymbia_confertiflora	0.788	Australia/PNG_(tropical)	90	
4100	Myrtaceae	Corymbia_confertiflora	0.768	Australia	90	
4101	Myrtaceae	Corymbia_dallachiana	0.705	Australia/PNG_(tropical)	90	
4102	Myrtaceae	Corymbia_dallachiana	0.709	Australia	90	
4103	Myrtaceae	Corymbia_dallachiana	0.870	Australia/PNG_(tropical)	90	
4104	Myrtaceae	Corymbia_dallachiana	0.709	Australia	90	
4105	Myrtaceae	Corymbia_dichromophloia	0.895	Australia/PNG_(tropical)	90	
4106	Myrtaceae	Corymbia_erythrophloia	0.895	Australia/PNG_(tropical)	90	
4107	Myrtaceae	Corymbia_gummifera	0.870	Australia/PNG_(tropical)	90	
4108	Myrtaceae	Corymbia_gummifera	0.720	Australia	90	
4109	Myrtaceae	Corymbia_gummifera	0.870	Australia/PNG_(tropical)	90	
4110	Myrtaceae	Corymbia_henryi	0.870	Australia/PNG_(tropical)	90	
4111	Myrtaceae	Corymbia_lenziana	0.889	Australia	90	
4112	Myrtaceae	Corymbia_maculata	0.825	Australia/PNG_(tropical)	90	
4113	Myrtaceae	Corymbia_maculata	0.837	Australia	90	
4114	Myrtaceae	Corymbia_maculata	0.870	Australia/PNG_(tropical)	90	
4115	Myrtaceae	Corymbia_nesophila	0.853	Australia	90	
4116	Myrtaceae	Corymbia_peltata	0.883	Australia/PNG_(tropical)	90	
4117	Myrtaceae	Corymbia_peltata	0.784	Australia	90	
4118	Myrtaceae	Corymbia_polycarpa	0.858	Australia	90	
4119	Myrtaceae	Corymbia_polycarpa	0.784	Australia	90	
4120	Myrtaceae	Corymbia_polycarpa	0.870	Australia/PNG_(tropical)	90	
4121	Myrtaceae	Corymbia_polycarpa	0.830	Australia/PNG_(tropical)	90	
4122	Myrtaceae	Corymbia_polycarpa	0.870	Australia/PNG_(tropical)	90	
4123	Myrtaceae	Corymbia_polycarpa	1.013	Australia	90	
4124	Myrtaceae	Corymbia_setosa	1.020	Australia/PNG_(tropical)	90	
4125	Myrtaceae	Corymbia_terminalis	0.870	Australia/PNG_(tropical)	90	
4126	Myrtaceae	Corymbia_tessellaris	0.934	Australia	90	
4127	Myrtaceae	Corymbia_tessellaris	0.895	Australia/PNG_(tropical)	90	
4128	Myrtaceae	Corymbia_torelliana	0.734	Australia	203	
4129	Myrtaceae	Corymbia_torelliana	0.788	Australia/PNG_(tropical)	90	
4130	Myrtaceae	Corymbia_trachyphloia	0.879	Australia	90	
4131	Myrtaceae	Corymbia_watsoniana	0.827	Australia/PNG_(tropical)	90	
4132	Rubiaceae	Corynanthe_pachyceras	0.663	Africa_(tropical)	85	
4133	Rubiaceae	Corynanthe_pachyceras	0.670	Africa_(extratropical)	123	
4134	Rubiaceae	Corynanthe_pachyceras	0.684	Africa_(tropical)	147	
4135	Corynocarpaceae	Corynocarpus_australasicus	0.710	South_East_Asia_(tropical)	129	
4136	Corynocarpaceae	Corynocarpus_cribbianus	0.594	Australia/PNG_(tropical)	90	
4137	Corynocarpaceae	Corynocarpus_cribbianus	0.594	Australia/PNG_(tropical)	90	
4138	Lecythidaceae	Corythophora_alta	0.724	South_America_(tropical)	128	
4139	Lecythidaceae	Corythophora_alta	0.690	South_America_(tropical)	44	
4140	Lecythidaceae	Corythophora_alta	0.727	South_America_(tropical)	166	
4141	Lecythidaceae	Corythophora_rimosa	0.697	South_America_(tropical)	128	
4142	Lecythidaceae	Corythophora_rimosa	0.840	South_America_(tropical)	92	
4143	Lecythidaceae	Corythophora_rimosa	0.850	South_America_(tropical)	188	
4144	Dipterocarpaceae	Cotylelobium_burckii	0.810	South_East_Asia_(tropical)	120	
4145	Dipterocarpaceae	Cotylelobium_burckii	0.820	South_East_Asia_(tropical)	170	
4146	Dipterocarpaceae	Cotylelobium_lanceolatum	0.780	South_East_Asia_(tropical)	120	
4147	Dipterocarpaceae	Cotylelobium_malayanum	0.850	South_East_Asia_(tropical)	43	
4148	Dipterocarpaceae	Cotylelobium_melanoxylon	0.800	South_East_Asia_(tropical)	170	
4149	Dipterocarpaceae	Cotylelobium_melanoxylon	0.850	South_East_Asia_(tropical)	43	
4150	Chrysobalanaceae	Couepia_bracteosa	0.770	South_America_(tropical)	55	
4151	Chrysobalanaceae	Couepia_caryophylloides	0.770	South_America_(tropical)	55	
4152	Chrysobalanaceae	Couepia_elata	0.769	South_America_(tropical)	166	
4153	Chrysobalanaceae	Couepia_guianensis	0.750	South_America_(tropical)	64	
4154	Chrysobalanaceae	Couepia_guianensis	0.818	South_America_(tropical)	30	
4155	Chrysobalanaceae	Couepia_guianensis	0.637	South_America_(tropical)	189	
