Number	Family	Species	dden	region	Reference_Number	
8686	Rubiaceae	Isertia_coccinea	0.520	South_America_(tropical)	45	
8687	Rubiaceae	Isertia_hypoleuca	0.690	South_America_(extratropical)	114	
8688	Rubiaceae	Isertia_hypoleuca	0.520	South_America_(tropical)	44	
8689	Rubiaceae	Isertia_laevis	0.520	South_America_(tropical)	44	
8690	Fabaceae	Isoberlinia_doka	0.669	Africa_(tropical)	147	
8691	Fabaceae	Isoberlinia_doka	0.585	Africa_(tropical)	200	
8692	Fabaceae	Isoberlinia_scheffieri	0.650	South_East_Asia	136	
8693	Fabaceae	Isoberlinia_scheffleri	0.689	Africa_(tropical)	179	
8694	Fabaceae	Isoberlinia_schefflerii	0.850	Africa_(extratropical)	124	
8695	Fabaceae	Isoberlinia_schefflerii	0.650	Africa_(extratropical)	183	
8696	Fabaceae	Isoberlinia_tomentosa	0.723	Africa_(tropical)	137	
8697	Sapotaceae	Isonandra_lanceolata	0.930	South_East_Asia_(tropical)	129	
8698	Salicaceae	Itoa_stapfii	0.460	South_East_Asia_(tropical)	129	
8699	Ixonanthaceae	Ixonanthes_chinensis	0.585	China	33	
8700	Ixonanthaceae	Ixonanthes_chinensis	0.624	China	33	
8701	Ixonanthaceae	Ixonanthes_chinensis	0.640	China	33	
8702	Ixonanthaceae	Ixonanthes_chinensis	0.649	China	33	
8703	Ixonanthaceae	Ixonanthes_grandiflora	0.580	South_East_Asia_(tropical)	129	
8704	Ixonanthaceae	Ixonanthes_icosandra	0.790	South_East_Asia_(tropical)	129	
8705	Ixonanthaceae	Ixonanthes_icosandra	0.603	South_East_Asia_(tropical)	13	
8706	Ixonanthaceae	Ixonanthes_petiolaris	0.630	South_East_Asia_(tropical)	129	
8707	Ixonanthaceae	Ixonanthes_reticulata	0.650	South_East_Asia_(tropical)	43	
8708	Ixonanthaceae	Ixonanthes_reticulata	0.603	South_East_Asia_(tropical)	13	
8709	Rubiaceae	Ixora_arborea	0.800	South_East_Asia	136	
8710	Rubiaceae	Ixora_blumei	0.720	South_East_Asia_(tropical)	129	
8711	Rubiaceae	Ixora_gardneriana	0.880	South_America_(extratropical)	114	
8712	Rubiaceae	Ixora_grandifolia	0.690	South_East_Asia_(tropical)	43	
8713	Rubiaceae	Ixora_makassarica	0.740	South_East_Asia_(tropical)	129	
8714	Rubiaceae	Ixora_parviflora	0.960	India	26	
8715	Rubiaceae	Ixora_simalurensis	0.760	South_East_Asia_(tropical)	129	
8716	Bignoniaceae	Jacaranda_acutifolia	0.440	South_East_Asia_(tropical)	129	
8717	Bignoniaceae	Jacaranda_brasiliana	0.650	South_America_(extratropical)	114	
8718	Bignoniaceae	Jacaranda_copaia	0.350	South_America_(tropical)	141	
8719	Bignoniaceae	Jacaranda_copaia	0.370	South_America_(tropical)	35	
8720	Bignoniaceae	Jacaranda_copaia	0.380	Central_America_(tropical)	116	
8721	Bignoniaceae	Jacaranda_copaia	0.402	South_America_(tropical)	198	
8722	Bignoniaceae	Jacaranda_copaia	0.390	South_America_(tropical)	115	
8723	Bignoniaceae	Jacaranda_copaia	0.444	South_America_(tropical)	185	
8724	Bignoniaceae	Jacaranda_copaia	0.330	South_America_(tropical)	64	
8725	Bignoniaceae	Jacaranda_copaia	0.370	South_America_(tropical)	52	
8726	Bignoniaceae	Jacaranda_copaia	0.310	South_America_(tropical)	77	
8727	Bignoniaceae	Jacaranda_copaia	0.340	South_America_(tropical)	45	
8728	Bignoniaceae	Jacaranda_copaia	0.310	South_America_(tropical)	190	
