"RP" "Forest" "Forest.1" "Area.ha." "ha4plot" "X20x20" "X10x10" "Tree" "Genus" "Species" "Family" "Diam2000" "BAm2" "CP" "POM" "Remarks" "unqeID" "x" "y" "elev" "sp" "dden"
"4719" "508/2" "A2" "Alluvial" 1 1 "Y" 4 "40" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 95.9 0.722 "5" "2.8" NA "4Y1A2" 604265.399 647070.0758 80.30012637 "Ssmi" 0.355
"5401" "508/2" "A2" "Alluvial" 1.8 2 "T" 1 "49" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 101.3 0.806 NA "2.7" NA "1T2A2" 604301.0204 647076.5775 72.50192167 "Ssmi" 0.355
"6123" "508/2" "A2" "Alluvial" 2.4 3 "J" 4 "46" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 92 0.664 "5" "2.9" NA "4J3A2" 604251.1364 647027.9072 79.20509549 "Ssmi" 0.355
"6930" "508/2" "A2" "Alluvial" 3.2 4 "E" 1 "12" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 86 0.581 "5" "1.5" NA "1E4A2" 604258.2828 647063.1014 80.83731138 "Ssmi" 0.355
"6931" "508/2" "A2" "Alluvial" 3.2 4 "E" 1 "14" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 69 0.374 "5" "1.6" NA "1E4A2" 604258.2828 647063.1014 80.83731138 "Ssmi" 0.355
"7034" "508/2" "A2" "Alluvial" 3.6 4 "G" 1 "9" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 81 0.515 NA "2.1" NA "1G4A2" 604229.8379 647063.4451 74.03641175 "Ssmi" 0.355
"8089" "292/2" "S1" "Sandstone" 0.1 1 "B" 4 "65" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 59.4 0.277 "5" NA NA "4B1S1" 603317.2574 647268.8656 88.01974388 "Ssmi" 0.355
"14667" "292/3" "S2" "Sandstone" 0.3 1 "F" 1 "12" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 58.4 0.268 "5" NA NA "1F1S2" 603268.6262 648225.8562 84.67658409 "Ssmi" 0.355
"14755" "292/3" "S2" "Sandstone" 0.4 1 "H" 4 "30" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 87.3 0.598 "5" NA NA "4H1S2" 603228.3713 648217.459 82.86188619 "Ssmi" 0.355
"14909" "292/3" "S2" "Sandstone" 0.5 1 "L" 3 "24" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 66.8 0.35 "5" NA NA "3L1S2" 603218.8845 648198.239 89.47956808 "Ssmi" 0.355
"15456" "292/3" "S2" "Sandstone" 0.9 1 "V" 1 "2" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 66.7 0.349 "5" NA NA "1V1S2" 603209.767 648169.3174 93.51240023 "Ssmi" 0.355
"15457" "292/3" "S2" "Sandstone" 0.9 1 "V" 1 "12" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 54 0.229 "3" NA NA "1V1S2" 603209.767 648169.3174 93.51240023 "Ssmi" 0.355
"16767" "292/3" "S2" "Sandstone" 2 2 "U" 4 "66" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 65.8 0.34 "5" NA NA "4U2S2" 603290.7186 648155.6354 92.81250443 "Ssmi" 0.355
"19018" "292/3" "S2" "Sandstone" 3.6 4 "M" 1 "10" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 54.4 0.232 "4" NA NA "1M4S2" 603231.8231 648109.484 96.37719437 "Ssmi" 0.355
"20791" "508/3" "S3" "Sandstone" 0.8 1 "S" 4 "55" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 61 0.292 "5" "1.3" NA "4S1S3" 603780.4381 647997.0822 102.4435197 "Ssmi" 0.355
"20838" "508/3" "S3" "Sandstone" 0.8 1 "T" 4 "34" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 56.8 0.253 "4" "1.3" NA "4T1S3" 603782.6097 648016.0684 106.885399 "Ssmi" 0.355
"21431" "508/3" "S3" "Sandstone" 1.2 2 "E" 4 "57" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 82.9 0.539 "5" "1.95" NA "4E2S3" 603814.1522 647837.9644 111.9350759 "Ssmi" 0.355
"21738" "508/3" "S3" "Sandstone" 1.6 2 "L" 1 "17" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 91.9 0.663 "5" "2.7" NA "1L2S3" 603790.0725 647899.6046 110.0249445 "Ssmi" 0.355
"23048" "508/3" "S3" "Sandstone" 2.8 3 "K" 1 "2" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 110 0.95 "5" "4.3" NA "1K3S3" 603689.7037 647930.8659 101.2898173 "Ssmi" 0.355
"23623" "508/3" "S3" "Sandstone" 3.2 3 "W" 2 "17" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 52 0.212 "5" "1.3" NA "2W3S3" 603643.5393 647889.9874 110.5059422 "Ssmi" 0.355
"24235" "508/3" "S3" "Sandstone" 3.6 4 "H" 3 "31" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 60.9 0.291 "5" "1.3" NA "3H4S3" 603715.5005 647975.0378 108.5101079 "Ssmi" 0.355
"113" "292/1" "A1" "Alluvial" 0.2 1 "D" 4 "21" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 31.1 0.076 "2" NA NA "4D1A1" 604357.6771 648258.707 77.05715547 "Sxan" 0.52
"176" "292/1" "A1" "Alluvial" 0.3 1 "F" 4 "23" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 37.8 0.112 "2" NA NA "4F1A1" 604378.0391 648238.9551 72.25648354 "Sxan" 0.52
"214" "292/1" "A1" "Alluvial" 0.3 1 "G" 4 "31" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 32.5 0.083 "2" NA NA "4G1A1" 604357.6481 648238.4292 78.4376056 "Sxan" 0.52
"246" "292/1" "A1" "Alluvial" 0.4 1 "H" 3 "23" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 38.2 0.115 "3" NA NA "3H1A1" 604347.4525 648238.1662 81.86110382 "Sxan" 0.52
"405" "292/1" "A1" "Alluvial" 0.5 1 "L" 3 "19" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 31.2 0.076 "2" NA NA "3L1A1" 604327.0258 648217.2983 80.2393837 "Sxan" 0.52
"423" "292/1" "A1" "Alluvial" 0.5 1 "M" 1 "1" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 33.7 0.089 "2" NA NA "1M1A1" 604337.2403 648227.7429 81.97603373 "Sxan" 0.52
"444" "292/1" "A1" "Alluvial" 0.5 1 "M" 2 "29" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 44.5 0.155 "2" NA NA "2M1A1" 604347.4369 648228.0166 81.40923386 "Sxan" 0.52
"479" "292/1" "A1" "Alluvial" 0.6 1 "N" 2 "11" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 51.3 0.207 "3" NA NA "2N1A1" 604367.8302 648228.5639 77.64254644 "Sxan" 0.52
"492" "292/1" "A1" "Alluvial" 0.6 1 "N" 4 "21" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 37.9 0.113 "3" NA NA "4N1A1" 604357.6191 648218.1513 79.67474913 "Sxan" 0.52
"516" "292/1" "A1" "Alluvial" 0.6 1 "O" 2 "9" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 34.1 0.091 "2" NA NA "2O1A1" 604388.2235 648229.1113 69.75921341 "Sxan" 0.52
"517" "292/1" "A1" "Alluvial" 0.6 1 "O" 2 "18" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 45 0.159 "3" NA NA "2O1A1" 604388.2235 648229.1113 69.75921341 "Sxan" 0.52
"541" "292/1" "A1" "Alluvial" 0.7 1 "P" 1 "1" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 34.9 0.096 "3" NA NA "1P1A1" 604378.0023 648208.6025 74.50257089 "Sxan" 0.52
"684" "292/1" "A1" "Alluvial" 0.8 1 "S" 2 "16" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 36.7 0.106 "3" NA NA "2S1A1" 604327.0079 648207.1273 78.95591385 "Sxan" 0.52
"686" "292/1" "A1" "Alluvial" 0.8 1 "S" 2 "23" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 32 0.08 "2" NA NA "2S1A1" 604327.0079 648207.1273 78.95591385 "Sxan" 0.52
"805" "292/1" "A1" "Alluvial" 0.9 1 "V" 3 "18" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 40.1 0.126 "3" NA NA "3V1A1" 604326.9544 648176.6144 71.3565652 "Sxan" 0.52
"882" "292/1" "A1" "Alluvial" 1 1 "X" 4 "25" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 30.8 0.074 "3" NA NA "4X1A1" 604357.561 648177.5957 70.96387283 "Sxan" 0.52
"910" "292/1" "A1" "Alluvial" 1 1 "Y" 4 "21" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 35.6 0.099 "2" NA NA "4Y1A1" 604377.9655 648178.2499 70.99063347 "Sxan" 0.52
"947" "292/1" "A1" "Alluvial" 1.2 2 "B" 1 "3" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 33.6 0.089 "2" NA NA "1B2A1" 604418.8447 648270.2315 68.10753304 "Sxan" 0.52
"1041" "292/1" "A1" "Alluvial" 1.2 2 "E" 1 "11" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 47.3 0.176 "2" NA NA "1E2A1" 604479.9978 648271.6171 71.34666669 "Sxan" 0.52
"1100" "292/1" "A1" "Alluvial" 1.4 2 "F" 3 "32" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 36.9 0.107 "3" NA NA "3F2A1" 604490.19 648241.848 73.22584335 "Sxan" 0.52
"1274" "292/1" "A1" "Alluvial" 1.6 2 "K" 4 "27" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 50.2 0.198 "3" NA NA "4K2A1" 604398.4101 648219.2888 70.25108337 "Sxan" 0.52
"1275" "292/1" "A1" "Alluvial" 1.6 2 "K" 4 "30" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 45 0.159 "3" NA NA "4K2A1" 604398.4101 648219.2888 70.25108337 "Sxan" 0.52
"1287" "292/1" "A1" "Alluvial" 1.6 2 "L" 1 "5" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 51.2 0.206 "3" NA NA "1L2A1" 604418.8135 648229.9323 68.92065323 "Sxan" 0.52
"1313" "292/1" "A1" "Alluvial" 1.6 2 "L" 4 "32" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 30.5 0.073 "2" NA NA "4L2A1" 604418.8056 648219.8575 69.55004318 "Sxan" 0.52
"1481" "292/1" "A1" "Alluvial" 1.8 2 "Q" 4 "23" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 34.6 0.094 "2" NA NA "4Q2A1" 604459.59 648200.9308 70.6055035 "Sxan" 0.52
"1483" "292/1" "A1" "Alluvial" 1.8 2 "Q" 4 "26" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 37.1 0.108 "2" NA NA "4Q2A1" 604459.59 648200.9308 70.6055035 "Sxan" 0.52
"1492" "292/1" "A1" "Alluvial" 1.8 2 "R" 1 "3" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 34.8 0.095 "3" NA NA "1R2A1" 604439.1956 648210.3728 70.91211327 "Sxan" 0.52
"1580" "292/1" "A1" "Alluvial" 1.8 2 "T" 4 "27" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 38.9 0.119 "3" NA NA "4T2A1" 604398.39 648199.0964 73.69619354 "Sxan" 0.52
"1719" "292/1" "A1" "Alluvial" 2 2 "X" 4 "16" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 34.5 0.093 "2" NA NA "4X2A1" 604459.5833 648180.8667 71.47818499 "Sxan" 0.52
"1832" "292/1" "A1" "Alluvial" 2.4 3 "C" 1 "4" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 38.9 0.119 "3" NA NA "1C3A1" 604439.1733 648170.1591 70.67226349 "Sxan" 0.52
"2271" "292/1" "A1" "Alluvial" 2.8 3 "P" 3 "17" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 31.6 0.078 "3" NA NA "3P3A1" 604490.19 648101.848 70.67315168 "Sxan" 0.52
"2273" "292/1" "A1" "Alluvial" 2.8 3 "P" 3 "21" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 34.7 0.095 "3" NA NA "3P3A1" 604490.19 648101.848 70.67315168 "Sxan" 0.52
"2284" "292/1" "A1" "Alluvial" 2.8 3 "Q" 1 "3" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 39.8 0.124 "3" NA NA "1Q3A1" 604459.5599 648110.6423 68.368796 "Sxan" 0.52
"2568" "292/1" "A1" "Alluvial" 3.2 3 "W" 3 "36" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 37.2 0.109 "3" NA NA "3W3A1" 604449.3365 648080.1122 71.31468346 "Sxan" 0.52
"2570" "292/1" "A1" "Alluvial" 3.2 3 "W" 3 "44" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 31.1 0.076 "3" NA NA "3W3A1" 604449.3365 648080.1122 71.31468346 "Sxan" 0.52
"2633" "292/1" "A1" "Alluvial" 3.2 3 "Y" 1 "4" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 36 0.102 "3" NA NA "1Y3A1" 604479.9777 648091.4247 71.1834436 "Sxan" 0.52
"2643" "292/1" "A1" "Alluvial" 3.2 3 "Y" 2 "9" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 34.1 0.091 "3" NA NA "2Y3A1" 604490.19 648091.848 71.57910339 "Sxan" 0.52
"2797" "292/1" "A1" "Alluvial" 3.2 4 "E" 1 "5" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 35 0.096 "3" NA NA "1E4A1" 604377.9532 648168.1324 69.94564346 "Sxan" 0.52
"3092" "292/1" "A1" "Alluvial" 3.6 4 "N" 1 "3" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 43.1 0.146 "3" NA NA "1N4A1" 604357.4885 648126.9011 69.4465914 "Sxan" 0.52
"3104" "292/1" "A1" "Alluvial" 3.6 4 "N" 3 "20" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 54.7 0.235 "3" NA NA "3N4A1" 604367.6829 648117.1534 71.80624861 "Sxan" 0.52
"3344" "292/1" "A1" "Alluvial" 4 4 "T" 4 "33" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 31.4 0.077 "3" NA NA "4T4A1" 604296.1781 648094.0089 75.16452354 "Sxan" 0.52
"3360" "292/1" "A1" "Alluvial" 4 4 "U" 1 "10" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 41.4 0.135 "3" NA NA "1U4A1" 604296.1569 648083.8059 75.54330459 "Sxan" 0.52
"3394" "292/1" "A1" "Alluvial" 4 4 "U" 4 "33" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 32.3 0.082 "3" NA NA "4U4A1" 604296.1357 648073.6029 74.53479418 "Sxan" 0.52
"3410" "292/1" "A1" "Alluvial" 4 4 "V" 2 "9" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 38.7 0.118 "3" NA NA "2V4A1" 604326.7937 648085.0757 73.89901337 "Sxan" 0.52
"5211" "508/2" "A2" "Alluvial" 1.6 2 "M" 4 "29" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 39.3 0.121 NA NA NA "4M2A2" 604336.712 647054.6446 70.30667972 "Sxan" 0.52
"5379" "508/2" "A2" "Alluvial" 1.8 2 "S" 3 "21" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 55 0.237 NA NA NA "3S2A2" 604315.288 647048.0247 71.40220151 "Sxan" 0.52
"5520" "508/2" "A2" "Alluvial" 2 2 "V" 3 "24" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 43 0.145 NA "1.4" NA "3V2A2" 604301.0053 647034.1834 77.42485224 "Sxan" 0.52
"5644" "508/2" "A2" "Alluvial" 2 2 "X" 4 "53" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 31.8 0.079 NA NA NA "4X2A2" 604322.3691 647012.6479 75.25427923 "Sxan" 0.52
"5645" "508/2" "A2" "Alluvial" 2 2 "X" 4 "56" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 37.4 0.11 NA NA NA "4X2A2" 604322.3691 647012.6479 75.25427923 "Sxan" 0.52
"5696" "508/2" "A2" "Alluvial" 2.4 3 "A" 1 "7" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 31.8 0.079 "3" "1.3" NA "1A3A2" 604272.5153 647048.7659 81.47620804 "Sxan" 0.52
"5698" "508/2" "A2" "Alluvial" 2.4 3 "A" 1 "11" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 33 0.085 "3" "1.3" NA "1A3A2" 604272.5153 647048.7659 81.47620804 "Sxan" 0.52
"5710" "508/2" "A2" "Alluvial" 2.4 3 "A" 2 "25" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 30.5 0.073 "3" "1.3" NA "2A3A2" 604279.6315 647041.5982 78.10485135 "Sxan" 0.52
"5779" "508/2" "A2" "Alluvial" 2.4 3 "B" 4 "43" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 32.6 0.083 "4" "2.6" NA "4B3A2" 604279.6114 647027.499 75.62699379 "Sxan" 0.52
"5841" "508/2" "A2" "Alluvial" 2.4 3 "D" 1 "9" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 38 0.113 "3" "1.3" NA "1D3A2" 604315.2127 647005.7594 75.19246449 "Sxan" 0.52
"5909" "508/2" "A2" "Alluvial" 2.4 3 "E" 4 "34" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 30.2 0.072 "3" "1.3" NA "4E3A2" 604322.2787 646984.557 73.90275854 "Sxan" 0.52
"5910" "508/2" "A2" "Alluvial" 2.4 3 "E" 4 "44" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 42 0.138 "3" "1.3" NA "4E3A2" 604322.2787 646984.557 73.90275854 "Sxan" 0.52
"6769" "508/2" "A2" "Alluvial" 3.2 4 "B" 1 "10" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 39.5 0.122 "4" "1.3" NA "1B4A2" 604208.4691 647113.2756 83.34303471 "Sxan" 0.52
"6794" "508/2" "A2" "Alluvial" 3.2 4 "B" 3 "30" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 32.1 0.081 "2" "1.3" NA "3B4A2" 604215.6104 647091.912 80.81253464 "Sxan" 0.52
"6797" "508/2" "A2" "Alluvial" 3.2 4 "B" 3 "34" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 35.8 0.101 "4" "1.3" NA "3B4A2" 604215.6104 647091.912 80.81253464 "Sxan" 0.52
"6813" "508/2" "A2" "Alluvial" 3.2 4 "B" 4 "59" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 31 0.075 NA "1.3" NA "4B4A2" 604201.388 647106.226 84.73450384 "Sxan" 0.52
"6933" "508/2" "A2" "Alluvial" 3.2 4 "E" 1 "4" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 33.9 0.09 "2" "1.3" NA "1E4A2" 604258.2828 647063.1014 80.83731138 "Sxan" 0.52
"6951" "508/2" "A2" "Alluvial" 3.2 4 "E" 2 "23" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 31.1 0.076 "3" "1.3" NA "2E4A2" 604265.399 647055.9337 83.21688127 "Sxan" 0.52
"7081" "508/2" "A2" "Alluvial" 3.6 4 "H" 1 "10" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 32.2 0.081 "3" "1.3" NA "1H4A2" 604215.6255 647077.7377 75.31601404 "Sxan" 0.52
"7121" "508/2" "A2" "Alluvial" 3.6 4 "H" 4 "49" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 33.2 0.087 "3" "1.3" NA "4H4A2" 604208.5293 647070.7203 76.78542203 "Sxan" 0.52
"7322" "508/2" "A2" "Alluvial" 3.6 4 "L" 1 "2" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 33.2 0.087 "3" "1.3" NA "1L4A2" 604187.2408 647077.9525 82.21578917 "Sxan" 0.52
"7324" "508/2" "A2" "Alluvial" 3.6 4 "L" 1 "7" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 36.9 0.107 "3" "1.3" NA "1L4A2" 604187.2408 647077.9525 82.21578917 "Sxan" 0.52
"7708" "508/2" "A2" "Alluvial" 4 4 "S" 4 "49" "Shorea" "Shorea_xanthophylla" "Dipterocarpaceae" 36.3 0.103 "4" "1.3" NA "4S4A2" 604165.9825 647056.836 73.30047475 "Sxan" 0.52
"2051" "292/1" "A1" "Alluvial" 2.4 3 "J" 3 "25" "Vatica" "Vatica_oblongifolia" "Dipterocarpaceae" 31.5 0.078 "3" NA NA "3J3A1" 604408.5365 648138.8893 67.8102125 "Vobl" 0.7
"5292" "508/2" "A2" "Alluvial" 1.8 2 "P" 2 "6" "Vatica" "Vatica_oblongifolia" "Dipterocarpaceae" 33 0.085 NA "1.58" NA "2P2A2" 604365.2472 647011.6812 69.86981511 "Vobl" 0.7
"8783" "292/2" "S1" "Sandstone" 0.5 1 "K" 4 "69" "Vatica" "Vatica_oblongifolia" "Dipterocarpaceae" 39.1 0.12 "3" NA NA "4K1S1" 603305.2572 647225.7844 95.9971344 "Vobl" 0.7
"21289" "508/3" "S3" "Sandstone" 1.2 2 "C" 3 "45" "Vatica" "Vatica_oblongifolia" "Dipterocarpaceae" 41.1 0.133 "4" "1.3" NA "3C2S3" 603817.4819 647866.8743 103.5005198 "Vobl" 0.7
"24148" "508/3" "S3" "Sandstone" 3.6 4 "F" 4 "39" "Vatica" "Vatica_oblongifolia" "Dipterocarpaceae" 32.2 0.081 "3" "1.3" NA "4F4S3" 603712.3296 647947.0754 97.86919435 "Vobl" 0.7
