"RP" "Forest" "Forest.1" "Area.ha." "ha4plot" "X20x20" "X10x10" "Tree" "Genus" "Species" "Family" "Diam2000" "BAm2" "CP" "POM" "Remarks" "unqeID" "x" "y" "elev" "sp" "dden"
"4195" "508/2" "A2" "Alluvial" 0.6 1 "N" 4 "57" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 66.7 0.349 "5" "2.2" NA "4N1A2" 604279.5813 647112.4163 72.62355063 "Ptom" 0.52
"4335" "508/2" "A2" "Alluvial" 0.7 1 "Q" 3 "33" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 56.3 0.249 "4" "1.6" NA "3Q1A2" 604272.5002 647091.2245 75.63946406 "Ptom" 0.52
"4336" "508/2" "A2" "Alluvial" 0.7 1 "Q" 3 "47" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 75.5 0.447 "5" "2.8" NA "3Q1A2" 604272.5002 647091.2245 75.63946406 "Ptom" 0.52
"4371" "508/2" "A2" "Alluvial" 0.7 1 "R" 2 "20" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 80.5 0.509 "5" "2.75" NA "2R1A2" 604265.3388 647112.6311 71.67645906 "Ptom" 0.52
"4682" "508/2" "A2" "Alluvial" 1 1 "Y" 1 "7" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 76 0.453 "4" "1.3" NA "1Y1A2" 604272.5153 647077.0502 80.08710581 "Ptom" 0.52
"4705" "508/2" "A2" "Alluvial" 1 1 "Y" 3 "30" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 93.4 0.685 "5" "2.8" NA "3Y1A2" 604272.5203 647062.8973 82.74565685 "Ptom" 0.52
"5114" "508/2" "A2" "Alluvial" 1.6 2 "K" 1 "8" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 63.9 0.321 NA "1.9" NA "1K2A2" 604315.2729 647090.4834 70.731677 "Ptom" 0.52
"5168" "508/2" "A2" "Alluvial" 1.6 2 "L" 3 "17" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 104.6 0.859 NA NA NA "3L2A2" 604329.5706 647061.8661 70.13201344 "Ptom" 0.52
"5289" "508/2" "A2" "Alluvial" 1.8 2 "P" 1 "1" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 81.4 0.52 NA "3" NA "1P2A2" 604358.1109 647018.8919 69.84322085 "Ptom" 0.52
"5372" "508/2" "A2" "Alluvial" 1.8 2 "S" 2 "6" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 60.4 0.286 NA "2.9" NA "2S2A2" 604322.4293 647054.9454 70.24515596 "Ptom" 0.52
"5412" "508/2" "A2" "Alluvial" 1.8 2 "T" 2 "12" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 91.3 0.654 NA "3.4" NA "2T2A2" 604308.1567 647069.3668 72.1781768 "Ptom" 0.52
"5519" "508/2" "A2" "Alluvial" 2 2 "V" 3 "20" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 96.7 0.734 NA "3.5" NA "3V2A2" 604301.0053 647034.1834 77.42485224 "Ptom" 0.52
"5581" "508/2" "A2" "Alluvial" 2 2 "W" 4 "39" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 81.4 0.52 NA "2.2" NA "4W2A2" 604308.1266 647027.0049 77.02301311 "Ptom" 0.52
"5598" "508/2" "A2" "Alluvial" 2 2 "X" 1 "13" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 114.4 1.027 NA "3.8" NA "1X2A2" 604329.5255 647019.5364 73.11654619 "Ptom" 0.52
"5599" "508/2" "A2" "Alluvial" 2 2 "X" 1 "16" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 115.7 1.051 NA "6.5" NA "1X2A2" 604329.5255 647019.5364 73.11654619 "Ptom" 0.52
"6248" "508/2" "A2" "Alluvial" 2.8 3 "M" 3 "27" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 62.9 0.311 "4" "1.3" NA "3M3A2" 604272.3396 646978.4312 70.98990526 "Ptom" 0.52
"6475" "508/2" "A2" "Alluvial" 2.8 3 "S" 3 "26" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 107 0.899 "5" "4.1" NA "3S3A2" 604243.8746 646978.8179 72.49494463 "Ptom" 0.52
"6539" "508/2" "A2" "Alluvial" 3.2 3 "U" 1 "6" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 54.7 0.235 "3" "1.3" NA "1U3A2" 604215.505 646993.1426 70.56621754 "Ptom" 0.52
"6686" "508/2" "A2" "Alluvial" 3.2 3 "Y" 2 "15" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 76 0.453 "4" "2.2" NA "2Y3A2" 604279.1898 646929.4063 70.61642311 "Ptom" 0.52
"6835" "508/2" "A2" "Alluvial" 3.2 4 "C" 2 "15" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 56 0.246 "4" "1.3" NA "2C4A2" 604236.9341 647084.6046 79.65579963 "Ptom" 0.52
"6847" "508/2" "A2" "Alluvial" 3.2 4 "C" 3 "25" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 69.8 0.382 "4" "2.3" NA "3C4A2" 604229.8329 647077.598 76.43498389 "Ptom" 0.52
"6848" "508/2" "A2" "Alluvial" 3.2 4 "C" 3 "32" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 113.3 1.008 "5" "3" NA "3C4A2" 604229.8329 647077.598 76.43498389 "Ptom" 0.52
"6916" "508/2" "A2" "Alluvial" 3.2 4 "D" 4 "41" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 56.4 0.25 "3" "1.3" NA "4D4A2" 604236.9441 647070.441 77.51367732 "Ptom" 0.52
"6929" "508/2" "A2" "Alluvial" 3.2 4 "E" 1 "13" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 59.6 0.279 "4" "2" NA "1E4A2" 604258.2828 647063.1014 80.83731138 "Ptom" 0.52
"6950" "508/2" "A2" "Alluvial" 3.2 4 "E" 2 "29" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 60 0.283 "5" "1.8" NA "2E4A2" 604265.399 647055.9337 83.21688127 "Ptom" 0.52
"6981" "508/2" "A2" "Alluvial" 3.6 4 "F" 1 "10" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 88.2 0.611 "5" "3.4" NA "1F4A2" 604244.0503 647049.1526 79.27945328 "Ptom" 0.52
"7032" "508/2" "A2" "Alluvial" 3.6 4 "G" 1 "3" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 72 0.407 NA "2.9" NA "1G4A2" 604229.8379 647063.4451 74.03641175 "Ptom" 0.52
"7089" "508/2" "A2" "Alluvial" 3.6 4 "H" 2 "12" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 100.7 0.796 "5" "2.9" NA "2H4A2" 604222.7317 647070.5914 73.29711776 "Ptom" 0.52
"7559" "508/2" "A2" "Alluvial" 4 4 "P" 4 "31" "Parashorea" "Parashorea_tomentella" "Dipterocarpaceae" 85.8 0.578 "4" "3.3" NA "4P4A2" 604208.4691 647014.2807 71.50646241 "Ptom" 0.52
"22578" "508/3" "S3" "Sandstone" 2.4 3 "B" 1 "6" "Shorea" "Shorea_acuminatissima" "Dipterocarpaceae" 59.6 0.279 "4" "1.6" NA "1B3S3" 603728.5944 647907.2453 99.62480864 "Sacu" 0.39
"107" "292/1" "A1" "Alluvial" 0.2 1 "D" 3 "17" "Shorea" "Shorea_almon" "Dipterocarpaceae" 74.8 0.439 "5" NA NA "3D1A1" 604367.8704 648258.9486 75.01284348 "Salm" 0.39
"1283" "292/1" "A1" "Alluvial" 1.6 2 "L" 1 "2" "Shorea" "Shorea_almon" "Dipterocarpaceae" 93.3 0.683 "5" NA NA "1L2A1" 604418.8135 648229.9323 68.92065323 "Salm" 0.39
"1530" "292/1" "A1" "Alluvial" 1.8 2 "S" 2 "17" "Shorea" "Shorea_almon" "Dipterocarpaceae" 86.1 0.582 "5" NA NA "2S2A1" 604428.9967 648210.0777 71.253843 "Salm" 0.39
"2932" "292/1" "A1" "Alluvial" 3.6 4 "I" 2 "14" "Shorea" "Shorea_almon" "Dipterocarpaceae" 118.1 1.095 "5" NA NA "2I4A1" 604326.9008 648146.1015 68.69592339 "Salm" 0.39
"8945" "292/2" "S1" "Sandstone" 0.6 1 "N" 1 "6" "Shorea" "Shorea_argentifolia" "Dipterocarpaceae" 57.2 0.257 "5" NA NA "1N1S1" 603350.5224 647254.9574 101.1783749 "Sarg" 0.52
"14899" "292/3" "S2" "Sandstone" 0.5 1 "L" 2 "16" "Shorea" "Shorea_argentifolia" "Dipterocarpaceae" 95.6 0.717 "5" NA NA "2L1S2" 603218.5615 648208.0359 85.20203454 "Sarg" 0.52
"15201" "292/3" "S2" "Sandstone" 0.7 1 "Q" 4 "56" "Shorea" "Shorea_argentifolia" "Dipterocarpaceae" 65.8 0.34 "5" NA NA "4Q1S2" 603249.8183 648177.2955 94.47327534 "Sarg" 0.52
"15273" "292/3" "S2" "Sandstone" 0.8 1 "R" 4 "47" "Shorea" "Shorea_argentifolia" "Dipterocarpaceae" 69.1 0.375 "5" NA NA "4R1S2" 603229.6265 648178.1954 95.74880648 "Sarg" 0.52
"16479" "292/3" "S2" "Sandstone" 1.8 2 "Q" 4 "54" "Shorea" "Shorea_argentifolia" "Dipterocarpaceae" 65.5 0.337 "5" NA NA "4Q2S2" 603350.7775 648172.7963 106.7265051 "Sarg" 0.52
"8086" "292/2" "S1" "Sandstone" 0.1 1 "B" 4 "62" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 55.3 0.24 "4" NA NA "4B1S1" 603317.2574 647268.8656 88.01974388 "Sbec" 0.47
"8247" "292/2" "S1" "Sandstone" 0.2 1 "D" 4 "71" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 52.9 0.22 "5" NA NA "4D1S1" 603346.7062 647274.5899 97.83367754 "Sbec" 0.47
"8906" "292/2" "S1" "Sandstone" 0.6 1 "M" 3 "36" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 65.9 0.341 "4" NA NA "3M1S1" 603342.6142 647243.233 100.2943541 "Sbec" 0.47
"9166" "292/2" "S1" "Sandstone" 0.7 1 "Q" 4 "50" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 70.6 0.391 "5" NA NA "4Q1S1" 603358.1547 647215.6923 109.151335 "Sbec" 0.47
"9878" "292/2" "S1" "Sandstone" 1.2 2 "B" 4 "43" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 84.3 0.558 "5" NA NA "4B2S1" 603415.4201 647287.9465 104.975845 "Sbec" 0.47
"10113" "292/2" "S1" "Sandstone" 1.4 2 "F" 3 "26" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 88.5 0.615 "5" NA NA "3F2S1" 603476.2258 647289.5788 127.6138957 "Sbec" 0.47
"10224" "292/2" "S1" "Sandstone" 1.4 2 "H" 3 "35" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 83 0.541 "5" NA NA "3H2S1" 603438.8688 647272.1302 126.7655562 "Sbec" 0.47
"10305" "292/2" "S1" "Sandstone" 1.4 2 "I" 4 "41" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 50.4 0.199 "4" NA NA "4I2S1" 603409.42 647266.4059 113.0968952 "Sbec" 0.47
"10498" "292/2" "S1" "Sandstone" 1.6 2 "L" 3 "29" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 61.2 0.294 "4" NA NA "3L2S1" 603423.0524 647248.6815 126.5404306 "Sbec" 0.47
"10618" "292/2" "S1" "Sandstone" 1.6 2 "O" 1 "1" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 87 0.594 "5" NA NA "1O2S1" 603478.1339 647279.7625 131.7655266 "Sbec" 0.47
"10693" "292/2" "S1" "Sandstone" 1.8 2 "P" 3 "28" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 62.4 0.306 "4" NA NA "3P2S1" 603483.8582 647250.3137 144.2254169 "Sbec" 0.47
"10747" "292/2" "S1" "Sandstone" 1.8 2 "Q" 3 "16" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 54.6 0.234 "5" NA NA "3Q2S1" 603466.1337 647236.6813 144.7070773 "Sbec" 0.47
"10816" "292/2" "S1" "Sandstone" 1.8 2 "R" 4 "49" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 65.3 0.335 "5" NA NA "4R2S1" 603436.6849 647230.957 138.2138954 "Sbec" 0.47
"11394" "292/2" "S1" "Sandstone" 2 2 "Y" 2 "31" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 93.5 0.686 "5" NA NA "2Y2S1" 603485.7662 647240.4975 143.2940863 "Sbec" 0.47
"11694" "292/2" "S1" "Sandstone" 2.4 3 "E" 3 "30" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 51.4 0.207 "5" NA NA "3E3S1" 603501.3068 647212.9567 131.2391364 "Sbec" 0.47
"11820" "292/2" "S1" "Sandstone" 2.4 3 "H" 1 "6" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 59.6 0.279 "4" NA NA "1H3S1" 603454.1335 647193.6 118.4926658 "Sbec" 0.47
"12305" "292/2" "S1" "Sandstone" 2.8 3 "P" 4 "41" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 61.1 0.293 "5" NA NA "4P3S1" 603495.0309 647140.4267 126.7685363 "Sbec" 0.47
"12341" "292/2" "S1" "Sandstone" 2.8 3 "Q" 2 "33" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 66.5 0.347 "5" NA NA "2Q3S1" 603481.3984 647158.1511 124.2401359 "Sbec" 0.47
"12846" "292/2" "S1" "Sandstone" 3.2 3 "Y" 3 "34" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 78.3 0.481 "5" NA NA "3Y3S1" 603506.7552 647132.5185 124.8869859 "Sbec" 0.47
"12974" "292/2" "S1" "Sandstone" 3.2 4 "B" 3 "45" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 82.5 0.534 "5" NA NA "3B4S1" 603336.3383 647170.7029 97.48974677 "Sbec" 0.47
"13133" "292/2" "S1" "Sandstone" 3.2 4 "E" 1 "1" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 60.9 0.291 "5" NA NA "1E4S1" 603391.4197 647201.784 116.0559355 "Sbec" 0.47
"13205" "292/2" "S1" "Sandstone" 3.6 4 "F" 1 "6" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 62.4 0.306 "4" NA NA "1F4S1" 603385.4196 647180.2434 109.4990053 "Sbec" 0.47
"13222" "292/2" "S1" "Sandstone" 3.6 4 "F" 2 "19" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 53.7 0.226 "5" NA NA "2F4S1" 603395.2359 647182.1515 113.3222453 "Sbec" 0.47
"13300" "292/2" "S1" "Sandstone" 3.6 4 "G" 2 "36" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 61 0.292 "5" NA NA "2G4S1" 603385.4196 647180.2434 108.4055103 "Sbec" 0.47
"13383" "292/2" "S1" "Sandstone" 3.6 4 "H" 3 "33" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 64 0.322 "5" NA NA "3H4S1" 603369.6033 647156.7947 105.7313684 "Sbec" 0.47
"13728" "292/2" "S1" "Sandstone" 3.6 4 "N" 3 "28" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 56.7 0.252 "5" NA NA "3N4S1" 603383.2357 647139.0702 113.7313253 "Sbec" 0.47
"14413" "292/3" "S2" "Sandstone" 0.1 1 "A" 2 "16" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 61.6 0.298 "4" NA NA "2A1S2" 603196.9479 648247.8564 96.02712471 "Sbec" 0.47
"14656" "292/3" "S2" "Sandstone" 0.2 1 "E" 4 "41" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 64.6 0.328 "4" NA NA "4E1S2" 603268.3495 648235.7483 91.1795812 "Sbec" 0.47
"15801" "292/3" "S2" "Sandstone" 1.2 2 "C" 2 "24" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 97 0.739 "4" NA NA "2C2S2" 603339.1974 648243.4243 108.3958766 "Sbec" 0.47
"19321" "292/3" "S2" "Sandstone" 4 4 "R" 4 "56" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 62.6 0.308 "5" NA NA "4R4S2" 603232.7644 648080.0363 99.67264392 "Sbec" 0.47
"19360" "292/3" "S2" "Sandstone" 4 4 "S" 3 "36" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 56.5 0.251 "5" NA NA "3S4S2" 603222.761 648080.6767 98.77788343 "Sbec" 0.47
"19539" "292/3" "S2" "Sandstone" 4 4 "V" 3 "33" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 68 0.363 "5" NA NA "3V4S2" 603223.4071 648061.083 89.8669521 "Sbec" 0.47
"19628" "292/3" "S2" "Sandstone" 4 4 "X" 2 "24" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 70 0.385 "5" NA NA "2X4S2" 603263.0606 648068.242 100.6507599 "Sbec" 0.47
"19647" "292/3" "S2" "Sandstone" 4 4 "X" 3 "45" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 70.2 0.387 "5" NA NA "3X4S2" 603263.3467 648058.3689 97.35139646 "Sbec" 0.47
"19678" "292/3" "S2" "Sandstone" 4 4 "Y" 1 "10" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 62.1 0.303 "4" NA NA "1Y4S2" 603273.0548 648067.5825 101.3114848 "Sbec" 0.47
"20313" "508/3" "S3" "Sandstone" 0.5 1 "L" 4 "53" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 76 0.453 "5" "1.3" NA "4L1S3" 603801.027 647995.1096 102.4828836 "Sbec" 0.47
"20363" "508/3" "S3" "Sandstone" 0.6 1 "M" 3 "42" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 69.7 0.381 "5" "1.3" NA "3M1S3" 603797.7406 647966.4581 117.4371053 "Sbec" 0.47
"20428" "508/3" "S3" "Sandstone" 0.6 1 "N" 3 "33" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 70.4 0.389 "5" "1.3" NA "3N1S3" 603795.5497 647947.3571 121.4926357 "Sbec" 0.47
"20570" "508/3" "S3" "Sandstone" 0.7 1 "P" 2 "48" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 95 0.708 "5" "1.7" NA "2P1S3" 603783.098 647929.4434 109.8330571 "Sbec" 0.47
"20763" "508/3" "S3" "Sandstone" 0.8 1 "S" 2 "19" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 59.5 0.278 "5" "1.3" NA "2S1S3" 603789.6419 647986.5741 107.5578951 "Sbec" 0.47
"21417" "508/3" "S3" "Sandstone" 1.2 2 "E" 3 "40" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 69.2 0.376 "5" "1.3" NA "3E2S3" 603813.0424 647828.3278 115.0716155 "Sbec" 0.47
"21798" "508/3" "S3" "Sandstone" 1.6 2 "L" 4 "72" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 66.5 0.347 "5" "1.6" NA "4L2S3" 603779.8261 647900.8781 107.6328113 "Sbec" 0.47
"22060" "508/3" "S3" "Sandstone" 1.8 2 "Q" 3 "52" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 55.5 0.242 "5" "1.3" NA "3Q2S3" 603753.9283 647856.1032 118.6273832 "Sbec" 0.47
"22191" "508/3" "S3" "Sandstone" 1.8 2 "S" 2 "17" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 56.1 0.247 "4" "1.3" NA "2S2S3" 603768.4939 647892.6584 101.7588825 "Sbec" 0.47
"22202" "508/3" "S3" "Sandstone" 1.8 2 "S" 3 "40" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 51.7 0.21 "3" "1.3" NA "3S2S3" 603758.2524 647893.9606 100.9224945 "Sbec" 0.47
"22268" "508/3" "S3" "Sandstone" 2 2 "U" 1 "12" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 71.4 0.4 "5" "1.8" NA "1U2S3" 603751.2395 647923.5697 106.7968753 "Sbec" 0.47
"22365" "508/3" "S3" "Sandstone" 2 2 "V" 4 "46" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 107.5 0.907 "5" "1.9" NA "4V2S3" 603738.8407 647905.9719 101.4356024 "Sbec" 0.47
"22740" "508/3" "S3" "Sandstone" 2.4 3 "E" 1 "5" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 74 0.43 "5" "1.3" NA "1E3S3" 603722.1949 647850.976 129.0205063 "Sbec" 0.47
"23749" "508/3" "S3" "Sandstone" 3.2 3 "Y" 3 "43" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 66.3 0.345 "5" "1.3" NA "3Y3S3" 603629.2142 647854.8678 103.6085897 "Sbec" 0.47
"24451" "508/3" "S3" "Sandstone" 3.6 4 "K" 2 "24" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 129.5 1.316 "5" "1.8" NA "2K4S3" 603709.4291 648013.2786 98.44713998 "Sbec" 0.47
"24474" "508/3" "S3" "Sandstone" 3.6 4 "K" 4 "46" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 72.7 0.415 "5" "1.3" NA "4K4S3" 603700.1772 648023.4995 96.92449427 "Sbec" 0.47
"24920" "508/3" "S3" "Sandstone" 4 4 "S" 1 "6" "Shorea" "Shorea_beccariana" "Dipterocarpaceae" 107.6 0.909 "5" "1.7" NA "1S4S3" 603687.788 648005.9591 105.078479 "Sbec" 0.47
"8373" "292/2" "S1" "Sandstone" 0.3 1 "F" 3 "27" "Shorea" "Shorea_falciferoides" "Dipterocarpaceae" 78 0.478 "5" NA NA "3F1S1" 603378.0631 647270.4979 114.8980556 "Sfal" 0.72
"15036" "292/3" "S2" "Sandstone" 0.6 1 "O" 1 "5" "Shorea" "Shorea_falciferoides" "Dipterocarpaceae" 75.7 0.45 "5" NA NA "1O1S2" 603269.1798 648206.072 90.34284981 "Sfal" 0.72
"16818" "292/3" "S2" "Sandstone" 2 2 "V" 3 "31" "Shorea" "Shorea_falciferoides" "Dipterocarpaceae" 109.2 0.936 "5" NA NA "3V2S2" 603320.9508 648154.1713 92.29073203 "Sfal" 0.72
"18475" "292/3" "S2" "Sandstone" 3.2 4 "C" 3 "39" "Shorea" "Shorea_falciferoides" "Dipterocarpaceae" 127.7 1.28 "5" NA NA "3C4S2" 603240.9406 648138.4056 84.89716736 "Sfal" 0.72
"19778" "508/3" "S3" "Sandstone" 0.1 1 "B" 1 "5" "Shorea" "Shorea_falciferoides" "Dipterocarpaceae" 75.1 0.443 "5" "1.8" NA "1B1S3" 603852.4992 647990.178 104.1136232 "Sfal" 0.72
"23035" "508/3" "S3" "Sandstone" 2.4 3 "J" 4 "34" "Shorea" "Shorea_falciferoides" "Dipterocarpaceae" 72.7 0.415 "5" "2.3" NA "4J3S3" 603699.9597 647929.6498 97.16234827 "Sfal" 0.72
"132" "292/1" "A1" "Alluvial" 0.2 1 "E" 2 "16" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 88.2 0.611 "5" NA NA "2E1A1" 604388.2681 648269.5387 69.37793681 "Sjoh" 0.393333333333333
"190" "292/1" "A1" "Alluvial" 0.3 1 "G" 2 "16" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 52.2 0.214 "4" NA NA "2G1A1" 604367.857 648248.8204 75.3471637 "Sjoh" 0.393333333333333
"598" "292/1" "A1" "Alluvial" 0.7 1 "Q" 2 "21" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 94 0.694 "2" NA NA "2Q1A1" 604367.8034 648208.3075 75.34759346 "Sjoh" 0.393333333333333
"967" "292/1" "A1" "Alluvial" 1.2 2 "B" 3 "25" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 96.3 0.728 "5" NA NA "3B2A1" 604429.0302 648260.3983 69.29088318 "Sjoh" 0.393333333333333
"984" "292/1" "A1" "Alluvial" 1.2 2 "C" 2 "14" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 89.1 0.623 "4" NA NA "2C2A1" 604449.4213 648270.9243 70.09436325 "Sjoh" 0.393333333333333
"1008" "292/1" "A1" "Alluvial" 1.2 2 "D" 1 "4" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 52.3 0.215 "4" NA NA "1D2A1" 604459.6134 648271.1552 68.75219414 "Sjoh" 0.393333333333333
"1039" "292/1" "A1" "Alluvial" 1.2 2 "E" 1 "5" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 73.6 0.425 "4" NA NA "1E2A1" 604479.9978 648271.6171 71.34666669 "Sjoh" 0.393333333333333
"1057" "292/1" "A1" "Alluvial" 1.2 2 "E" 3 "22" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 102.2 0.82 "5" NA NA "3E2A1" 604490.19 648261.848 73.41043365 "Sjoh" 0.393333333333333
"1073" "292/1" "A1" "Alluvial" 1.4 2 "F" 1 "3" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 108 0.916 "5" NA NA "1F2A1" 604479.9956 648251.5957 71.33154343 "Sjoh" 0.393333333333333
"1294" "292/1" "A1" "Alluvial" 1.6 2 "L" 2 "16" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 59.4 0.277 "5" NA NA "2L2A1" 604429.0101 648230.206 67.90099342 "Sjoh" 0.393333333333333
"1456" "292/1" "A1" "Alluvial" 1.8 2 "Q" 1 "2" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 74.4 0.435 "5" NA NA "1Q2A1" 604459.5934 648210.9629 69.1473578 "Sjoh" 0.393333333333333
"1468" "292/1" "A1" "Alluvial" 1.8 2 "Q" 3 "17" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 97.1 0.74 "5" NA NA "3Q2A1" 604469.79 648201.2365 69.07910316 "Sjoh" 0.393333333333333
"1599" "292/1" "A1" "Alluvial" 2 2 "U" 2 "6" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 118.2 1.097 "5" NA NA "2U2A1" 604408.5811 648189.3167 70.67082173 "Sjoh" 0.393333333333333
"1694" "292/1" "A1" "Alluvial" 2 2 "W" 4 "30" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 76.1 0.455 "5" NA NA "4W2A1" 604439.1789 648180.2125 73.4344635 "Sjoh" 0.393333333333333
"1740" "292/1" "A1" "Alluvial" 2 2 "Y" 3 "14" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 72.1 0.408 "5" NA NA "3Y2A1" 604490.19 648181.848 67.3902832 "Sjoh" 0.393333333333333
"1805" "292/1" "A1" "Alluvial" 2.4 3 "B" 2 "10" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 51.2 0.206 "3" NA NA "2B3A1" 604428.9699 648169.8213 69.82847328 "Sjoh" 0.393333333333333
"1865" "292/1" "A1" "Alluvial" 2.4 3 "D" 1 "2" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 62.7 0.309 "5" NA NA "1D3A1" 604459.58 648170.8346 70.58718539 "Sjoh" 0.393333333333333
"1876" "292/1" "A1" "Alluvial" 2.4 3 "D" 3 "11" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 67.9 0.362 "5" NA NA "3D3A1" 604469.7811 648161.1511 69.00644325 "Sjoh" 0.393333333333333
