"sp" "mother" "block" "treat" "mort" "diameter" "height" "leaves" "lBio" "sBio" "rBio" "rootTstem" "dden" "si" "raden" "slm" "p50" "fden" "Dden" "wet" "fleaf" "rgr" "leafTwood" "local" "surv" "name" "A" "Adate" "E" "rTs" "lTb"
"492" "dry" "DL_Tawau" "D" 6 0 4.64 206 15 2626.12194512445 1183.13011173998 1012.76786029974 0.856007171358613 0.59 0.0372 0.12 5.43 -2.95831330249817 0.47438376 -0.11561624 "wet" "high" 0.0592962614803753 0.544610347994761 "taw" 1 "D12" NA NA NA 0.736364768672071 0.361645549985552
"493" "pmal" "Pm_m_6" "D" 0 0 3.04 245 6 1033.56151971043 611.889415686048 713.458419047731 1.16599241751519 0.39 0.0313 0.15 4.96 -1.47571143778228 0.472800537 0.082800537 "dry" "high" 0.156846098013717 0.438152283284302 "mal" 1 "D13" 1.71 "29.07.2015" 1.62 1.10821933463314 0.307792273027868
"494" "ssmi" "Ssmi_Tawau" "D" 12 0 4.77 271 6 3262.37972733121 1839.16325098164 1924.77258793387 1.04654798148372 0.31 0.0293 0.13 4.63 -1.11733744698828 0.379547781 0.069547781 "wet" "high" 0.12584875250956 0.464308739989299 "taw" 1 "D14" NA NA NA 0.881318758953821 0.249740528331436
"495" "slep" "SL_m_72" "D" 6 0 4.56 500 7 1398.34805973011 1441.60928035736 988.782038671411 0.685887675769056 0.42 0.055 0.25 4.44 -1.63797719837667 0.37117673 -0.04882327 "wet" "high" 0.176257654506505 0.365224143353261 "mal" 1 "D15" 2.51 "31.07.2015" 1.86 1.03017923451197 0.246401415393927
"496" "ssem" "SS" "D" 3 0 2.5 160 6 539.049954858221 294.84806256694 534.201589183367 1.81178599083413 0.72 0.014 0.12 5.16 -4.64913263523571 0.544352092 -0.175647908 "wet" "high" 0.381737660368893 0.394013675798436 "sfr" 1 "D16" NA NA NA 1.02239348582335 0.257097042694379
"497" "ptom" "Pt_m_1" "D" 3 0 4.09 261 5 1104.04633037105 718.250193034257 755.958578478119 1.05250034849912 0.31 0.0262 0.13 4.92 -1.11733744698828 0.475048053 0.165048053 "wet" "high" 0.154560867495978 0.428214543070055 "mal" 1 "D17" 3.75 "22.08.2015" 1.63 1.25739196337714 0.290252763040932
"498" "dry" "DL_m_6" "D" 3 0 3.34 260 5 449.95952247478 515.092106916546 548.15197382294 1.06418243739804 0.59 0.0372 0.12 5.43 -2.95831330249817 0.440639269 -0.149360731 "wet" "high" 0.140517481144624 0.297355571662002 "mal" 1 "D18" NA NA NA 0.736364768672071 0.361645549985552
"499" "ssem" "SS" "D" 6 0 3.73 244 7 1101.82859212007 696.801201535671 813.276189602429 1.16715669807983 0.72 0.014 0.12 5.16 -4.64913263523571 0.561438785 -0.158561215 "wet" "high" 0.118564233942408 0.421848488874632 "sfr" 1 "D19" NA NA NA 1.02239348582335 0.257097042694379
"500" "sxan" "8n_Sxan" "D" 18 1 3.42 150 8 2645.68764639151 535.329031099569 680.842843314292 1.27182126087172 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.68508127551977 "sfr" 0 "D20" 0 "29.07.2015" 1.12 1.13561314857521 0.36920464173473
"501" "slep" "SL_m_6" "D" 18 0 3.87 490 7 1402.32862912088 1247.57016714193 821.512204170887 0.658489779418898 0.42 0.055 0.25 4.44 -1.63797719837667 0.410217806 -0.00978219399999997 "wet" "high" 0.126870353210328 0.403965024292912 "mal" 1 "D21" 1.25 "03.08.2015" 1.08 1.03017923451197 0.246401415393927
"502" "sbec" "SHOREABECCARINA_Sbec" "D" 9 0 4.9 340 7 3386.82807498373 2469.54107483266 1562.08427691176 0.632540309951155 0.41 0.037 0.1 5.37 -1.58199721886186 0.432151846 0.022151846 "wet" "high" 0.178408667360654 0.456540990441651 "sfr" 1 "D22" 4.13 "22.08.2015" 1.53 0.723698094365868 0.326628969784602
"503" "sbec" "Sbec_Sfr" "D" 0 0 3.11 229 3 517.026371598811 1033.67459500345 827.153495951273 0.800206854216546 0.41 0.037 0.1 5.37 -1.58199721886186 0.56592827 0.15592827 "dry" "high" 0.244371155238367 0.217433985023451 "sfr" 1 "D23" NA NA NA 0.723698094365868 0.326628969784602
"504" "dry" "DL_m_2" "D" 3 0 5.04 651 8 2240.54778195135 3029.80588305592 1533.33042786849 0.506082068307935 0.59 0.0372 0.12 5.43 -2.95831330249817 0.507440581 -0.082559419 "wet" "high" 0.111796607102532 0.329313905726085 "mal" 1 "D24" 0.01 "22.08.2015" 0.72 0.736364768672071 0.361645549985552
"505" "sbec" "SHOREABECCARINA_Sbec" "D" 6 0 4.02 389 5 1695.11863085286 2319.6730807704 1308.15882427776 0.563941029070915 0.41 0.037 0.1 5.37 -1.58199721886186 0.460704031 0.050704031 "wet" "high" 0.1203408250506 0.318454702785609 "sfr" 1 "D25" NA NA NA 0.723698094365868 0.326628969784602
"506" "ssmi" "Ssmi_Tawau" "D" 18 0 5.35 370 6 3419.56574709775 2799.79907679672 2397.15950560784 0.856189833575649 0.31 0.0293 0.13 4.63 -1.11733744698828 0.455883457 0.145883457 "wet" "high" 0.0602320814759429 0.396861381263606 "taw" 1 "D26" 0.08 "22.08.2015" 0.61 0.881318758953821 0.249740528331436
"507" "sxan" "8m_Sxan_3" "D" 12 1 3.98 350 7 2469.05825656045 1392.8752059901 1043.59852303056 0.749240505210039 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.50332120223001 "sfr" 0 "D27" NA NA NA 1.13561314857521 0.36920464173473
"508" "ssmi" "Ssmi_19" "D" 6 1 6.58 375 7 3304.93749356842 4121.51450184154 3027.30407344494 0.734512537100696 0.31 0.0293 0.13 4.63 -1.11733744698828 NA NA "wet" "high" NA 0.316148327146727 "sfr" 0 "D28" -0.4 "22.08.2015" 2.25 0.881318758953821 0.249740528331436
"509" "pmal" "Pm_m_5" "D" 18 1 3.72 340 5 967.535577485992 1016.48341557531 944.404640447338 0.929090062834742 0.39 0.0313 0.15 4.96 -1.47571143778228 NA NA "wet" "high" NA 0.33039467596659 "mal" 0 "D29" 1.98 "20.08.2015" 1.39 1.10821933463314 0.307792273027868
"510" "ptom" "Ptom_4" "D" 18 1 4.06 311 3 600.593338824232 754.592971913941 735.668512811598 0.974920970898598 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" NA 0.287247747696116 "sfr" 0 "D30" -0.34 "04.08.2015" 0.69 1.25739196337714 0.290252763040932
"511" "sxan" "8m_Sxan_3" "D" 12 1 3.17 261 6 1671.66604504822 634.170070800715 667.612861790379 1.05273473556934 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.562197655860028 "sfr" 0 "D31" -0.8 "29.07.2015" 0.51 1.13561314857521 0.36920464173473
"512" "slep" "8Q_Slep_4" "D" 0 0 5.42 435 13 5177.84125992024 1904.68680652306 1412.3452595563 0.741510496486552 0.42 0.055 0.25 4.44 -1.63797719837667 0.351405884 -0.068594116 "dry" "high" 0.184179365652902 0.609525423301231 "sfr" 1 "D32" NA NA NA 1.03017923451197 0.246401415393927
"513" "slep" "8Pslep_2" "D" 9 0 4.4 380 5 660.631351821891 900.157605521356 751.905042094961 0.835303770676325 0.42 0.055 0.25 4.44 -1.63797719837667 0.371785962 -0.048214038 "wet" "high" 0.146119912171177 0.285654458385921 "sfr" 1 "D33" 2.28 "03.08.2015" 1.3 1.03017923451197 0.246401415393927
"514" "ssem" "SS" "D" 21 1 2.99 150 7 837.937362921166 366.460773800684 610.192048124614 1.66509512545126 0.72 0.014 0.12 5.16 -4.64913263523571 NA NA "wet" "high" NA 0.461777744594196 "sfr" 0 "D34" NA NA NA 1.02239348582335 0.257097042694379
"515" "slep" "12I_Slep_3" "D" 9 0 4.65 485 7 1367.48686375256 1403.7076672482 991.45019473453 0.70630817075905 0.42 0.055 0.25 4.44 -1.63797719837667 0.340700273 -0.079299727 "wet" "high" 0.175296953488601 0.36343767839663 "sfr" 1 "D35" NA NA NA 1.03017923451197 0.246401415393927
"516" "sxan" "Sxan_1" "D" 6 0 2.46 161 4 710.856115298114 251.98839762511 420.127238775251 1.66724834450626 0.51 0.006 0.16 6.96 -2.23989199255121 0.616839763 0.106839763 "wet" "high" 0.0741961114008679 0.514006243746546 "sfr" 1 "D36" -0.59 "22.08.2015" 2.29 1.13561314857521 0.36920464173473
"517" "ptom" "All_Ptom_4" "D" 12 1 4.67 293 6 1802.7649108538 1101.41720636717 1142.30055660592 1.03711885923191 0.31 0.0262 0.13 4.92 -1.11733744698828 0.551391718 0.241391718 "wet" "high" 0.046339530294294 0.445514056569249 "sfr" 0 "D37" 0.23 "29.07.2015" 0.44 1.25739196337714 0.290252763040932
"518" "sxan" "ou_sxan_2" "D" 15 1 3.45 209 3 628.279930164944 533.792440447793 615.351034504524 1.15279083755535 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" 0.0386896004064569 0.353477921105408 "sfr" 0 "D38" -0.46 "31.07.2015" 0.89 1.13561314857521 0.36920464173473
"519" "sxan" "9K_Sxan_2" "D" 21 1 3.24 281 5 1253.05213710947 678.335247878022 676.761345504393 0.997679757349257 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" 0.0937320058936201 0.480437377845837 "sfr" 0 "D39" NA NA NA 1.13561314857521 0.36920464173473
"520" "ssem" "SS" "D" 6 0 2.17 111 7 675.377913440773 214.880710342572 483.599973191904 2.25055088668 0.72 0.014 0.12 5.16 -4.64913263523571 0.615695793 -0.104304207 "wet" "high" 0.317191143988082 0.491592013128364 "sfr" 1 "D40" -0.26 "22.08.2015" 2.27 1.02239348582335 0.257097042694379
"521" "pmal" "Pmal_Tawau" "D" 6 0 4.41 411 7 2217.85005180176 1655.04716273012 1361.04260466275 0.822358803611138 0.39 0.0313 0.15 4.96 -1.47571143778228 0.611077704 0.221077704 "wet" "high" 0.100350749846619 0.423743896264942 "taw" 1 "D41" NA NA NA 1.10821933463314 0.307792273027868
"522" "spar" "SP_m_5" "D" 3 0 3.13 371 6 2430.28829605657 1821.36567738739 2088.5513692654 1.14669524917219 0.36 0.0423 0.2 4.81 -1.32952049012629 0.46920354 0.10920354 "wet" "high" -0.0752713026837445 0.383313814725445 "mal" 1 "D42" NA NA NA 1.18152048315931 0.298487653517437
"523" "dry" "DL_m_6" "D" 12 0 4.04 256 7 847.773282408008 735.338808906426 693.504997319044 0.943109474053741 0.59 0.0372 0.12 5.43 -2.95831330249817 0.441451991 -0.148548009 "wet" "high" -0.0235829413265198 0.372382903844791 "mal" 1 "D43" 0.38 "22.08.2015" 1.82 0.736364768672071 0.361645549985552
"524" "sjoh" "ou_SJoh_23A" "D" 12 1 4.07 300 9 3136.38907147312 1011.33197596624 973.627681642689 0.962718182338171 0.4 0.0449 0.19 4.73 -1.52793042721657 NA NA "wet" "high" NA 0.61241466601617 "sfr" 0 "D44" -1.77 "07.08.2015" 0.15 1.44202945767578 0.242364619261867
"525" "slep" "12H_Slep_8" "D" 12 0 4.61 340 7 1126.0829653947 932.323058279907 810.924542135657 0.869789216231309 0.42 0.055 0.25 4.44 -1.63797719837667 0.419276641 -0.000723358999999979 "wet" "high" -0.0577622896765938 0.392454943606927 "sfr" 1 "D45" NA NA NA 1.03017923451197 0.246401415393927
"526" "slep" "12I_Slep_3" "D" 21 0 4.05 301 4 418.807380216623 612.603959381226 597.816705314669 0.975861641375134 0.42 0.055 0.25 4.44 -1.63797719837667 0.41577381 -0.00422618999999996 "wet" "high" -0.073585622518413 0.257058784081458 "sfr" 1 "D46" -0.8 "03.08.2015" 0.51 1.03017923451197 0.246401415393927
"527" "sjoh" "8m_SJoh_6" "D" 6 1 3.68 421 4 745.934080469415 1075.82113214448 851.773295000062 0.791742483531799 0.4 0.0449 0.19 4.73 -1.52793042721657 0.454687152 0.054687152 "wet" "high" -0.270538913034296 0.279007341176675 "sfr" 0 "D47" -0.37 "22.08.2015" 0.4 1.44202945767578 0.242364619261867
"528" "ssmi" "Ssmi_m_2" "D" 0 0 2.9 301 4 2191.45714019858 996.053451237025 1392.80710301994 1.39832566343721 0.31 0.0293 0.13 4.63 -1.11733744698828 0.369185719 0.059185719 "dry" "high" 0.14597914202568 0.47845090371162 "sfr" 1 "D48" -0.49 "22.08.2015" 0.31 0.881318758953821 0.249740528331436
"529" "sbec" "SHOREABECCARINA_Sbec" "D" 3 1 2.85 267 2 327.505685462424 1085.33463398972 797.152735836905 0.734476456267271 0.41 0.037 0.1 5.37 -1.58199721886186 0.580552122 0.170552122 "wet" "high" -0.0457045809808097 0.148193083538712 "sfr" 0 "D49" -0.47 "07.08.2015" 0.31 0.723698094365868 0.326628969784602
"530" "dry" "DL_Tawau" "D" 0 0 3.6 331 5 557.52275765376 731.442802970925 639.844285641557 0.874770088710533 0.59 0.0372 0.12 5.43 -2.95831330249817 0.439898105 -0.150101895 "dry" "high" 0.00011164203462826 0.289050140807298 "taw" 1 "D50" NA NA NA 0.736364768672071 0.361645549985552
"531" "sxan" "Sxan_1" "D" 3 1 4.06 425 7 2718.16295020905 1838.09076886361 1185.62473653142 0.645030570097703 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.47339263121394 "sfr" 0 "D51" NA NA NA 1.13561314857521 0.36920464173473
"532" "ptom" "Ptom_1_RDC" "D" 0 0 3.47 225 5 897.06812750436 461.292145139502 505.167238936061 1.09511346390538 0.31 0.0262 0.13 4.92 -1.11733744698828 0.469078465 0.159078465 "dry" "high" 0.0714782960266712 0.481381746140047 "sfr" 1 "D52" 0.35 "20.08.2015" 0.92 1.25739196337714 0.290252763040932
"533" "ssem" "SS" "D" 0 0 2.6 180 5 399.928566150098 319.48928924171 539.842966844945 1.68970599335656 0.72 0.014 0.12 5.16 -4.64913263523571 0.49071329 -0.22928671 "dry" "high" 0.0984351956331841 0.317589937753902 "sfr" 1 "D53" NA NA NA 1.02239348582335 0.257097042694379
"534" "ssmi" "Ssmi_5" "D" 3 0 4.75 121 7 3431.4221012813 1282.01133712306 1635.69569379385 1.2758823938831 0.31 0.0293 0.13 4.63 -1.11733744698828 0.430739228 0.120739228 "wet" "high" 0.122235276459532 0.540455553798646 "sfr" 1 "D54" 2.05 "04.08.2015" 1.14 0.881318758953821 0.249740528331436
"535" "ssmi" "Ssmi_m_2" "D" 0 0 3.67 340 5 3083.11500853475 1528.54846948676 1714.05951743151 1.12136419069985 0.31 0.0293 0.13 4.63 -1.11733744698828 0.393164601 0.083164601 "dry" "high" 0.0807210554231027 0.487393300457658 "sfr" 1 "D55" NA NA NA 0.881318758953821 0.249740528331436
"536" "sbec" "SHOREABECCARINA_Sbec" "D" 3 0 5.41 304 6 2410.46865749855 2340.9292481348 1579.20158510414 0.674604576948411 0.41 0.037 0.1 5.37 -1.58199721886186 0.384506484 -0.025493516 "wet" "high" 0.00170012412863122 0.380764674976736 "sfr" 1 "D56" -1.82 "12.08.2015" 0.24 0.723698094365868 0.326628969784602
"537" "ssem" "SS" "D" 15 0 2.74 155 4 286.845842063056 291.379119184093 518.707039278845 1.78017917252034 0.72 0.014 0.12 5.16 -4.64913263523571 0.730012453 0.010012453 "wet" "high" -0.15557543687008 0.261498289707575 "sfr" 1 "D57" NA NA NA 1.02239348582335 0.257097042694379
"538" "spar" "Sp_m_3" "D" 12 0 3.58 251 5 1313.24467613276 992.528068304017 1382.45694945716 1.39286433664232 0.36 0.0423 0.2 4.81 -1.32952049012629 0.460637177 0.100637177 "wet" "high" -0.131606764742681 0.356063690476466 "mal" 1 "D58" NA NA NA 1.18152048315931 0.298487653517437
"539" "ptom" "8L_Ptom_6" "D" 21 1 2.7 190 4 464.187707511324 252.813518273291 298.606911675082 1.18113506633094 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" NA 0.457053946684968 "sfr" 0 "D59" NA NA NA 1.25739196337714 0.290252763040932
"540" "dry" "DL_Tawau" "D" 18 0 5.56 500 14 3225.13260453241 3103.50453059564 1783.18034988669 0.574569920007319 0.59 0.0372 0.12 5.43 -2.95831330249817 0.456341867 -0.133658133 "wet" "high" -0.0212777080196476 0.39758446371486 "taw" 1 "D60" 1.31 "22.08.2015" 1.97 0.736364768672071 0.361645549985552
"541" "ssmi" "Ssmi_5" "D" 21 0 3.78 215 5 2580.02282334 1035.55092843938 1478.58899637503 1.42782837209497 0.31 0.0293 0.13 4.63 -1.11733744698828 0.496053243 0.186053243 "wet" "high" -0.14724905896147 0.506466509000862 "sfr" 1 "D61" 1.38 "22.08.2015" 1.03 0.881318758953821 0.249740528331436
"542" "ssmi" "Ssmi_3A" "D" 21 0 3.63 175 4 1807.98998901732 811.700568994576 1319.7337919823 1.62588747919323 0.31 0.0293 0.13 4.63 -1.11733744698828 0.466622604 0.156622604 "wet" "high" -0.0598819641421335 0.458947762004868 "sfr" 1 "D62" -0.93 "22.08.2015" 0.03 0.881318758953821 0.249740528331436
"543" "sbec" "SHOREABECCARINA_Sbec" "D" 18 0 5.83 349 6 2631.68150920362 2736.23708700829 1813.87938770381 0.66291016824388 0.41 0.037 0.1 5.37 -1.58199721886186 0.38237613 -0.02762387 "wet" "high" -0.0449746554886605 0.366437696395458 "sfr" 1 "D63" 0.33 "22.08.2015" 0.82 0.723698094365868 0.326628969784602
"544" "sbec" "Sbec_Sfr" "D" 0 0 4.24 335 6 2329.58945028984 2112.34080109154 1319.08446458341 0.624465741466425 0.41 0.037 0.1 5.37 -1.58199721886186 0.402112962 -0.00788703799999996 "dry" "high" 0.172947262435049 0.404371376423347 "sfr" 1 "D64" NA NA NA 0.723698094365868 0.326628969784602
"545" "sbec" "SHOREABECCARINA_Sbec" "D" 12 0 3.86 311 4 1017.38379494446 1679.89741167971 1102.6750312703 0.656394267652182 0.41 0.037 0.1 5.37 -1.58199721886186 0.456768249 0.046768249 "wet" "high" -0.0510213930249213 0.267735660952818 "sfr" 1 "D65" 0.63 "20.08.2015" 0.29 0.723698094365868 0.326628969784602
"546" "dry" "DL_m_7" "D" 6 0 5.32 570 10 2572.77647724513 2858.31082746017 1587.9537478965 0.555556705954027 0.59 0.0372 0.12 5.43 -2.95831330249817 0.5609404 -0.0290596 "wet" "high" 0.0132033295802653 0.366542446178094 "mal" 1 "D66" NA NA NA 0.736364768672071 0.361645549985552
"547" "spar" "9P_Spar_2" "D" 0 0 3.45 285 6 1802.42606419002 1210.34928563422 1598.64414862629 1.32081223792238 0.36 0.0423 0.2 4.81 -1.32952049012629 0.328156113 -0.031843887 "dry" "high" -0.0654422022046606 0.390861439692409 "sfr" 1 "D67" 3.42 "31.07.2015" 1.61 1.18152048315931 0.298487653517437
"548" "sjoh" "8m_SJoh_7" "D" 15 0 4.85 375 9 3334.39481331205 1562.42242349408 1321.7643679272 0.845971197066738 0.4 0.0449 0.19 4.73 -1.52793042721657 0.497914759 0.097914759 "wet" "high" -0.0531088919733623 0.536198610109747 "sfr" 1 "D68" 0.49 "22.08.2015" 0.03 1.44202945767578 0.242364619261867
"549" "dry" "DL_m_1" "D" 18 0 6.17 580 20 4227.16694515344 5368.67720200187 2871.46939477064 0.534856033754447 0.59 0.0372 0.12 5.43 -2.95831330249817 0.450413223 -0.139586777 "wet" "high" 0.0337763815044844 0.339059969169623 "mal" 1 "D69" -1.25 "03.08.2015" 0.74 0.736364768672071 0.361645549985552
"550" "spar" "Sp_m_4" "D" 6 0 3.02 169 10 4935.79015906993 1030.04104168808 1964.11558177083 1.90683235160411 0.36 0.0423 0.2 4.81 -1.32952049012629 0.479476628 0.119476628 "wet" "high" 0.0475438863936562 0.622424121425935 "mal" 1 "D70" NA NA NA 1.18152048315931 0.298487653517437
"551" "ptom" "Pt_m_2" "D" 9 0 3.94 321 6 1620.11559864078 848.468674748921 779.699636602502 0.9189492314884 0.31 0.0262 0.13 4.92 -1.11733744698828 0.69729667 0.38729667 "wet" "high" 2.06548411046947e-05 0.498760466613483 "mal" 1 "D71" 0.57 "04.08.2015" 0.67 1.25739196337714 0.290252763040932
"552" "ssem" "SS" "D" 18 1 2 140 5 313.429490692073 206.902673976539 448.560559546639 2.16797855206793 0.72 0.014 0.12 5.16 -4.64913263523571 NA NA "wet" "high" 0.175889915775018 0.323492459855072 "sfr" 0 "D72" 0 "03.08.2015" 0.34 1.02239348582335 0.257097042694379
"553" "spar" "Sp_m_3" "D" 15 1 3.46 290 6 1804.24333939084 1229.3340338254 1601.48175545281 1.30272302839398 0.36 0.0423 0.2 4.81 -1.32952049012629 0.535193133 0.175193133 "wet" "high" -0.148797925511344 0.389260048104052 "mal" 0 "D73" NA NA NA 1.18152048315931 0.298487653517437
"554" "spar" "SP_m_7" "D" 15 0 3.4 270 4 1201.36826141695 1055.97323398921 1488.24601460528 1.40935959994275 0.36 0.0423 0.2 4.81 -1.32952049012629 0.544323484 0.184323484 "wet" "high" -0.480576030342198 0.320742275599184 "mal" 1 "D74" NA NA NA 1.18152048315931 0.298487653517437
"555" "spar" "SP_m_7" "D" 12 1 3.96 261 5 1095.07804053562 942.828333267912 1166.64521090095 1.23738879044637 0.36 0.0423 0.2 4.81 -1.32952049012629 0.600505689 0.240505689 "wet" "high" -0.619347729658365 0.341725827027561 "mal" 0 "D75" NA NA NA 1.18152048315931 0.298487653517437
"556" "sbec" "SHOREABECCARINA_Sbec" "D" 21 0 4.67 320 7 3292.24170729936 2262.88422604922 1456.83376985944 0.643795097022234 0.41 0.037 0.1 5.37 -1.58199721886186 0.421231943 0.011231943 "wet" "high" -0.153115879385409 0.4695180586667 "sfr" 1 "D76" NA NA NA 0.723698094365868 0.326628969784602
"557" "pmal" "9L_Pmal_7" "D" 15 0 3.8 359 8 2624.16362096688 1274.75551693195 1109.9952794831 0.870751500769817 0.39 0.0313 0.15 4.96 -1.47571143778228 0.578969301 0.188969301 "wet" "high" -0.102738650658725 0.523898673904371 "sfr" 1 "D77" NA NA NA 1.10821933463314 0.307792273027868
"558" "sbec" "Sbec_Sfr" "D" 21 1 5.5 305 5 1817.6746688377 2272.39249360923 1548.5064745427 0.681443227302346 0.41 0.037 0.1 5.37 -1.58199721886186 NA NA "wet" "high" NA 0.322364269026047 "sfr" 0 "D78" NA NA NA 0.723698094365868 0.326628969784602
"559" "ptom" "Ptom_4" "D" 6 0 3.18 140 3 343.263331941551 260.490255068605 354.493142913263 1.36086911512256 0.31 0.0262 0.13 4.92 -1.11733744698828 0.574770506 0.264770506 "wet" "high" -0.30792452888944 0.358220196555206 "sfr" 1 "D79" NA NA NA 1.25739196337714 0.290252763040932
"560" "sjoh" "SJ_m_6" "D" 15 0 4.11 435 1 344.552048219242 1073.26765026313 867.854545860116 0.80860961908928 0.4 0.0449 0.19 4.73 -1.52793042721657 0.522865589 0.122865589 "wet" "high" -0.210038958102608 0.150744161847244 "mal" 1 "D80" NA NA NA 1.44202945767578 0.242364619261867
"561" "spar" "Spar_1" "D" 9 1 4.01 230 2 612.475520174347 732.953632124419 975.732243676469 1.33123324711329 0.36 0.0423 0.2 4.81 -1.32952049012629 NA NA "wet" "high" NA 0.263865977280316 "sfr" 0 "D81" NA NA NA 1.18152048315931 0.298487653517437
"562" "slep" "SL_m_114" "D" 0 0 3.9 401 6 897.816909528774 892.988523443598 708.717430595214 0.793646740119586 0.42 0.055 0.25 4.44 -1.63797719837667 0.326783521 -0.093216479 "dry" "high" -0.0478507734278827 0.359195317880515 "mal" 1 "D82" NA NA NA 1.03017923451197 0.246401415393927
"563" "ssem" "Ssem_ou" "D" 18 1 3.52 155 4 384.361684577351 408.080857902561 616.243842643794 1.51010230132122 0.72 0.014 0.12 5.16 -4.64913263523571 NA NA "wet" "high" NA 0.272851138930826 "mal" 0 "D83" NA NA NA 1.02239348582335 0.257097042694379
"564" "ssmi" "Ssmi_5" "D" 9 0 4.59 340 7 4763.25622976207 2197.22711382158 2129.73276800459 0.969282034891878 0.31 0.0293 0.13 4.63 -1.11733744698828 0.40997554 0.09997554 "wet" "high" 0.229018191016266 0.523998128459218 "sfr" 1 "D84" NA NA NA 0.881318758953821 0.249740528331436
"565" "ssem" "SS" "D" 12 0 1.95 130 1 64.1188552219887 160.003970588466 376.191245632995 2.35113693897364 0.72 0.014 0.12 5.16 -4.64913263523571 0.789189189 0.069189189 "wet" "high" -0.0197053995794048 0.106808849354165 "sfr" 1 "D85" NA NA NA 1.02239348582335 0.257097042694379
"566" "spar" "SP_m_5" "D" 6 0 3.47 371 10 4505.01773911684 1980.28179039176 2063.79783359868 1.04217381769208 0.36 0.0423 0.2 4.81 -1.32952049012629 0.426108851 0.066108851 "wet" "high" 0.0694859780511763 0.526958291358075 "mal" 1 "D86" NA NA NA 1.18152048315931 0.298487653517437
