"sp" "mother" "block" "treat" "mort" "diameter" "height" "leaves" "lBio" "wBio" "dden" "den" "si" "slm" "rgr" "leafArea" "A" "carbon.per.sec" "woody.carbon" "carbon.fraction" "Dden" "leafTwood" "carbon.per.sec2" "carbon.fraction2" "leafTtotal" "rootTstem" "CF" "Dcf"
"732" "pmal" "9L_Pmal_9" "E" 0 0 2.73 205 5 631.525926036837 445.641791199162 0.39 0.49 0.0313 4.96 0.0805165336314344 127.323775410653 1.67038151085708 21.2679280338473 222.820895599581 0.0197443050822397 0.013170577 1.41711558141234 21.2679280338473 0.0127058559143093 0.377285338261662 1.3389688398421 0.00610245022553465 0.00660340568877465
"733" "sjoh" "8m_SJoh_6" "E" 12 0 4.28 311 6 1325.16262018358 968.473155892814 0.4 0.39 0.0449 4.73 0.0677732222370776 280.161230482785 0.352025658816182 9.86239417354549 484.236577946407 0.00429989550931081 0.070356653 1.36830082704971 9.86239417354551 0.00305742156061968 0.410811076396068 0.962429296036147 0.0070596393221021 -0.00400221776148242
"734" "sxan" "9K_Sxan_2" "E" 0 0 2.99 134 5 1013.54545659491 331.696848556765 0.51 0.57 0.006 6.96 0.247363223525907 145.624347211912 1.05123294628669 15.3085111570654 165.848424278383 0.0113797425924242 0.000266974000000086 3.05563788442644 15.3085111570655 0.00825313099291006 0.546423054124757 1.53643562228323 0.00327295019169622 0.00498018080121384
"735" "pmal" "Pm_m_3" "E" 3 0 3.95 302 5 973.111559011839 955.942123210493 0.39 0.49 0.0313 4.96 NA 196.191846574967 0.995012752192089 19.5213389218207 477.971061605246 0.0101196452445696 0.132101146 1.01796074823409 19.5213389218207 0.00675943689130934 0.336948515554521 1.00315583558233 0.00610245022553465 0.000656986665774686
"736" "slep" "Slep_1" "E" 9 0 4.23 352 9 2129.63577555697 956.303447646162 0.42 0.4 0.055 4.44 NA 479.647697197515 1.10765285728355 53.1283142290301 478.151723823081 0.017216254237789 0.124301184 2.22694562149581 53.1283142290303 0.0136425015504465 0.546856413412172 0.845321918717415 0.0138467526479274 -0.000204251097480899
"737" "pmal" "Pm_m_4" "E" 21 0 3.62 270 2 321.076306999448 673.154304130829 0.39 0.49 0.0313 4.96 0.0191939653258541 64.733126411179 0.0224874289521884 0.145568158102442 336.577152065414 0.000146412870890139 0.134209124 0.476972820390741 0.145568158102442 8.35983586272504e-05 0.184390958909871 1.10977450827781 0.00610245022553465 -0.0060188518669074
"738" "pmal" "Pmal_m_2" "E" 9 0 3.38 361 5 914.98908293166 1001.43782923167 0.39 0.49 0.0313 4.96 0.0318712635781839 184.47360542977 0.436213771985709 8.04699272563235 500.718914615833 0.00419895623180779 0.012340094 0.913675373771 8.04699272563234 0.00287606802908326 0.327025379306922 0.880222077574781 0.00610245022553465 -0.00322638219645139
"739" "dry" "DL_m_7" "E" 12 0 5.52 621 12 3291.99104043421 3618.81452780082 0.59 0.42 0.0372 5.43 0.00813949653392654 606.259860116798 0.460961580503187 27.946250331508 1809.40726390041 0.00404384844220777 0.100015011 0.909687693343813 27.946250331508 0.00316449385396922 0.372768628749833 0.530667055377033 0.00485143318773572 -0.0016869393337665
"740" "ssmi" "Ssmi_4" "E" 9 0 6.4 323 6 2746.14356150753 3469.17354258448 0.31 0.37 0.0293 4.63 0.082505391847575 593.119559720849 0.785275458697546 46.5762234322276 1734.58677129224 0.00749378071177784 -0.042518523 0.791584372415598 46.5762234322276 0.00525526448194322 0.309851457624231 0.76313774664438 0.0082218511221437 -0.00296658664020048
"742" "ssem" "SS" "E" 9 0 2.81 125 2 143.604327200883 241.947470227483 0.72 0.5 0.014 5.16 0.00509429357499734 27.8302959691634 0.470980838148211 1.31075361214693 120.973735113741 0.00339968227586973 0.240463725 0.593535146558317 1.31075361214693 0.0015331625599875 0.167971139561435 1.94001917776198 0.0056898425264925 -0.004156679966505
"744" "pmal" "Pmal_m_1" "E" 12 0 4.17 330 6 1434.17818243508 1166.38830380004 0.39 0.49 0.0313 4.96 NA 289.148827103846 0.322530111433963 9.32592034268033 583.194151900022 0.00358611110004021 0.064602774 1.22958896086542 9.32592034268034 0.00252005001940878 0.387543601454613 0.943186841006329 0.00610245022553465 -0.00358240020612587
"745" "slep" "8P_Slep_4" "E" 18 0 4.5 510 10 3389.60184312343 1691.49588760512 0.42 0.4 0.055 4.44 0.054167534288824 763.423838541314 0.830245394163271 63.3829125743371 845.747943802558 0.0124742557481273 -0.010459051 2.00390782381538 63.382912574337 0.0102444278325296 0.547853199743092 0.653838128485493 0.0138467526479274 -0.0036023248153978
"747" "ptom" "Ptom_m_3" "E" 6 0 3.94 370 8 3424.54181312853 1093.38597698335 0.31 0.52 0.0262 4.92 0.106236130553879 696.045083969214 0.498273058648076 34.6820512946297 546.692988491676 0.00767653953446008 0.0221764329999999 3.13205207055685 34.6820512946297 0.00640461391707213 0.632398238778759 0.820605730333359 0.0062039963071807 0.000200617609891428
"748" "ssem" "SS" "E" 12 0 3.17 110 7 822.9711638862 340.293318399116 0.72 0.5 0.014 5.16 0.119272811835634 159.49053563686 0.331866180091376 5.29295148225323 170.146659199558 0.00455008432119827 0.299004975 2.41841705196507 5.29295148225324 0.00299779164410446 0.46610970962211 1.77009758748699 0.0056898425264925 -0.00269205088238804
"749" "slep" "SL_m_108" "E" 21 0 3.87 450 7 1328.82209916508 1092.97159530702 0.42 0.4 0.055 4.44 0.0313470733943051 299.284256568712 0.743748253675783 22.2592143175635 546.485797653508 0.00919120995664147 -0.016839101 1.21578831954166 22.2592143175634 0.00695353093934503 0.41510924184503 0.713051120741237 0.0138467526479274 -0.00689322170858237
"750" "dry" "DL_m_1" "E" 21 0 5.64 470 10 2369.32631199901 2462.32620859151 0.59 0.42 0.0372 5.43 0.086811738810533 436.340020625969 0.119131620987816 5.19818939590286 1231.16310429575 0.00107586159678295 0.044443393 0.962230878968026 5.19818939590287 0.000820887675421443 0.374159273631835 0.60948375375504 0.00485143318773572 -0.00403054551231428
"752" "ssmi" "Ssmi_3A" "E" 12 0 4.06 245 6 3500.76429924618 1328.55688447193 0.31 0.37 0.0293 4.63 0.179531748088101 756.104600269153 0.6561958651307 49.6152712302919 664.278442235967 0.0102737567750863 0.00646846200000001 2.63501272708969 49.6152712302919 0.0076364429678141 0.538813680789302 1.2553841225777 0.0082218511221437 -0.000585408154329604
"753" "ssem" "Ssem_ou" "E" 15 0 3.34 200 4 381.695554471765 445.744231976914 0.72 0.5 0.014 5.16 NA 73.9720066805746 0.152597748956199 1.12879617052286 222.872115988457 0.0013642034006699 0.270464829 0.856310698130433 1.12879617052286 0.000775362893681598 0.262184243133589 1.40975398941878 0.0056898425264925 -0.0049144796328109
"755" "sbec" "SHOREABECCARINA_Sbec" "E" 0 0 3.91 281 6 2120.41335344382 1686.32010910599 0.41 0.42 0.037 5.37 0.0591079918641213 394.862821870358 1.5009232318448 59.2658782737016 843.160054552997 0.0155686965890184 0.030719621 1.25742042806331 59.2658782737015 0.011946206101696 0.427411112074392 0.684525610635968 0.00323018376090687 0.00871602234078913
"756" "spar" "SP_m_5" "E" 0 0 4.36 461 10 2479.27866274448 1965.92649016595 0.36 0.39 0.0423 4.81 0.164323807941168 515.442549427126 1.67914734466893 86.5503988199943 982.963245082973 0.0194705071740788 0.063002611 1.26112480560512 86.5503988199944 0.0145239117910233 0.41604458320241 0.770100347953881 0.00640743154576376 0.00811648024525954
"757" "ssmi" "Ssmi_Tawau" "E" 6 0 4.82 325 7 4450.65249949766 2259.32357583299 0.31 0.37 0.0293 4.63 0.194405931033527 961.264038768393 0.878537851007807 84.4506842870669 1129.6617879165 0.0125858398508381 -0.022071563 1.9699048631654 84.4506842870669 0.00951760747304991 0.501589345862225 0.957421104612414 0.0082218511221437 0.00129575635090621
"758" "sjoh" "8m_SJoh_6" "E" 0 0 4.57 340 6 1428.87963355141 1145.83926196234 0.4 0.39 0.0449 4.73 0.144472357414385 302.08871745273 1.71205101714989 51.7191295984452 572.91963098117 0.0200872917383571 0.016784632 1.2470157734902 51.7191295984451 0.0142849494920026 0.394660033026673 0.912705680761847 0.0070596393221021 0.0072253101699005
"759" "slep" "8P_Slep_4" "E" 0 0 4.73 510 13 7424.43572454815 2018.04710360146 0.42 0.4 0.055 4.44 0.125704437305591 1672.17020823156 2.39148934858416 399.897724200555 1009.02355180073 0.0423509082810714 -0.156199984 3.67902003441759 399.897724200555 0.0371827151181676 0.690328205820375 0.650358083698706 0.0138467526479274 0.0233359624702402
"760" "dry" "DL_m_2" "E" 0 0 5.58 512 18 4314.74051751441 3856.8414958158 0.59 0.42 0.0372 5.43 0.0935945922406044 794.611513354404 1.73350691937019 137.746455661108 1928.4207479079 0.0168567672008191 0.038183212 1.11872383715934 137.746455661108 0.0133865277974963 0.419316733773489 0.54924466267082 0.00485143318773572 0.00853509460976058
"761" "dry" "DL_m_2" "E" 15 0 5.42 568 13 3300.45867522963 3332.68354015678 0.59 0.42 0.0372 5.43 0.147024308270443 607.819277206193 0.263383948128371 16.00898409791 1666.34177007839 0.00241348422483316 0.087105943 0.990330655599652 16.00898409791 0.00189454835950664 0.390585594347119 0.5451716003272 0.00485143318773572 -0.00295688482822908
"764" "sxan" "8m_Sxan_3" "E" 6 0 3.87 223 5 1201.35557741474 788.927680918524 0.51 0.57 0.006 6.96 0.0812814139307099 172.608559973383 -0.0278260788665177 -0.480301940285539 394.463840459262 -0.000241323408753265 0.032368866 1.52277021895853 -0.480301940285538 -0.000172966750625631 0.43263321078377 0.99700168250931 0.00327295019169622 -0.00344591694232185
"766" "sjoh" "8L_SJoh_50" "E" 3 0 3.18 380 4 625.218032398994 824.423400487554 0.4 0.39 0.0449 4.73 0.156969808799101 132.181402198519 1.09674128200885 14.4968800504931 412.211700243777 0.0100003212667747 0.070358403 0.758370070559918 14.4968800504931 0.0067227309752232 0.289936359964147 0.85727313698293 0.0070596393221021 -0.000336908346878901
"767" "sjoh" "8m_SJoh_7" "E" 15 0 4.34 368 8 2549.31192555344 1282.96818223637 0.4 0.39 0.0449 4.73 0.0294698267802474 538.966580455272 0.278933719134116 15.0335952775386 641.484091118183 0.0039228852940525 0.182668513 1.98704220482669 15.0335952775386 0.00304716642334529 0.516721220624214 0.858439895610919 0.0070596393221021 -0.00401247289875681
"769" "ssmi" "Ssmi_m_2" "E" 21 0 4.58 305 4 2090.89520854839 1725.29863740754 0.31 0.37 0.0293 4.63 -0.0167805684701711 451.597237267471 0.382048397292632 17.2532000719818 862.649318703768 0.00452104918366902 0.053759748 1.21190335586783 17.2532000719818 0.00306536934650803 0.371488538491663 1.05038667544367 0.0082218511221437 -0.00515648177563567
"771" "sbec" "SHOREABECCARINA_Sbec" "E" 6 0 3.47 241 3 573.072741811073 1169.21720443969 0.41 0.42 0.037 5.37 -0.00778327433828663 106.717456575619 0.469133992008382 5.00647864203012 584.608602219843 0.00287350486800638 0.504362725 0.490133689134092 5.00647864203012 0.0018951707584594 0.216933054229529 0.769243937179594 0.00323018376090687 -0.00133501300244747
"772" "slep" "12I_Slep_3" "E" 21 0 5.01 515 12 5186.18643937353 2035.58511025896 0.42 0.4 0.055 4.44 0.110500873994405 1168.06000886791 0.777487462952099 90.815201287052 1017.79255512948 0.0125751971885172 -0.073574753 2.54776202342813 90.8152012870519 0.0105774225718257 0.604045189881084 0.670071453450806 0.0138467526479274 -0.0032693300761017
"775" "ssmi" "Ssmi_Tawau" "E" 12 0 5.34 481 7 4929.36399791481 3756.35959585335 0.31 0.37 0.0293 4.63 0.0937056026519116 1064.65745095352 0.550301732510518 58.5882839789956 1878.17979792668 0.00674535441365317 -0.018212154 1.31227159491236 58.5882839789955 0.00506679873720063 0.426298460777434 0.766021468870199 0.0082218511221437 -0.00315505238494307
"776" "pmal" "9j_Pmal_1" "E" 6 0 4.3 358 7 2035.83845036651 1378.3414314344 0.39 0.49 0.0313 4.96 0.14713132927337 410.45130047712 0.622540059929874 25.5522377197321 689.170715717202 0.00748415098335525 0.087311652 1.47702042754956 25.552237719732 0.00550175447119227 0.438344516820132 0.892521954922248 0.00610245022553465 -0.000600695754342384
"778" "dry" "DL_m_7" "E" 9 0 5.06 525 9 2100.88404055531 2337.2461094464 0.59 0.42 0.0372 5.43 0.15997545143656 386.903138223815 0.600076238560022 23.2171379872415 1168.6230547232 0.00523128822331462 0.089153622 0.898871553177141 23.2171379872415 0.00400742863549389 0.362626214678142 0.579911052142655 0.00485143318773572 -0.000844004552241834
"780" "spar" "9P_Spar_2" "E" 3 0 3.44 253 8 2614.7771536215 1187.22406626453 0.36 0.39 0.0423 4.81 0.1502987867088 543.612713850624 0.872834491081515 47.448392643925 593.612033132263 0.0124798467701037 0.00386764499999998 2.20242937110315 47.448392643925 0.00868472548829751 0.478596229016455 1.39942337568775 0.00640743154576376 0.00227729394253375
"781" "ssem" "SS" "E" 0 0 3.77 296 8 1580.0052968386 883.548035415004 0.72 0.5 0.014 5.16 0.169717669575026 306.202576906706 1.69189153842509 51.8061548912413 441.774017707502 0.0210290372905587 -0.00926775600000002 1.78825059137444 51.8061548912413 0.0153445515311917 0.4679844074086 1.03292499282212 0.0056898425264925 0.0096547090046992
"782" "sxan" "8L_Sxan_10" "E" 9 0 3.42 190 5 1120.03671475766 537.609480938444 0.51 0.57 0.006 6.96 0.0523645922067325 160.924815338744 -0.201659878346545 -3.24520786841514 268.804740469222 -0.00195772045738165 0.095285833 2.08336488560905 -3.24520786841514 -0.001412105910296 0.487367998842619 1.19136158505898 0.00327295019169622 -0.00468505610199222
"783" "pmal" "Pm_m_5" "E" 6 0 4.59 400 5 1300.79165988292 1519.72486429415 0.39 0.49 0.0313 4.96 NA 262.256383040911 0.617146934849691 16.1850722938465 759.862432147075 0.00573833627816406 -0.030595639 0.855938920553941 16.1850722938465 0.00391963791852476 0.315020669763479 0.861149203208189 0.00610245022553465 -0.00218281230700989
"785" "slep" "SL_m_114" "E" 9 0 3.88 465 9 2604.99711426094 1264.13352227354 0.42 0.4 0.055 4.44 0.149741911418957 586.711061770481 1.17468844313487 68.9202703721171 632.066761136768 0.017812856904167 -0.035045887 2.06069775728743 68.9202703721174 0.0145745148466615 0.550876671149367 0.680062861578354 0.0138467526479274 0.0007277621987341
"786" "spar" "SP_m_7" "E" 6 0 4.07 280 6 1255.59932344847 1023.45860991659 0.36 0.39 0.0423 4.81 0.181387099608902 261.039360384297 0.59798333221324 15.6097186561415 511.729304958296 0.00684919783197152 0.00864542600000001 1.22681983548978 15.6097186561415 0.00451481137164558 0.363157993338036 1.15137879429455 0.00640743154576376 -0.00189262017411818
"787" "ssmi" "Ssmi_5" "E" 0 0 6.01 350 7 3596.48098511065 3386.69012850825 0.31 0.37 0.0293 4.63 0.129928998234016 776.777750563856 1.90062988777547 147.636700888066 1693.34506425413 0.0211417847974738 0.040517187 1.06194568993379 147.636700888066 0.0152723637476992 0.372040051598939 0.792439705858416 0.0082218511221437 0.0070505126255555
"788" "spar" "SP_m_5" "E" 9 0 3.03 365 9 5070.74127304778 2112.38487711834 0.36 0.39 0.0423 4.81 0.149523787768197 1054.2081648748 0.458236644392055 48.3076811962934 1056.19243855917 0.00672516118837426 0.080735368 2.40048171522849 48.3076811962934 0.00502186978968585 0.527133610635522 1.15335751413583 0.00640743154576376 -0.00138556175607791
"789" "dry" "DL_m_3" "E" 15 0 4.31 495 13 3035.01348445908 2216.82696438035 0.59 0.42 0.0372 5.43 0.142740222175739 558.93434336263 0.445818202100966 24.9183104050412 1108.41348219017 0.00474468153550775 0.107021452 1.36908001085571 24.9183104050412 0.00382006799164111 0.46527865163104 0.573414784588659 0.00485143318773572 -0.00103136519609461
"790" "ssem" "SS" "E" 3 0 2.19 170 8 1068.44729417025 296.74873128932 0.72 0.5 0.014 5.16 0.38127858356336 207.063429102762 0.956830052804174 19.8124511802209 148.37436564466 0.0145125321277956 0.124037639 3.60051175123157 19.8124511802209 0.0103703334773372 0.559252090653255 1.83757191695078 0.0056898425264925 0.0046804909508447
"791" "slep" "9P_Slep_2" "E" 6 0 3.26 236 3 236.605985611761 360.070914364425 0.42 0.4 0.055 4.44 0.159553934975965 53.2896363990453 1.38417112397681 7.37619759107822 180.035457182212 0.0123621303110152 0.07651488 0.657109408654692 7.3761975910782 0.0071579273955727 0.229604541561548 1.20480875805782 0.0138467526479274 -0.0066888252523547
"792" "spar" "9Q_Spar_10" "E" 6 0 3.51 325 7 2246.17160515014 1441.78382852077 0.36 0.39 0.0423 4.81 NA 466.979543690259 0.653557684159967 30.5198069124283 720.891914260385 0.00827553571656086 0.117348938 1.55791149874018 30.5198069124283 0.00566396170521432 0.416851587279519 1.17941743625923 0.00640743154576376 -0.000743469840549444
"794" "ptom" "Ptom_4" "E" 12 0 4.06 278 4 802.481672674347 712.337978282641 0.31 0.52 0.0262 4.92 -0.00309580978589035 163.106031031371 0.225739456124237 3.68194667356047 356.16898914132 0.00243061718352703 -0.021362721 1.12654624228941 3.68194667356047 0.00163902593523109 0.357226323647156 1.02704622197182 0.0062039963071807 -0.00456497037194961
"795" "spar" "Sp_m_3" "E" 3 0 4.25 408 6 1345.68253406424 1444.9211649531 0.36 0.39 0.0423 4.81 0.152501114695894 279.767678599633 0.933882466911453 26.1270129852716 722.460582476551 0.00936249493056708 -0.196264683 0.931318999751735 26.1270129852717 0.00641993784919765 0.330661535565252 0.885213616174358 0.00640743154576376 1.25063034338863e-05
"796" "ssmi" "Ssmi_4" "E" 0 0 5 349 5 2769.02766398667 2305.86004883699 0.31 0.37 0.0293 4.63 0.122360939917722 598.062130450685 2.00618615897442 119.982396831692 1152.9300244185 0.023642374693042 0.08892562 1.20086544948089 119.982396831692 0.0166587089890164 0.384459947917174 0.922647041187195 0.0082218511221437 0.0084368578668727
"797" "pmal" "9L_Pmal_9" "E" 3 0 4.16 331 9 3486.94644955002 1343.46231897083 0.39 0.49 0.0313 4.96 -0.0965255558789625 703.013397086698 0.935320025236165 65.7542508304492 671.731159485415 0.0136125644808699 -1.49999999999872e-05 2.59549255703816 65.7542508304492 0.0108483099081701 0.575285631577679 0.91616637301405 0.00610245022553465 0.00474585968263545
"798" "ssmi" "Ssmi_5" "E" 9 0 5.54 410 7 4298.09498534206 3360.73459217517 0.31 0.37 0.0293 4.63 0.115870703641604 928.314251693749 0.679719187498596 63.0993008904643 1680.36729608758 0.00823876549958685 0.029001205 1.27891532861576 63.0993008904642 0.00609003142453487 0.414830800927695 0.804065312541298 0.0082218511221437 -0.00213181969760883
"799" "ptom" "9I_Ptom_5" "E" 3 0 3.85 180 6 1316.38643283465 509.513593876342 0.31 0.52 0.0262 4.92 0.136032091838788 267.558218055823 0.895716204973869 23.9656231686533 254.756796938171 0.013125375331651 -0.096825195 2.58361395781353 23.9656231686533 0.00981857246677803 0.539315647839119 1.20692747773599 0.0062039963071807 0.00361457615959733
"800" "sbec" "Sbec_Sfr" "E" 9 0 4.82 246 6 2145.77147717968 1820.38664671378 0.41 0.42 0.037 5.37 -0.0611760999154849 399.585005061393 0.319532379196221 12.7680347358401 910.193323356892 0.00321924500662774 0.184714415 1.17874490073485 12.7680347358401 0.00242046966490935 0.406779498630445 0.719004137020191 0.00323018376090687 -0.000809714095997516
