"sp" "mother" "block" "treat" "mort" "diameter" "height" "leaves" "lBio" "wBio" "dden" "den" "si" "slm" "rgr" "leafArea" "A" "carbon.per.sec" "woody.carbon" "carbon.fraction" "Dden" "leafTwood" "carbon.per.sec2" "carbon.fraction2" "leafTtotal" "rootTstem" "CF" "Dcf"
"414" "ptom" "Ptom_m_3" "C" 15 0 4.6 370 10 6613.38995904392 1592.07185641169 0.31 0.52 0.0262 4.92 0.063270696653641 1344.18495102519 0.0599391484828921 8.05693013679678 796.035928205844 0.00098189843765051 0.0413588109999999 4.15395192899748 8.05693013679677 0.000837611428706615 0.687538667722779 0.887820154536274 0.0062039963071807 -0.00536638487847409
"416" "dry" "DL_m_1" "C" 6 0 6.24 625 11 3318.4067128223 3822.51834394194 0.59 0.42 0.0372 5.43 -0.0876944471187469 611.124624829153 0.726320417701813 44.3872292773774 1911.25917197097 0.00621589344861303 0.063148103 0.868120546257529 44.3872292773774 0.00475110260040188 0.355194298431159 0.575951754710951 0.00485143318773572 -0.000100330587333843
"417" "spar" "9Q_Spar_10" "C" 0 0 3.26 240 5 1525.03796710409 1022.09202320566 0.36 0.39 0.0423 4.81 0.202710818408504 317.055710416651 1.68534674523661 53.4348809609382 511.046011602829 0.0209784664168004 8.21229999999895e-05 1.49207501132922 53.4348809609383 0.0129176100993692 0.368670154990821 1.55510643563756 0.00640743154576376 0.00651017855360544
"418" "ssem" "SS" "C" 0 0 3.76 190 8 1367.99506812456 615.02089831071 0.72 0.5 0.014 5.16 0.1345252360777 265.115323279953 1.6918913596653 44.8546324772226 307.510449155355 0.0226194005678405 0.053502453 2.22430664044434 44.8546324772226 0.0161640514488595 0.492977903100202 1.28767376771654 0.0056898425264925 0.010474208922367
"420" "sxan" "Sxan_1" "C" 0 0 3.89 211 4 897.242506114275 732.068921994833 0.51 0.57 0.006 6.96 0.161993864143391 128.914153177338 0.967829997104385 12.4766984496338 366.034460997417 0.00765765109995795 -0.103502085 1.22562572888541 12.4766984496338 0.0052420792609877 0.376976036758854 1.02557755560725 0.00327295019169622 0.00196912906929148
"421" "ssem" "SS" "C" 6 0 3.3 255 6 752.844963189204 591.264579597064 0.72 0.5 0.014 5.16 0.12880279927554 145.900186664574 0.660102119828884 9.63090225007153 295.632289798532 0.00716526588309699 0.201920099 1.27327932226594 9.63090225007154 0.00466036608165881 0.364299526679193 1.22186472547037 0.0056898425264925 -0.00102947644483369
"423" "ssem" "SS" "C" 12 0 3.84 225 7 1097.77564144414 681.093971116796 0.72 0.5 0.014 5.16 0.147299931203076 212.747217334137 0.331866001331595 7.06035683111036 340.546985558398 0.00396901312004872 0.174607197 1.61178293744711 7.06035683111034 0.00272437379013654 0.423597738264795 1.19320182014279 0.0056898425264925 -0.00296546873635596
"425" "sjoh" "8m_SJoh_7" "C" 6 0 3.39 284 10 4468.22552953119 811.170445062952 0.4 0.39 0.0449 4.73 0.17573720783899 944.656560154586 0.717267271779737 67.7571233670911 405.585222531476 0.0128342567394369 0.163511193 5.50836825568075 67.7571233670911 0.0110965263463967 0.731757486832246 1.01921889553008 0.0070596393221021 0.0040368870242946
"427" "slep" "SL_m_6" "C" 3 0 3.97 390 12 6096.4212931599 1161.31414442366 0.42 0.4 0.055 4.44 0.240143761933743 1373.0678588198 1.64650057828778 226.075702357516 580.657072211828 0.0311496201951372 0.03238422 5.24958842741511 226.075702357516 0.0277385609649249 0.748005875663535 0.768522790973842 0.0138467526479274 0.0138918083169975
"428" "sjoh" "8L_SJoh_50" "C" 9 0 4.03 361 5 1014.39798787756 1005.69428219146 0.4 0.39 0.0449 4.73 0.111471677784555 214.460462553395 0.61089188859311 13.1012156997795 502.847141095731 0.00648545410221876 0.120309278 1.00865442494823 13.1012156997796 0.00449119953551823 0.347743589326827 0.891915005823507 0.0070596393221021 -0.00256843978658387
"430" "ssem" "SS" "C" 9 0 2.29 140 8 1040.6569794924 270.866977460126 0.72 0.5 0.014 5.16 0.115531510481181 201.677709203954 0.470980659388429 9.4986300464826 135.433488730063 0.007242437315864 0.312603101 3.84194850642358 9.49863004648259 0.00514162355335137 0.563309278341566 1.97836966361371 0.0056898425264925 -0.000548218973141129
"432" "sbec" "SHOREABECCARINA_Sbec" "C" 6 0 5.87 401 5 2165.16163170762 2892.44459596913 0.41 0.42 0.037 5.37 0.10226259115791 403.195834582424 0.469133813248601 18.9152799363605 1446.22229798456 0.00373996691020554 0.030071633 0.74855768533128 18.9152799363605 0.00272477373342929 0.311894699023998 0.651475683859402 0.00323018376090687 -0.000505410027477576
"434" "slep" "Slep_1" "C" 18 0 2.68 190 4 292.656553775803 254.103199001871 0.42 0.4 0.055 4.44 0.0672091839566055 65.9136382377934 0.767319424379747 5.05768149513985 127.051599500936 0.00925028126054557 0.091543624 1.15172321688735 5.05768149513985 0.00553527790243441 0.320292085746103 1.44412965660616 0.0138467526479274 -0.00831147474549299
"435" "spar" "SP_m_7" "C" 6 0 2.97 250 5 1793.91234013211 1130.95341720632 0.36 0.39 0.0423 4.81 -0.00361774911663266 372.954748468214 0.597983153453458 22.3020656584464 565.476708603162 0.00762498778020528 0.1646875 1.58619472105529 22.3020656584464 0.00466897011185575 0.375558175984202 1.63737122022252 0.00640743154576376 -0.00173846143390801
"436" "dry" "DL_m_1" "C" 12 0 5.49 600 9 2556.75370954364 2992.79624082109 0.59 0.42 0.0372 5.43 0.125225928092209 470.857036748369 0.398084299204524 18.7440793499494 1496.39812041054 0.00337758548307461 0.157915754 0.854302633326681 18.7440793499493 0.00260157444067774 0.354863259895169 0.553110953470249 0.00485143318773572 -0.00224985874705798
"437" "ssmi" "Ssmi_4" "C" 3 0 5.87 381 7 3860.17195740164 3448.09728086391 0.31 0.37 0.0293 4.63 0.106116313425787 833.730444363206 1.27112449459373 105.977518971858 1724.04864043196 0.0145010419726969 0.058181973 1.1195078453339 105.977518971859 0.0105508784821475 0.384309857768545 0.793526579112575 0.0082218511221437 0.0023290273600038
"439" "spar" "Sp_m_4" "C" 3 0 3.43 243 9 3189.61673322328 1202.7344561623 0.36 0.39 0.0423 4.81 0.0918222587673496 663.121981959101 0.967073790271195 64.1287888505334 601.367228081151 0.0146001050657118 0.16509206 2.65197086262976 64.1287888505336 0.0105066373963968 0.522575695723245 1.42283625973255 0.00640743154576376 0.00409920585063304
"440" "dry" "Dl_m_4" "C" 3 0 5.93 623 12 3363.35398590375 3834.729436465 0.59 0.42 0.0372 5.43 0.144043261126586 619.402207348758 1.02120903026871 63.2539127512924 1917.3647182325 0.00878760484419014 0.013096108 0.877077259720368 63.2539127512922 0.00678804954444777 0.3609359879696 0.552930522696274 0.00485143318773572 0.00193661635671205
"444" "dry" "DL_m_3" "C" 9 0 4.5 429 14 3162.689384243 2008.01127124482 0.59 0.42 0.0372 5.43 0.129589359819017 582.447400413076 0.695030294306133 40.4818588126943 1004.00563562241 0.00782908574870402 0.164784411 1.57503567312267 40.4818588126942 0.00628955087925463 0.491378024154296 0.630308472728059 0.00485143318773572 0.00143811769151891
"445" "pmal" "Pm_m_5" "C" 0 0 4.46 305 3 634.783319091591 1021.43645348008 0.39 0.49 0.0313 4.96 0.109970742579364 127.980507881369 1.64893599592633 21.1031666222523 510.718226740041 0.0127417671082894 0.108519991 0.621461390895982 21.1031666222523 0.00785146170971179 0.236171993190634 1.00993186831384 0.00610245022553465 0.00174901148417714
"446" "ptom" "All_Ptom_4" "C" 9 0 5.94 290 6 2308.72711976778 2021.28661651349 0.31 0.52 0.0262 4.92 0.0820443446039828 469.253479627597 0.352875478293799 16.5588046064618 1010.64330825674 0.00382419216542323 0.158948819 1.14220670186304 16.5588046064618 0.00247603737679867 0.345223871966156 1.16639039878884 0.0062039963071807 -0.00372795893038203
"447" "ssmi" "Ssmi_Tawau" "C" 15 0 4.36 315 7 4830.60185079488 1908.11424134924 0.31 0.37 0.0293 4.63 0.0806496862894202 1043.326533649 0.440203940842623 45.9276451697964 954.057120674621 0.00681548896581918 0.132724252 2.53161039633514 45.9276451697964 0.00526213855243583 0.553463956981887 1.04250931715144 0.0082218511221437 -0.00295971256970787
"448" "ssem" "Ssem_ou" "C" 6 0 4.01 270 9 2063.70807514383 922.279165676085 0.72 0.5 0.014 5.16 0.194458350656712 399.943425415471 0.590931301601821 23.6339088947855 461.139582838043 0.00791493967947965 0.179751455 2.23761758038957 23.6339088947855 0.00598044357641982 0.522211105938667 1.04727325196353 0.0056898425264925 0.000290601049927322
"449" "spar" "Sp_m_1" "C" 21 0 5.35 382 10 1002.55205585234 1139.78002438675 0.36 0.39 0.0423 4.81 -0.00705674353430623 208.430780842481 0.0452055075200978 0.942221923079465 569.890012193373 0.000439811330731841 0.124149063 0.879601356754567 0.942221923079469 0.0003151766928647 0.335357343793831 0.743276516751381 0.00640743154576376 -0.00609225485289906
"452" "spar" "Spar_1" "C" 12 0 3.54 230 5 1303.13755486761 929.483095230849 0.36 0.39 0.0423 4.81 0.0177176028216292 270.922568579544 0.227279714602417 6.15752040661125 464.741547615424 0.0027579787933699 NA 1.40200242646044 6.15752040661127 0.00170876179191114 0.361631227558976 1.47488186786339 0.00640743154576376 -0.00469866975385262
"453" "pmal" "9L_Pmal_7" "C" 0 0 3.33 250 6 1099.05178420412 687.566430041228 0.39 0.49 0.0313 4.96 0.235847362227928 221.583021008895 1.65823618050847 36.7436982423318 343.783215020614 0.0205660604763576 0.069197408 1.59846632439315 36.7436982423318 0.0143167901601452 0.428233806673701 1.13422899176885 0.00610245022553465 0.00821433993461055
"454" "spar" "SP_m_5" "C" 6 0 3.55 421 9 3704.99978582659 2200.25980204097 0.36 0.39 0.0423 4.81 0.210895079744876 770.270225743574 0.647357926072728 49.8640535852932 1100.12990102048 0.00844400704885856 0.154928266 1.68389195784508 49.8640535852932 0.00627429484594184 0.466192765910303 0.928115951709363 0.00640743154576376 -0.000133136699821924
"455" "ptom" "Ptom_1_RDC" "C" 0 0 3.36 175 4 560.189319836321 345.448665410144 0.31 0.52 0.0262 4.92 0.236278153400952 113.859617852911 1.55259646068356 17.6778039693212 172.724332705072 0.0195197245006351 -0.044878219 1.62162826471256 17.6778039693212 0.0132601542809989 0.420199071133987 1.23756223834183 0.0062039963071807 0.0070561579738182
"456" "ssem" "Ssem_ou" "C" 3 0 3.71 185 5 572.078433493429 514.502316686508 0.72 0.5 0.014 5.16 0.0519826976758613 110.867913467719 0.887659055817329 9.84129073891927 257.251158343254 0.00905711861478271 0.176610392 1.11190642867795 9.84129073891926 0.00552573180229577 0.321213149496825 1.34967797538439 0.0056898425264925 -0.000164110724196729
"458" "sbec" "SHOREABECCARINA_Sbec" "C" 3 0 4.8 320 6 2367.4389994321 2203.46184409216 0.41 0.42 0.037 5.37 0.113254729556022 440.863873264822 0.76586156746411 33.7640697016896 1101.73092204608 0.00738674297639255 0.041846029 1.07441796906064 33.7640697016896 0.00561952600137077 0.39402492446881 0.652358694900591 0.00323018376090687 0.0023893422404639
"462" "ssem" "SS" "C" 15 0 2.95 161 8 1174.32682975139 394.314102582607 0.72 0.5 0.014 5.16 0.0775161488636017 227.582718944068 0.221768388423481 5.04706528132598 197.157051291304 0.00321747646468488 0.141032127 2.97815072314177 5.04706528132599 0.00228786300587339 0.532328939856098 1.61641778547029 0.0056898425264925 -0.00340197952061911
"464" "ssmi" "Ssmi_4" "C" 21 0 5.33 361 7 4202.83674221569 2860.03917508492 0.31 0.37 0.0293 4.63 0.0814317825368729 907.740117109221 0.36720776490444 33.3329219517771 1430.01958754246 0.0047194545595977 NA 1.46950320779816 33.3329219517771 0.00350289506673443 0.441668333544117 0.857661309536146 0.0082218511221437 -0.00471895605540927
"467" "slep" "8Q_Slep_4" "C" 21 0 5.39 381 8 1482.03529217853 1327.85203395853 0.42 0.4 0.055 4.44 0.0708760783421471 333.791732472643 0.834473737569208 27.8540434566147 663.926016979267 0.0099128684618495 0.072338838 1.11611478860363 27.8540434566147 0.00716061004653464 0.380995916051546 0.81335175311287 0.0138467526479274 -0.00668614260139276
"468" "ssmi" "Ssmi_19" "C" 18 0 6.78 390 7 3235.35343455952 4427.35606774292 0.31 0.37 0.0293 4.63 0.103546848917903 698.780439429701 0.33507858962074 23.4146364098665 2213.67803387146 0.00305566019471716 0.02935256 0.730764227013914 23.4146364098665 0.00215868267736139 0.298279302401737 0.719168507607029 0.0082218511221437 -0.00606316844478231
"470" "pmal" "8_m_Pmal_8" "C" 3 0 4.22 341 10 4739.99310938131 1476.08402302322 0.39 0.49 0.0313 4.96 0.237769058247017 955.643772052684 0.902596636046588 86.2560853913625 738.04201151161 0.0138762894272511 -0.013173181 3.21119464437612 86.2560853913624 0.0114493310572865 0.62917010518539 0.892662989530232 0.00610245022553465 0.00534688083175185
"471" "sjoh" "8L_SJoh_50" "C" 3 0 3.68 300 4 633.821549534633 709.16001601367 0.4 0.39 0.0449 4.73 0.272046757827825 134.000327597174 1.09674110324907 14.6963667124662 354.580008006835 0.0109430889369401 0.184567901 0.893763798327873 14.6963667124661 0.0071022598476553 0.306304641814636 1.02412798755222 0.0070596393221021 4.26205255531992e-05
"473" "pmal" "Pm_m_3" "C" 9 0 2.66 230 2 202.597977271662 418.750624731741 0.39 0.49 0.0313 4.96 0.121029676993922 40.8463663854158 0.509163358776345 2.07974731026075 209.375312365871 0.00334715054247335 0.170180995 0.483815343323846 2.07974731026075 0.00179155802314697 0.174524101973181 1.28838252421306 0.00610245022553465 -0.00431089220238768
"475" "slep" "SL_m_1" "C" 15 0 3.52 340 5 576.390758039327 627.626397978177 0.42 0.4 0.055 4.44 0.00236586322998175 129.817738297146 0.964068523234719 12.51531952498 313.813198989089 0.0103946355435471 0.050623202 0.918366021403975 12.51531952498 0.00704407848206126 0.324413749713695 0.912481999724785 0.0138467526479274 -0.00680267416586614
"477" "dry" "DL_m_2" "C" 21 0 7.14 794 12 4474.78090325365 5288.11189399873 0.59 0.42 0.0372 5.43 0.0762389230541686 824.084880893858 0.0945285253002131 7.78995285130982 2644.05594699937 0.000797914410522072 0.141144439 0.846196334902047 7.78995285130982 0.000586010636568133 0.336621961091547 0.667591928222943 0.00485143318773572 -0.00426542255116759
"478" "slep" "12I_Slep_3" "C" 9 0 5 520 11 4035.3151360229 1963.52203995544 0.42 0.4 0.055 4.44 0.234286642221871 908.854760365517 1.19555479922564 108.658567055406 981.76101997772 0.0181132716004557 -0.058672511 2.05514124817997 108.658567055406 0.0148492611455848 0.551465474682547 0.671549437874344 0.0138467526479274 0.0010025084976574
"479" "ssem" "Ssem_ou" "C" 9 0 2.75 120 3 195.035113234494 241.760260825391 0.72 0.5 0.014 5.16 0.0262457024945764 37.7975025648244 0.401809841161366 1.51874085018684 120.880130412695 0.003477007634194 0.0471194660000001 0.80672941271914 1.51874085018684 0.0016602850766857 0.213212074919232 1.97696535702943 0.0056898425264925 -0.0040295574498068
"480" "slep" "SL_m_72" "C" 0 0 4.59 361 11 3622.14464893802 1186.45358132662 0.42 0.4 0.055 4.44 0.178683229777466 815.79834435541 2.55606923956928 208.523705369841 593.226790663311 0.0433647594131325 0.065213562 3.05291728723845 208.523705369841 0.0361140591720712 0.627316428842185 0.813713247009014 0.0138467526479274 0.0222673065241438
"481" "spar" "Sp_m_1" "D" 3 0 4.59 411 11 2208.20865603999 1645.4551774428 0.36 0.39 0.0423 4.81 0.149057804111526 459.087038677753 0.948625212841654 43.5501539778528 822.727588721399 0.01130097379005 -0.032205882 1.34200474513792 43.5501539778528 0.00842097290264605 0.426985063367577 0.800973453100904 0.00640743154576376 0.00201354135688229
"482" "sjoh" "8L_SJoh_50" "D" 3 0 3.35 260 5 781.332686306975 579.596472420944 0.4 0.39 0.0449 4.73 0.138250454740691 165.186614441221 1.09624407888134 18.1084847991644 289.798236210472 0.0133059716466731 0.042883047 1.3480632189554 18.1084847991643 0.00897979735359136 0.387454238528979 1.13122048709851 0.0070596393221021 0.00192015803148926
"483" "slep" "Slep_m_2" "D" 18 0 4.53 385 14 9026.28421212701 1439.43158225873 0.42 0.4 0.055 4.44 0.114948871704785 2032.9468946232 0.828677159929977 168.465665892482 719.715791129367 0.0160969081525082 0.042488597 6.27072819811491 168.465665892482 0.0145660173585746 0.780438030626256 0.764154716397879 0.0138467526479274 0.0007192647106472
"486" "sjoh" "8L_SJoh_50" "D" 0 0 3.71 322 5 907.491863711438 808.846085261599 0.4 0.39 0.0449 4.73 0.244958919225337 191.858744970706 1.83130556450225 35.1351987263272 404.423042630799 0.0204710259697691 0.044138077 1.12195865226687 35.1351987263271 0.0140592962763795 0.363131487591751 0.967717375850606 0.0070596393221021 0.0069996569542774
"488" "dry" "DL_m_2" "D" 21 0 5.32 700 11 3334.50824772009 4020.62660996415 0.59 0.42 0.0372 5.43 0.138731088407605 614.089916707199 0.0940315009324816 5.77437965754805 2010.31330498208 0.000785081411731737 0.09262674 0.829350390174585 5.77437965754805 0.000620063363558506 0.358065545134741 0.486846745918192 0.00485143318773572 -0.00423136982417722
"489" "pmal" "9L_Pmal_7" "D" 9 0 4.41 271 7 1836.92669745458 1099.92013569503 0.39 0.49 0.0313 4.96 0.135511681262599 370.348124486811 0.436828455863864 16.1778599351652 549.960067847517 0.00550858143249345 -0.307899638 1.67005461382325 16.1778599351651 0.00397620995270543 0.451481607955623 1.0289988678579 0.00610245022553465 -0.00212624027282922
"491" "slep" "Slep_1" "D" 6 0 3.59 245 4 362.077231602384 437.446099743737 0.42 0.4 0.055 4.44 0.126687971536886 81.548926036573 1.29627711459649 10.5710006541131 218.723049871869 0.013221628737607 0.039402985 0.827707074801889 10.5710006541131 0.00816535852254271 0.279679332697122 1.13177894377444 0.0138467526479274 -0.00568139412538469
"492" "dry" "DL_Tawau" "D" 6 0 4.64 206 15 2626.12194512445 1183.13011173998 0.59 0.42 0.0372 5.43 0.0592962614803753 483.632034092901 0.771728832362717 37.323278496372 591.565055869991 0.0097980595505918 0.05438376 2.21963917498669 37.323278496372 0.0077401751003803 0.544610347994761 0.856007171358613 0.00485143318773572 0.00288874191264458
"493" "pmal" "Pm_m_6" "D" 0 0 3.04 245 6 1033.56151971043 611.889415686048 0.39 0.49 0.0313 4.96 0.156846098013717 208.379338651296 1.62767515006745 33.9173871310204 305.944707843024 0.0206128219331243 -0.017199463 1.68913122733395 33.9173871310205 0.0143784190211124 0.438152283284302 1.16599241751519 0.00610245022553465 0.00827596879557775
"494" "ssmi" "Ssmi_Tawau" "D" 12 0 4.77 271 6 3262.37972733121 1839.16325098164 0.31 0.37 0.0293 4.63 0.12584875250956 704.617651691406 0.549804529383005 38.7401976383152 919.58162549082 0.00759381971356577 0.00954778099999998 1.77383912254115 38.7401976383152 0.00551358635590135 0.464308739989299 1.04654798148372 0.0082218511221437 -0.00270826476624235
"495" "slep" "SL_m_72" "D" 6 0 4.56 500 7 1398.34805973011 1441.60928035736 0.42 0.4 0.055 4.44 0.176257654506505 314.94325669597 1.52378297536513 47.990517275937 720.804640178682 0.0168983232946939 -0.02882327 0.969991022382617 47.990517275937 0.0125342867530183 0.365224143353261 0.685887675769056 0.0138467526479274 -0.0013124658949091
"496" "ssem" "SS" "D" 3 0 2.5 160 6 539.049954858221 294.84806256694 0.72 0.5 0.014 5.16 0.381737660368893 104.467045515159 0.956332849676661 9.99052673348136 147.42403128347 0.0119805138334892 0.044352092 1.82822959786564 9.99052673348135 0.00730248491061812 0.394013675798436 1.81178599083413 0.0056898425264925 0.00161264238412562
"497" "ptom" "Pt_m_1" "D" 3 0 4.09 261 5 1104.04633037105 718.250193034257 0.31 0.52 0.0262 4.92 0.154560867495978 224.399660644522 0.888238674684088 19.9320457170449 359.125096517129 0.0109378717793952 -0.044951947 1.53713335698106 19.932045717045 0.00773082760603655 0.428214543070055 1.05250034849912 0.0062039963071807 0.00152683129885585
"498" "dry" "DL_m_6" "D" 3 0 3.34 260 5 449.95952247478 515.092106916546 0.59 0.42 0.0372 5.43 0.140517481144624 82.8654737522616 1.04146068837719 8.63011333367322 257.546053458273 0.00894264417657776 0.020639269 0.873551577344752 8.63011333367322 0.00570320696788033 0.297355571662002 1.06418243739804 0.00485143318773572 0.000851773780144607
"499" "ssem" "SS" "D" 6 0 3.73 244 7 1101.82859212007 696.801201535671 0.72 0.5 0.014 5.16 0.118564233942408 213.532672891487 0.659605095461152 14.0847239086664 348.400600767835 0.00783080762831077 0.061438785 1.58126677981003 14.0847239086664 0.00539250799950183 0.421848488874632 1.16715669807983 0.0056898425264925 -0.000297334526990669
"501" "slep" "SL_m_6" "D" 18 0 3.87 490 7 1402.32862912088 1247.57016714193 0.42 0.4 0.055 4.44 0.126870353210328 315.839781333532 0.819821085120065 25.893211225694 623.785083570967 0.00977139627453378 0.010217806 1.12404790211799 25.893211225694 0.00745898749023352 0.403965024292912 0.658489779418898 0.0138467526479274 -0.00638776515769388
"502" "sbec" "SHOREABECCARINA_Sbec" "D" 9 0 4.9 340 7 3386.82807498373 2469.54107483266 0.41 0.42 0.037 5.37 0.178408667360654 630.694241151533 0.279515328440415 17.6288707960949 1234.77053741633 0.00301020484623098 0.012151846 1.37144026859858 17.6288707960949 0.00237635390856258 0.456540990441651 0.632540309951155 0.00323018376090687 -0.000853829852344286
"503" "sbec" "Sbec_Sfr" "D" 0 0 3.11 229 3 517.026371598811 1033.67459500345 0.41 0.42 0.037 5.37 0.244371155238367 96.280516126408 1.53994587634558 14.8266783781286 516.837297501726 0.00956127499592351 0.14592827 0.500182914524551 14.8266783781286 0.00623531785128957 0.217433985023451 0.800206854216546 0.00323018376090687 0.0030051340903827
"504" "dry" "DL_m_2" "D" 3 0 5.04 651 8 2240.54778195135 3029.80588305592 0.59 0.42 0.0372 5.43 0.111796607102532 412.623900911851 0.997948230621769 41.1777291827233 1514.90294152796 0.00781308652133245 0.087440581 0.73950208971523 41.1777291827234 0.00605226942059835 0.329313905726085 0.506082068307935 0.00485143318773572 0.00120083623286263
"505" "sbec" "SHOREABECCARINA_Sbec" "D" 6 0 4.02 389 5 1695.11863085286 2319.6730807704 0.41 0.42 0.037 5.37 0.1203408250506 315.664549507051 0.46863678888087 14.7932020844511 1159.8365403852 0.00368467485912734 0.040704031 0.730757555840536 14.793202084451 0.0027791357414797 0.318454702785609 0.563941029070915 0.00323018376090687 -0.000451048019427166
"506" "ssmi" "Ssmi_Tawau" "D" 18 0 5.35 370 6 3419.56574709775 2799.79907679672 0.31 0.37 0.0293 4.63 0.0602320814759429 738.567116003834 0.348585933295821 25.7454107433799 1399.89953839836 0.00413955628466551 0.085883457 1.22136112388826 25.7454107433799 0.00298791133859271 0.396861381263606 0.856189833575649 0.0082218511221437 -0.00523393978355099
"512" "slep" "8Q_Slep_4" "D" 0 0 5.42 435 13 5177.84125992024 1904.68680652306 0.42 0.4 0.055 4.44 0.184179365652902 1166.180463946 2.47295492851168 288.391172584929 952.34340326153 0.0407186769864441 -0.048594116 2.718473841572 288.39117258493 0.033948849090224 0.609525423301231 0.741510496486552 0.0138467526479274 0.0201020964422966
"513" "slep" "8Pslep_2" "D" 9 0 4.4 380 5 660.631351821891 900.157605521356 0.42 0.4 0.055 4.44 0.146119912171177 148.79084500493 1.32739991892447 19.7504955596248 450.078802760678 0.012654174330682 -0.028214038 0.733906315704864 19.7504955596248 0.0085400383986911 0.285654458385921 0.835303770676325 0.0138467526479274 -0.0053067142492363
"515" "slep" "12I_Slep_3" "D" 9 0 4.65 485 7 1367.48686375256 1403.7076672482 0.42 0.4 0.055 4.44 0.175296953488601 307.992536881207 1.19505777485791 36.8068875798098 701.853833624098 0.0132819573537906 -0.059299727 0.974196334222036 36.8068875798098 0.00978218520820275 0.36343767839663 0.70630817075905 0.0138467526479274 -0.00406456743972465
"516" "sxan" "Sxan_1" "D" 6 0 2.46 161 4 710.856115298114 251.98839762511 0.51 0.57 0.006 6.96 0.0741961114008679 102.134499324442 -0.0644562670997668 -0.658320856855716 125.994198812555 -0.000683724991958499 0.046839763 2.82098748195413 -0.658320856855716 -0.000476019019222345 0.514006243746546 1.66724834450626 0.00327295019169622 -0.00374896921091856
"520" "ssem" "SS" "D" 6 0 2.17 111 7 675.377913440773 214.880710342572 0.72 0.5 0.014 5.16 0.317191143988082 130.887192527282 0.659605095461152 8.63338591215998 107.440355171286 0.00969761559339977 0.115695793 3.14303648924121 8.63338591215997 0.00628404257262548 0.491592013128364 2.25055088668 0.0056898425264925 0.000594200046132982
"521" "pmal" "Pmal_Tawau" "D" 6 0 4.41 411 7 2217.85005180176 1655.04716273012 0.39 0.49 0.0313 4.96 0.100350749846619 447.147187863257 0.593980477837646 26.5596700310777 827.523581365059 0.00685782982605906 0.121077704 1.34005247810779 26.5596700310778 0.00507450810452089 0.423743896264942 0.822358803611138 0.00610245022553465 -0.00102794212101376
"522" "spar" "SP_m_5" "D" 3 0 3.13 371 6 2430.28829605657 1821.36567738739 0.36 0.39 0.0423 4.81 -0.0752713026837445 505.257442007603 0.943588655920506 47.6755190597787 910.682838693697 0.0112134052671178 0.07920354 1.33432200146795 47.6755190597787 0.00751955441231901 0.383313814725445 1.14669524917219 0.00640743154576376 0.00111212286655525
"523" "dry" "DL_m_6" "D" 12 0 4.04 256 7 847.773282408008 735.338808906426 0.59 0.42 0.0372 5.43 -0.0235829413265198 156.127676318233 0.416496815664392 6.50266800236251 367.669404453213 0.00410752216348966 0.021451991 1.15290159058624 6.50266800236252 0.00285628533442385 0.372382903844791 0.943109474053741 0.00485143318773572 -0.00199514785331187
"525" "slep" "12H_Slep_8" "D" 12 0 4.61 340 7 1126.0829653947 932.323058279907 0.42 0.4 0.055 4.44 -0.0577622896765938 253.622289503311 1.04314249877848 26.4564188818402 466.161529139954 0.0128528670133849 0.019276641 1.20782485791167 26.4564188818403 0.00922041510207427 0.392454943606927 0.869789216231309 0.0138467526479274 -0.00462633754585313
"526" "slep" "12I_Slep_3" "D" 21 0 4.05 301 4 418.807380216623 612.603959381226 0.42 0.4 0.055 4.44 -0.073585622518413 94.3259865352754 0.776990259824586 7.3290372786254 306.301979690613 0.00710583352853481 0.01577381 0.683651115542329 7.32903727862541 0.00449847232958658 0.257058784081458 0.975861641375134 0.0138467526479274 -0.00934828031834082
"528" "ssmi" "Ssmi_m_2" "D" 0 0 2.9 301 4 2191.45714019858 996.053451237025 0.31 0.37 0.0293 4.63 0.14597914202568 473.316876932739 2.02052940947532 95.635066984361 498.026725618512 0.0300030585753406 -0.000814280999999972 2.20014010039015 95.6350669843609 0.020879570668237 0.47845090371162 1.39832566343721 0.0082218511221437 0.0126577195460933
"530" "dry" "DL_Tawau" "D" 0 0 3.6 331 5 557.52275765376 731.442802970925 0.59 0.42 0.0372 5.43 0.00011164203462826 102.674541004376 1.80351807219914 18.5175390256143 365.721401485463 0.0143662015427627 0.019898105 0.762223314508328 18.5175390256143 0.00960050005004913 0.289050140807298 0.874770088710533 0.00485143318773572 0.00474906686231341
"532" "ptom" "Ptom_1_RDC" "D" 0 0 3.47 225 5 897.06812750436 461.292145139502 0.31 0.52 0.0262 4.92 0.0714782960266712 182.330920224464 1.55209943631583 28.2995718503337 230.646072569751 0.0208336274405703 -0.050921535 1.94468546008533 28.2995718503336 0.0151860231064369 0.481381746140047 1.09511346390538 0.0062039963071807 0.0089820267992562
"533" "ssem" "SS" "D" 0 0 2.6 180 5 399.928566150098 319.48928924171 0.72 0.5 0.014 5.16 0.0984351956331841 77.5055360756005 1.69139433529757 13.1092424672472 159.744644620855 0.0182220143258853 -0.00928670999999998 1.25177456527355 13.1092424672472 0.0104102678617143 0.317589937753902 1.68970599335656 0.0056898425264925 0.0047204253352218
