"index" "site" "blockN" "blockL" "plot" "sp" "sdlrep" "wl" "origin" "mother" "name" "poss" "x" "y" "ztopo" "per.water.feb" "per.water.mar" "per.water.may" "light" "sand" "time" "mortality" "f.time" "height" "dia" "Tbio" "cdia" "rgr" "flood" "wden"
"111" 1665 "A1" 1 "a" 1 "Slep" 4 "L" "All" "12HSlep8a" "fSlep4" 47 200 240 25.8533333333333 31.195153385 22.6 NA 32 53.849 0 0 "0" NA NA 28.8426479933425 3.03 NA NA "Slep"
"112" 1313 "A1" 1 "a" 1 "Swal" 3 "L" NA "Swal1" "Swal3" 48 200 280 24.6533333333333 31.195153385 22.6 NA 32 53.849 0 0 "0" NA NA 51.0222921276865 4.03 NA NA "Swal"
"113" 673 "A1" 1 "a" 1 "Spar" 2 "L" "Mud" "Spar1RDC" "bSpar2" 49 240 0 23.0533333333333 31.195153385 22.6 NA 32 53.849 0 0 "0" NA NA 18.3984232164833 2.42 NA NA "Spar"
"114" 993 "A1" 1 "a" 1 "Smac" 2 "L" "Mud" "Smac1" "Smac2" 50 240 40 23.6533333333333 31.195153385 22.6 NA 32 53.849 0 0 "0" NA NA 14.2530917100715 2.13 NA NA "Smac"
"115" 1473 "A1" 1 "a" 1 "Sbec" 3 "L" "Mud" "Sbec1" "Sbec3" 51 240 80 21.8533333333333 31.195153385 22.6 NA 32 53.849 0 0 "0" NA NA 17.4974144434337 2.36 NA NA "Sbec"
"116" 1409 "A1" 1 "a" 1 "Dry" 3 "L" NA "Dry1" "Dry3" 52 240 120 22.9533333333333 31.195153385 22.6 NA 32 53.849 0 0 "0" NA NA 16.1883127846828 2.27 NA NA "Dry"
"117" 33 "A1" 1 "a" 1 "Pmal" 1 "L" "Mud" "9PmalRDC1m" "aPmal1" 53 240 160 23.8533333333333 31.195153385 22.6 NA 32 53.849 0 0 "0" NA NA 9.62112750161874 1.75 NA NA "Pmal"
"118" 1633 "A1" 1 "a" 1 "Ssmi" 4 "L" "All" "Ssmi5a" "eSsmi4" 54 240 200 25.2533333333333 31.195153385 22.6 NA 32 53.849 0 0 "0" NA NA 47.2947924442022 3.88 NA NA "Ssmi"
"119" 801 "A1" 1 "a" 1 "Swal" 2 "L" NA "Swal1" "Swal2" 55 240 240 22.7533333333333 31.195153385 22.6 NA 32 53.849 0 0 "0" NA NA 82.9996212707809 5.14 NA NA "Swal"
"120" 1057 "A1" 1 "a" 1 "Pmal" 3 "L" "All" "9LPmal9a" "ePmal3" 56 240 280 22.3533333333333 31.195153385 22.6 NA 32 53.849 0 0 "0" NA NA 11.5811671581934 1.92 NA NA "Pmal"
"121" 417 "A1" 1 "a" 1 "Sgib" 1 "L" "Mud" "Sgib1" "Sgib1" 57 280 0 21.1533333333333 31.195153385 22.6 NA 32 53.849 0 0 "0" NA NA 5.7255526111674 1.35 NA NA "Sgib"
"122" 65 "A1" 1 "a" 1 "Ptom" 1 "L" "Mud" "9IPtom5m" "aPtom1" 58 280 40 22.3533333333333 31.195153385 22.6 NA 32 53.849 0 0 "0" NA NA 28.4631436007889 3.01 NA NA "Ptom"
"123" 1441 "A1" 1 "a" 1 "Sgib" 3 "L" "Mud" "Sgib1" "Sgib3" 59 280 80 19.9533333333333 31.195153385 22.6 NA 32 53.849 0 0 "0" NA NA 3.80132711084365 1.1 NA NA "Sgib"
"124" 2017 "A1" 1 "a" 1 "Smac" 4 "L" "Mud" "Smac1" "Smac4" 60 280 120 21.6533333333333 31.195153385 22.6 NA 32 53.849 0 0 "0" NA NA 24.1051262717291 2.77 NA NA "Smac"
"125" 897 "A1" 1 "a" 1 "Dry" 2 "L" NA "Dry1" "Dry2" 61 280 160 22.9533333333333 31.195153385 22.6 NA 32 53.849 0 0 "0" NA NA 22.3960998681763 2.67 NA NA "Dry"
"126" 737 "A1" 1 "a" 1 "Smec" 2 "L" "All" "Smec1" "Smec2" 62 280 200 21.4533333333333 31.195153385 22.6 NA 32 53.849 0 0 "0" NA NA 65.6118484109575 4.57 NA NA "Smec"
"127" 129 "A1" 1 "a" 1 "Slep" 1 "L" "Mud" "Slep1RDCm" "dSlep1" 63 280 240 20.1533333333333 31.195153385 22.6 NA 32 53.849 0 0 "0" NA NA 8.76158775159657 1.67 NA NA "Slep"
"128" 833 "A1" 1 "a" 1 "Ssem" 2 "L" "All" "Ssem1" "Ssem2" 64 280 280 18.3533333333333 31.195153385 22.6 NA 32 53.849 0 0 "0" NA NA 16.4748260346902 2.29 NA NA "Ssem"
"129" 1762 "A1" 2 "b" 3 "Smec" 4 "H" "All" "Smec1" "Smac4" 1 0 0 99.5266666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 25.6969712693031 2.86 NA NA "Smec"
"130" 1314 "A1" 2 "b" 3 "Swal" 3 "H" NA "Swal1" "Swal3" 2 0 40 100.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 70.8821842466197 4.75 NA NA "Swal"
"131" 1858 "A1" 2 "b" 3 "Ssem" 4 "H" "All" "Ssem1" "Ssem4" 3 0 80 116.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 21.237166338267 2.6 NA NA "Ssem"
"132" 738 "A1" 2 "b" 3 "Smec" 2 "H" "All" "Smec1" "Smec2" 4 0 120 115.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 122.718463030851 6.25 NA NA "Smec"
"133" 1954 "A1" 2 "b" 3 "Sgib" 4 "H" "Mud" "Sgib1" "Sgib4" 5 0 160 115.526666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 6.88134454842308 1.48 NA NA "Sgib"
"134" 706 "A1" 2 "b" 3 "Sacu" 2 "H" "Mud" "8MSacu2" "aSacu2" 6 0 200 113.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 5.7255526111674 1.35 NA NA "Sacu"
"135" 1346 "A1" 2 "b" 3 "Ssem" 3 "H" "All" "Ssem1" "Ssem3" 7 0 240 114.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 13.0740519871793 2.04 NA NA "Ssem"
"136" 994 "A1" 2 "b" 3 "Smac" 2 "H" "Mud" "Smac1" "Smac2" 8 0 280 115.526666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 31.9691610021951 3.19 NA NA "Smac"
"137" 1538 "A1" 2 "b" 3 "Sxan" 4 "H" "All" "11HSxan1a" "iSxan4" 9 40 0 113.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 42.5447043519744 3.68 NA NA "Sxan"
"138" 322 "A1" 2 "b" 3 "Ssem" 1 "H" "All" "Ssem1" "Ssem1" 10 40 40 115.326666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 20.4282062299676 2.55 NA NA "Ssem"
"139" 1154 "A1" 2 "b" 3 "Slep" 3 "H" "All" "8PSlep2a" "eSlep3" 11 40 80 118.526666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 33.7985104043804 3.28 NA NA "Slep"
"140" 1090 "A1" 2 "b" 3 "Ptom" 3 "H" "All" "8LPtom6a" "gPtom3" 12 40 120 116.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 13.854423602331 2.1 NA NA "Ptom"
"141" 1602 "A1" 2 "b" 3 "Ptom" 4 "H" "All" "PtomRDC1a" "ePtom4" 13 40 160 115.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 14.9301049269201 2.18 NA NA "Ptom"
"142" 642 "A1" 2 "b" 3 "Slep" 2 "H" "Mud" "9PSlep2m" "aSlep2" 14 40 200 115.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 20.7499053176952 2.57 NA NA "Slep"
"143" 834 "A1" 2 "b" 3 "Ssem" 2 "H" "All" "Ssem1" "Ssem2" 15 40 240 114.526666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 19.166542620286 2.47 NA NA "Ssem"
"144" 1730 "A1" 2 "b" 3 "Sacu" 4 "H" "Mud" "9OSacu3" "bSacu4" 16 40 280 117.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 6.78866756514218 1.47 NA NA "Sacu"
"145" 162 "A1" 2 "b" 3 "Spar" 1 "H" "Mud" "9QSpar10" "aSpar1" 17 80 0 117.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 14.9301049269201 2.18 NA NA "Spar"
"146" 866 "A1" 2 "b" 3 "Spau" 2 "H" NA "Spau1" "Spau2" 18 80 40 116.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 18.2466842913149 2.41 NA NA "Spau"
"147" 258 "A1" 2 "b" 3 "Sfal" 1 "H" "Mud" "Sfal1" "Sfal1" 19 80 80 114.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 7.25833566685386 1.52 NA NA "Sfal"
"148" 290 "A1" 2 "b" 3 "Swal" 1 "H" NA "Swal1" "Swal1" 20 80 120 118.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 40.9415496208475 3.61 NA NA "Swal"
"149" 1186 "A1" 2 "b" 3 "Spar" 3 "H" "Mud" "9PSpar2" "cSpar3" 21 80 160 117.826666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 8.76158775159657 1.67 NA NA "Spar"
"150" 1026 "A1" 2 "b" 3 "Sxan" 3 "H" "All" "Sxan2OUa" "gSxan3" 22 80 200 118.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 53.0680972637042 4.11 NA NA "Sxan"
"151" 386 "A1" 2 "b" 3 "Dry" 1 "H" NA "Dry1" "Dry1" 23 80 240 117.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 12.8189546637078 2.02 NA NA "Dry"
"152" 1698 "A1" 2 "b" 3 "Spar" 4 "H" "Mud" "9QSpar10" "aSpar4" 24 80 280 117.826666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 12.4410210674809 1.99 NA NA "Spar"
"153" 1986 "A1" 2 "b" 3 "Sbec" 4 "H" "Mud" "Sbec1" "Sbec4" 25 120 0 114.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 20.7499053176952 2.57 NA NA "Sbec"
"154" 578 "A1" 2 "b" 3 "Ptom" 2 "H" "Mud" "9IPtom5m" "aPtom2" 26 120 40 117.826666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 12.1922069293166 1.97 NA NA "Ptom"
"155" 66 "A1" 2 "b" 3 "Ptom" 1 "H" "Mud" "Ptom3RCDm" "cPtom1" 27 120 80 115.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 34.8368067763919 3.33 NA NA "Ptom"
"156" 1250 "A1" 2 "b" 3 "Smec" 3 "H" "All" "Smec1" "Smec3" 28 120 120 117.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 76.6661704811439 4.94 NA NA "Smec"
"157" 450 "A1" 2 "b" 3 "Sbec" 1 "H" "Mud" "Sbec1" "Sbec1" 29 120 160 116.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 24.8063297520104 2.81 NA NA "Sbec"
"158" 1570 "A1" 2 "b" 3 "Pmal" 4 "H" "All" "9JPmal1a" "hPmal4" 30 120 200 115.426666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 15.9043128087983 2.25 NA NA "Pmal"
"159" 1826 "A1" 2 "b" 3 "Swal" 4 "H" NA "Swal1" "Swal4" 31 120 240 116.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 72.6842017927188 4.81 NA NA "Swal"
"160" 770 "A1" 2 "b" 3 "Sfal" 2 "H" "Mud" "Sfal1" "Sfal2" 32 120 280 114.526666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 6.9746498502347 1.49 NA NA "Sfal"
"161" 1218 "A1" 2 "b" 3 "Sacu" 3 "H" "Mud" "9OSacu3" "bSacu3" 33 160 0 120.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 13.3316625847736 2.06 NA NA "Sacu"
"162" 674 "A1" 2 "b" 3 "Spar" 2 "H" "Mud" "Spar1RDC" "bSpar2" 34 160 40 120.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 15.9043128087983 2.25 NA NA "Spar"
"163" 514 "A1" 2 "b" 3 "Sxan" 2 "H" "Mud" "8MSxan9m" "bSxan2" 35 160 80 119.526666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 9.0792027688745 1.7 NA NA "Sxan"
"164" 1506 "A1" 2 "b" 3 "Smac" 3 "H" "Mud" "Smac1" "Smac3" 36 160 120 118.326666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 34.6278908649281 3.32 NA NA "Smac"
"165" 898 "A1" 2 "b" 3 "Dry" 2 "H" NA "Dry1" "Dry2" 37 160 160 117.526666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 33.1830724035422 3.25 NA NA "Dry"
"166" 930 "A1" 2 "b" 3 "Sgib" 2 "H" "Mud" "Sgib1" "Sgib2" 38 160 200 117.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 6.60519855417254 1.45 NA NA "Sgib"
"167" 1410 "A1" 2 "b" 3 "Dry" 3 "H" NA "Dry1" "Dry3" 39 160 240 117.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 21.237166338267 2.6 NA NA "Dry"
"168" 1442 "A1" 2 "b" 3 "Sgib" 3 "H" "Mud" "Sgib1" "Sgib3" 40 160 280 121.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 6.88134454842308 1.48 NA NA "Sgib"
"169" 354 "A1" 2 "b" 3 "Spau" 1 "H" NA "Spau1" "Spau1" 41 200 0 121.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 18.2466842913149 2.41 NA NA "Spau"
"170" 2 "A1" 2 "b" 3 "Sxan" 1 "H" "Mud" "8LSxan10m" "cSxan1" 42 200 40 121.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 20.4282062299676 2.55 NA NA "Sxan"
"171" 1890 "A1" 2 "b" 3 "Spau" 4 "H" NA "Spau1" "Spau4" 43 200 80 120.226666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 18.0955736846772 2.4 NA NA "Spau"
"172" 226 "A1" 2 "b" 3 "Smec" 1 "H" "All" "Smec1" "Smec1" 44 200 120 121.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 88.2473376393373 5.3 NA NA "Smec"
"173" 482 "A1" 2 "b" 3 "Smac" 1 "H" "Mud" "Smac1" "Smac1" 45 200 160 121.326666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 28.0861524823581 2.99 NA NA "Smac"
"174" 1474 "A1" 2 "b" 3 "Sbec" 3 "H" "Mud" "Sbec1" "Sbec3" 46 200 200 125.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 12.6923484797681 2.01 NA NA "Sbec"
"175" 1634 "A1" 2 "b" 3 "Ssmi" 4 "H" "All" "Ssmi3a" "dSsmi4" 47 200 240 126.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 21.0741176795457 2.59 NA NA "Ssmi"
"176" 546 "A1" 2 "b" 3 "Pmal" 2 "H" "Mud" "9LPmal7m" "cPmal2" 48 200 280 122.526666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 22.9022104446696 2.7 NA NA "Pmal"
"177" 962 "A1" 2 "b" 3 "Sbec" 2 "H" "Mud" "Sbec1" "Sbec2" 49 240 0 123.526666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 47.7836242611007 3.9 NA NA "Sbec"
"178" 802 "A1" 2 "b" 3 "Swal" 2 "H" NA "Swal1" "Swal2" 50 240 40 123.526666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 34.2119439975928 3.3 NA NA "Swal"
"179" 1666 "A1" 2 "b" 3 "Slep" 4 "H" "All" "12HSlep8a" "fSlep4" 51 240 80 124.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 14.5220120412188 2.15 NA NA "Slep"
"180" 1378 "A1" 2 "b" 3 "Spau" 3 "H" NA "Spau1" "Spau3" 52 240 120 129.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 24.9832014184075 2.82 NA NA "Spau"
"181" 194 "A1" 2 "b" 3 "Sacu" 1 "H" "Mud" "8MSacu2" "aSacu1" 53 240 160 121.126666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 4.752915525616 1.23 NA NA "Sacu"
"182" 98 "A1" 2 "b" 3 "Ssmi" 1 "H" "Mud" "Ssmi2m" "aSsmi1" 54 240 200 123.326666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 56.2122031914168 4.23 NA NA "Ssmi"
"183" 610 "A1" 2 "b" 3 "Ssmi" 2 "H" "Mud" "9HSsmi4m" "cSsmi2" 55 240 240 125.126666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 42.776239730544 3.69 NA NA "Ssmi"
"184" 34 "A1" 2 "b" 3 "Pmal" 1 "H" "Mud" "8MPmal8m" "dPmal1" 56 240 280 123.826666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 27.1546702605687 2.94 NA NA "Pmal"
"185" 1122 "A1" 2 "b" 3 "Ssmi" 3 "H" "All" "Ssmi5a" "eSsmi3" 57 280 0 123.526666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 22.7328786006411 2.69 NA NA "Ssmi"
"186" 130 "A1" 2 "b" 3 "Slep" 1 "H" "Mud" "8PSlep4m" "bSlep1" 58 280 40 123.526666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 16.9093082986817 2.32 NA NA "Slep"
"187" 1794 "A1" 2 "b" 3 "Sfal" 4 "H" "Mud" "Sfal1" "Sfal4" 59 280 80 119.526666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 11.3411494794592 1.9 NA NA "Sfal"
"188" 1058 "A1" 2 "b" 3 "Pmal" 3 "H" "All" "9LPmal9a" "ePmal3" 60 280 120 119.226666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 18.8574099031727 2.45 NA NA "Pmal"
"189" 1922 "A1" 2 "b" 3 "Dry" 4 "H" NA "Dry1" "Dry4" 61 280 160 120.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 16.1883127846828 2.27 NA NA "Dry"
"190" 418 "A1" 2 "b" 3 "Sgib" 1 "H" "Mud" "Sgib1" "Sgib1" 62 280 200 122.326666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 5.06707479097498 1.27 NA NA "Sgib"
"191" 2018 "A1" 2 "b" 3 "Smac" 4 "H" "Mud" "Smac1" "Smec4" 63 280 240 124.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 30.3857983047858 3.11 NA NA "Smac"
"192" 1282 "A1" 2 "b" 3 "Sfal" 3 "H" "Mud" "Sfal1" "Sfal3" 64 280 280 126.026666666667 17.062380405 15.75 22.8 26 43.363 0 0 "0" NA NA 13.9866846530471 2.11 NA NA "Sfal"
"193" 1970 "A1" 2 "b" 4 "Sgib" 4 "L" "Mud" "Sgib1" "Sgib4" 1 0 0 22.7266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 8.34689752132272 1.63 NA NA "Sgib"
"194" 1458 "A1" 2 "b" 4 "Sgib" 3 "L" "Mud" "Sgib1" "Sgib3" 2 0 40 21.7266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 3.52989350557349 1.06 NA NA "Sgib"
"195" 1746 "A1" 2 "b" 4 "Sacu" 4 "L" "Mud" "9OSacu3" "bSacu4" 3 0 80 22.7266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 5.30929158456675 1.3 NA NA "Sacu"
"196" 626 "A1" 2 "b" 4 "Ssmi" 2 "L" "Mud" "Ssmi2m" "aSsmi2" 4 0 120 18.3266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 67.6372331947268 4.64 NA NA "Ssmi"
"197" 210 "A1" 2 "b" 4 "Sacu" 1 "L" "Mud" "8MSacu2" "aSacu1" 5 0 160 15.7266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 4.90873852123405 1.25 NA NA "Sacu"
"198" 1778 "A1" 2 "b" 4 "Smec" 4 "L" "All" "Smec1" "Smec4" 6 0 200 16.7266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 63.0530211946086 4.48 NA NA "Smec"
"199" 1586 "A1" 2 "b" 4 "Pmal" 4 "L" "All" "AllPmal1a" "fPmal4" 7 0 240 17.2266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 9.9538221636339 1.78 NA NA "Pmal"
"200" 1106 "A1" 2 "b" 4 "Ptom" 3 "L" "All" "Allptom4a" "hPtom3" 8 0 280 18.2266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 46.3246686327737 3.84 NA NA "Ptom"
"201" 114 "A1" 2 "b" 4 "Ssmi" 1 "L" "Mud" "9HSsmi4m" "cSsmi1" 9 40 0 24.7266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 53.0680972637042 4.11 NA NA "Ssmi"
"202" 306 "A1" 2 "b" 4 "Swal" 1 "L" NA "Swal1" "Swal1" 10 40 40 20.1266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 31.9691610021951 3.19 NA NA "Swal"
"203" 562 "A1" 2 "b" 4 "Pmal" 2 "L" "Mud" "9PmalRDC1m" "aPmal2" 11 40 80 20.4266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 34.2119439975928 3.3 NA NA "Pmal"
"204" 274 "A1" 2 "b" 4 "Sfal" 1 "L" "Mud" "Sfal1" "Sfal1" 12 40 120 17.0266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 8.97270277791781 1.69 NA NA "Sfal"
"205" 530 "A1" 2 "b" 4 "Sxan" 2 "L" "Mud" "8LSxan10m" "cSxan2" 13 40 160 16.1266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 19.166542620286 2.47 NA NA "Sxan"
"206" 1170 "A1" 2 "b" 4 "Slep" 3 "L" "All" "8PSlep2a" "eSlep3" 14 40 200 16.3266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 23.5858210060907 2.74 NA NA "Slep"
"207" 914 "A1" 2 "b" 4 "Dry" 2 "L" NA "Dry1" "Dry2" 15 40 240 16.3266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 9.84229562443146 1.77 NA NA "Dry"
"208" 658 "A1" 2 "b" 4 "Slep" 2 "L" "Mud" "Slep1RDCm" "dSlep2" 16 40 280 15.7266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 6.88134454842308 1.48 NA NA "Slep"
"209" 786 "A1" 2 "b" 4 "Sfal" 2 "L" "Mud" "Sfal1" "Sfal2" 17 80 0 23.5266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 6.9746498502347 1.49 NA NA "Sfal"
"210" 1426 "A1" 2 "b" 4 "Dry" 3 "L" NA "Dry1" "Dry3" 18 80 40 20.7266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 10.9858353503381 1.87 NA NA "Dry"
"211" 82 "A1" 2 "b" 4 "Ptom" 1 "L" "Mud" "PtomRDC2m" "bPtom1" 19 80 80 20.5266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 8.97270277791781 1.69 NA NA "Ptom"
"212" 1394 "A1" 2 "b" 4 "Spau" 3 "L" NA "Spau1" "Spau3" 20 80 120 18.2266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 18.0955736846772 2.4 NA NA "Spau"
"213" 1842 "A1" 2 "b" 4 "Swal" 4 "L" NA "Swal1" "Swal4" 21 80 160 16.0266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 49.7640842699238 3.98 NA NA "Swal"
"214" 2034 "A1" 2 "b" 4 "Smac" 4 "L" "Mud" "Smac1" "Smac4" 22 80 200 15.7266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 29.0333426674154 3.04 NA NA "Smac"
"215" 338 "A1" 2 "b" 4 "Ssem" 1 "L" "All" "Ssem1" "Ssem1" 23 80 240 15.6266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 20.4282062299676 2.55 NA NA "Ssem"
"216" 882 "A1" 2 "b" 4 "Spau" 2 "L" NA "Spau1" "Spau2" 24 80 280 19.2266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 11.7021184753566 1.93 NA NA "Spau"
"217" 1234 "A1" 2 "b" 4 "Sacu" 3 "L" "Mud" "9OSacu3" "bSacu3" 25 120 0 23.7266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 6.06987116600084 1.39 NA NA "Sacu"
"218" 370 "A1" 2 "b" 4 "Spau" 1 "L" NA "Spau1" "Spau1" 26 120 40 21.7266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 18.8574099031727 2.45 NA NA "Spau"
"219" 1810 "A1" 2 "b" 4 "Sfal" 4 "L" "Mud" "Sfal1" "Sfal4" 27 120 80 21.6266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 10.0659770213671 1.79 NA NA "Sfal"
"220" 498 "A1" 2 "b" 4 "Smac" 1 "L" "Mud" "Smac1" "Smac1" 28 120 120 20.2266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 36.7453243134477 3.42 NA NA "Smac"
"221" 1554 "A1" 2 "b" 4 "Sxan" 4 "L" "All" "9KSxan2a" "hSxan4" 29 120 160 17.8266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 14.2530917100715 2.13 NA NA "Sxan"
"222" 1618 "A1" 2 "b" 4 "Ptom" 4 "L" "All" "PtomRDC4a" "fPtom4" 30 120 200 16.2266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 28.0861524823581 2.99 NA NA "Ptom"
"223" 1202 "A1" 2 "b" 4 "Spar" 3 "L" "Mud" "9PSpar2" "cSpar3" 31 120 240 17.2266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 13.5917864564909 2.08 NA NA "Spar"
"224" 850 "A1" 2 "b" 4 "Ssem" 2 "L" "All" "Ssem1" "Ssem2" 32 120 280 16.8266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 54.8911634805823 4.18 NA NA "Ssem"
"225" 50 "A1" 2 "b" 4 "Pmal" 1 "L" "Mud" "8LPmal9m" "bPmal1" 33 160 0 21.7266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 13.4614103613669 2.07 NA NA "Pmal"
"226" 946 "A1" 2 "b" 4 "Sgib" 2 "L" "Mud" "Sgib1" "Sgib2" 34 160 40 21.2266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 6.24580035460187 1.41 NA NA "Sgib"
"227" 242 "A1" 2 "b" 4 "Smec" 1 "L" "All" "Smec1" "Smec1" 35 160 80 22.6266666666667 27.593180255 24.05 NA 23 49.024 0 0 "0" NA NA 97.1179386560134 5.56 NA NA "Smec"
