"index" "site" "blockN" "blockL" "plot" "sp" "sdlrep" "wl" "origin" "mother" "name" "poss" "x" "y" "ztopo" "per.water.feb" "per.water.mar" "per.water.may" "light" "sand" "time" "mortality" "f.time" "height" "dia" "Tbio" "cdia" "rgr" "flood" "wden"
"5157" 1529 "A2" 1 "i" 18 "Smac" 3 "H" "Mud" "Smac1" "Smac3" 37 160 160 121.493333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 120 4.26957843352245 83.1604708146447 5.14497813406432 1.15418275438663 "dry" "Smac"
"5158" 1113 "A2" 1 "i" 18 "Ptom" 3 "H" "All" "PtomRDC1a" "ePtom3" 38 160 200 119.993333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 163 2.81936162987298 57.146198687329 4.26499706916664 1.10493799811475 "dry" "Ptom"
"5159" 409 "A2" 1 "i" 18 "Dry" 1 "H" NA "Dry1" "Dry1" 39 160 240 119.893333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 162 2.27921038958671 30.9720194939457 3.1398566846275 0.869567469497866 "dry" "Dry"
"5160" 249 "A2" 1 "i" 18 "Smec" 1 "H" "All" "Smec1" "Smec1" 40 160 280 121.493333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 123 5.23919841197105 161.047778360239 7.15982541686597 1.41642942695053 "dry" "Smec"
"5161" 1881 "A2" 1 "i" 18 "Ssem" 4 "H" "All" "Ssem1" "Ssem4" 41 200 0 118.893333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 265 3.97988693306732 47.6328278137284 3.89384129106465 0.898978345445138 "dry" "Ssem"
"5162" 473 "A2" 1 "i" 18 "Sbec" 1 "H" "Mud" "Sbec1" "Sbec1" 42 200 40 121.193333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 134 3.27084087047964 53.1934468105824 4.11485115162141 1.01958696173326 "dry" "Sbec"
"5163" 505 "A2" 1 "i" 18 "Smac" 1 "H" "Mud" "Smac1" "Smac1" 43 200 80 118.493333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 160 3.58491283018151 45.7233677988766 3.81499672345862 0.913361753010425 "dry" "Smac"
"5164" 1689 "A2" 1 "i" 18 "Slep" 4 "H" "All" "12HSlep8a" "fSlep4" 44 200 120 120.393333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 80 2.81545733407558 51.0219779684211 4.02998759303301 1.04872172675017 "dry" "Slep"
"5165" 1337 "A2" 1 "i" 18 "Swal" 3 "H" NA "Swal1" "Swal3" 45 200 160 120.093333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 167 5.14952424987008 95.1996821817315 5.5048160732217 1.15932191484342 "dry" "Swal"
"5166" 1977 "A2" 1 "i" 18 "Sgib" 4 "H" "Mud" "Sgib1" "Sgib4" 46 200 200 116.193333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 151 1.3799637676403 7.21058345851929 1.51499174915245 0.308057578345403 "dry" "Sgib"
"5167" 2041 "A2" 1 "i" 18 "Smac" 4 "H" "Mud" "Smac1" "Smac4" 47 200 240 117.393333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 300 3.52998583566563 13.2983617026456 2.0574255758107 0.301024194643445 "dry" "Smac"
"5168" 1945 "A2" 1 "i" 18 "Dry" 4 "H" NA "Dry1" "Dry4" 48 200 280 118.293333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 245 3.0646696396186 28.9315550654391 3.03466637375511 0.736788232597719 "dry" "Dry"
"5169" 857 "A2" 1 "i" 18 "Ssem" 2 "H" "All" "Ssem1" "Ssem2" 49 240 0 119.093333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 282 2.7774448689398 32.1384928462236 3.1984371183439 0.822151825592414 "dry" "Ssem"
"5170" 377 "A2" 1 "i" 18 "Spau" 1 "H" NA "Spau1" "Spau1" 50 240 40 116.893333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 188 2.89998275856944 28.652267478535 3.01998344366323 0.750349751923074 "dry" "Spau"
"5171" 1145 "A2" 1 "i" 18 "Ssmi" 3 "H" "All" "Ssmi4a" "fSsmi3" 51 240 80 116.893333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 176 3.0299834983049 41.968536259306 3.65499658002576 0.926576099703019 "dry" "Ssmi"
"5172" 1049 "A2" 1 "i" 18 "Sxan" 3 "H" "All" "Sxan2OUa" "gSxan3" 52 240 120 118.293333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 287 3.9135917007271 43.2126069501276 3.70877338213054 0.855882681893346 "dry" "Sxan"
"5173" 761 "A2" 1 "i" 18 "Smec" 2 "H" "All" "Smec1" "Smec2" 53 240 160 117.693333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 202 4.27499707602239 94.4871689678973 5.48417724002425 1.21760594118469 "dry" "Smec"
"5174" 1593 "A2" 1 "i" 18 "Pmal" 4 "H" "All" "12HPmal1a" "gPmal4" 54 240 200 113.893333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 300 1.93997422663292 11.7608662579787 1.93483849455194 0.439132295068407 "dry" "Pmal"
"5175" 185 "A2" 1 "i" 18 "Spar" 1 "H" "Mud" "9QSpar10" "aSpar1" 55 240 240 113.893333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 91 2.11499408982626 22.7325644413757 2.68998141257519 0.739850277737875 "dry" "Spar"
"5176" 441 "A2" 1 "i" 18 "Sgib" 1 "H" "Mud" "Sgib1" "Sgib1" 56 240 280 117.193333333333 31.55897857 12.35 30.2 28 87.436 6 NA "6" 205 NA 0 NA NA "dry" "Sgib"
"5177" 1273 "A2" 1 "i" 18 "Smec" 3 "H" "All" "Smec1" "Smec3" 57 280 0 116.493333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 194 6.02996683241293 156.810084029812 7.06499823071457 1.35623892894184 "dry" "Smec"
"5178" 825 "A2" 1 "i" 18 "Swal" 2 "H" NA "Swal1" "Swal2" 58 280 40 117.293333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 155 4.40374840334913 79.011683556314 5.01499750747695 1.11828089503119 "dry" "Swal"
"5179" 153 "A2" 1 "i" 18 "Slep" 1 "H" "Mud" "8QSlep4m" "cSlep1" 59 280 80 115.893333333333 31.55897857 12.35 30.2 28 87.436 6 1 "6" 250 NA 0 NA NA "dry" "Slep"
"5180" 569 "A2" 1 "i" 18 "Pmal" 2 "H" "Mud" "9PmalRDC1m" "aPmal2" 60 280 120 114.893333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 272 2.46438633334954 33.7454174885348 3.27742276796876 0.886409763895501 "dry" "Pmal"
"5181" 2009 "A2" 1 "i" 18 "Sbec" 4 "H" "Mud" "Sbec1" "Sbec4" 61 280 160 117.893333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 161 3.7516796238485 50.6016328713708 4.0133527131315 0.948892433588229 "dry" "Sbec"
"5182" 1913 "A2" 1 "i" 18 "Spau" 4 "H" NA "Spau1" "Spau4" 62 280 200 117.893333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 250 2.31473540604536 26.3893782901543 2.89827534923789 0.784350724404231 "dry" "Spau"
"5183" 345 "A2" 1 "i" 18 "Ssem" 1 "H" "All" "Ssem1" "Ssem1" 63 280 240 114.893333333333 31.55897857 12.35 30.2 28 87.436 6 0 "6" 291 2.29965214760842 23.1573077681411 2.71499539594453 0.72120430049079 "dry" "Ssem"
"5184" 1081 "A2" 1 "i" 18 "Pmal" 3 "H" "All" "9JPmal1a" "hPmal3" 64 280 280 116.993333333333 31.55897857 12.35 30.2 28 87.436 6 NA "6" 140 NA 0 NA NA "dry" "Pmal"
"5185" 1769 "A2" 1 "i" 17 "Smec" 4 "L" "All" "Smec1" "Smec4" 1 0 0 24.4933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 195 5.2771204268995 71.1608435149931 4.75932768361247 1.00564622357752 "dry" "Smec"
"5186" 937 "A2" 1 "i" 17 "Sgib" 2 "L" "Mud" "Sgib1" "Sgib2" 2 0 40 21.4933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 122 NA 0 NA NA "dry" "Sgib"
"5187" 809 "A2" 1 "i" 17 "Swal" 2 "L" NA "Swal1" "Swal2" 3 0 80 21.4933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 169 3.88484233914325 0 NA NA "dry" "Swal"
"5188" 1961 "A2" 1 "i" 17 "Sgib" 4 "L" "Mud" "Sgib1" "Sgib4" 4 0 120 20.4933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 136 NA 0 NA NA "dry" "Sgib"
"5189" 233 "A2" 1 "i" 17 "Smec" 1 "L" "All" "Smec1" "Smec1" 5 0 160 18.9933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 126 5.16650752443079 0 NA NA "dry" "Smec"
"5190" 1001 "A2" 1 "i" 17 "Smac" 2 "L" "Mud" "Smac1" "Smac2" 6 0 200 18.4933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 257 2.64726273724389 0 NA NA "dry" "Smac"
"5191" 969 "A2" 1 "i" 17 "Sbec" 2 "L" "Mud" "Sbec1" "Sbec2" 7 0 240 18.4933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 220 NA 0 NA NA "dry" "Sbec"
"5192" 265 "A2" 1 "i" 17 "Sfal" 1 "L" "Mud" "Sfal1" "Sfal1" 8 0 280 19.8933333333333 30.13743606 27.9 NA 23 92.492 6 0 "6" 180 2.61845374219214 18.5903745276176 2.43259121103403 0.568095708264494 "dry" "Sfal"
"5193" 553 "A2" 1 "i" 17 "Pmal" 2 "L" "Mud" "9LPmal7m" "cPmal2" 9 40 0 20.9933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 187 2 0 NA NA "dry" "Pmal"
"5194" 1449 "A2" 1 "i" 17 "Sgib" 3 "L" "Mud" "Sgib1" "Sgib3" 10 40 40 21.4933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 270 NA 0 NA NA "dry" "Sgib"
"5195" 905 "A2" 1 "i" 17 "Dry" 2 "L" NA "Dry1" "Dry2" 11 40 80 20.4933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 64 2.41594701928664 0 NA NA "dry" "Dry"
"5196" 617 "A2" 1 "i" 17 "Ssmi" 2 "L" "Mud" "90Ssmi10m" "bSsmi2" 12 40 120 20.1933333333333 30.13743606 27.9 NA 23 92.492 6 0 "6" 139 3.44947822141262 32.2515901817528 3.20405992453325 0.751677738924034 "dry" "Ssmi"
"5197" 1897 "A2" 1 "i" 17 "Spau" 4 "L" NA "Spau1" "Spau4" 13 40 160 19.4933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 125 NA 0 NA NA "dry" "Spau"
"5198" 2025 "A2" 1 "i" 17 "Smac" 4 "L" "Mud" "Smac1" "Smac4" 14 40 200 18.4933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 94 NA 0 NA NA "dry" "Smac"
"5199" 425 "A2" 1 "i" 17 "Sgib" 1 "L" "Mud" "Sgib1" "Sgib1" 15 40 240 18.1933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 234 NA 0 NA NA "dry" "Sgib"
"5200" 1033 "A2" 1 "i" 17 "Sxan" 3 "L" "All" "11HSxan1a" "iSxan3" 16 40 280 17.4933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 203 4.56683697979247 35.9794040245025 3.38416902651153 0.712834776457435 "dry" "Sxan"
"5201" 489 "A2" 1 "i" 17 "Smac" 1 "L" "Mud" "Smac1" "Smac1" 17 80 0 20.8933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 256 3.13998407639274 18.4706798475158 2.42474740952537 0.504321448378912 "dry" "Smac"
"5202" 1353 "A2" 1 "i" 17 "Ssem" 3 "L" "All" "Ssem1" "Ssem3" 18 80 40 21.0933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 146 2.13962613556668 0 NA NA "dry" "Ssem"
"5203" 841 "A2" 1 "i" 17 "Ssem" 2 "L" "All" "Ssem1" "Ssem2" 19 80 80 21.1933333333333 30.13743606 27.9 NA 23 92.492 6 0 "6" 99 3.16088595175467 30.6663425287514 3.12432392686802 0.755600465452732 "dry" "Ssem"
"5204" 1289 "A2" 1 "i" 17 "Sfal" 3 "L" "Mud" "Sfal1" "Sfal3" 20 80 120 20.2933333333333 30.13743606 27.9 NA 23 92.492 6 0 "6" 271 1.60480528413886 9.97518499367831 1.7819090885901 0.420017834267101 "dry" "Sfal"
"5205" 393 "A2" 1 "i" 17 "Dry" 1 "L" NA "Dry1" "Dry1" 21 80 160 21.2933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 198 2.34473879142219 0 NA NA "dry" "Dry"
"5206" 1161 "A2" 1 "i" 17 "Slep" 3 "L" "All" "8PSlep2a" "eSlep3" 22 80 200 20.6933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 145 3.007191380674 0 NA NA "dry" "Slep"
"5207" 1513 "A2" 1 "i" 17 "Smac" 3 "L" "Mud" "Smac1" "Smac3" 23 80 240 20.4933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 91 3.23442421460142 0 NA NA "dry" "Smac"
"5208" 41 "A2" 1 "i" 17 "Pmal" 1 "L" "Mud" "8MPmal8m" "dPmal1" 24 80 280 20.4933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 104 NA 0 NA NA "dry" "Pmal"
"5209" 1321 "A2" 1 "i" 17 "Swal" 3 "L" NA "Swal1" "Swal3" 25 120 0 20.2933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 175 4.76487145681812 0 NA NA "dry" "Swal"
"5210" 1929 "A2" 1 "i" 17 "Dry" 4 "L" NA "Dry1" "Dry4" 26 120 40 20.6933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 175 NA 0 NA NA "dry" "Dry"
"5211" 361 "A2" 1 "i" 17 "Spau" 1 "L" NA "Spau1" "Spau1" 27 120 80 19.9933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 202 2.67488317501905 0 NA NA "dry" "Spau"
"5212" 713 "A2" 1 "i" 17 "Sacu" 2 "L" "Mud" "8MSacu2" "aSacu2" 28 120 120 21.4933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 207 NA 0 NA NA "dry" "Sacu"
"5213" 1865 "A2" 1 "i" 17 "Ssem" 4 "L" "All" "Ssem1" "Ssem4" 29 120 160 20.9933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 164 NA 0 NA NA "dry" "Ssem"
"5214" 1385 "A2" 1 "i" 17 "Spau" 3 "L" NA "Spau1" "Spau3" 30 120 200 17.8933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 275 2.82913414316112 0 NA NA "dry" "Spau"
"5215" 329 "A2" 1 "i" 17 "Ssem" 1 "L" "All" "Ssem1" "Ssem1" 31 120 240 19.4933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 152 1.66 0 NA NA "dry" "Ssem"
"5216" 169 "A2" 1 "i" 17 "Spar" 1 "L" "Mud" "9QSpar10" "aSpar1" 32 120 280 19.4933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 322 NA 0 NA NA "dry" "Spar"
"5217" 649 "A2" 1 "i" 17 "Slep" 2 "L" "Mud" "9PSlep2m" "aSlep2" 33 160 0 19.9933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 122 1.45457897688644 0 NA NA "dry" "Slep"
"5218" 745 "A2" 1 "i" 17 "Smec" 2 "L" "All" "Smec1" "Smec2" 34 160 40 18.4933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 52 5.04487859120514 0 NA NA "dry" "Smec"
"5219" 1065 "A2" 1 "i" 17 "Pmal" 3 "L" "All" "AllPmal1a" "fPmal3" 35 160 80 17.9933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 102 NA 0 NA NA "dry" "Pmal"
"5220" 1577 "A2" 1 "i" 17 "Pmal" 4 "L" "All" "9LPmal9a" "ePmal4" 36 160 120 18.4933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 185 2.03 0 NA NA "dry" "Pmal"
"5221" 1705 "A2" 1 "i" 17 "Spar" 4 "L" "Mud" "Spar1RDC" "bSpar4" 37 160 160 20.4933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 71 1.87493999903997 0 NA NA "dry" "Spar"
"5222" 681 "A2" 1 "i" 17 "Spar" 2 "L" "Mud" "Spar1RDC" "bSpar2" 38 160 200 20.4933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 161 1.77 0 NA NA "dry" "Spar"
"5223" 1993 "A2" 1 "i" 17 "Sbec" 4 "L" "Mud" "Sbec1" "Sbec4" 39 160 240 21.7933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 196 3.84780456884182 0 NA NA "dry" "Sbec"
"5224" 1481 "A2" 1 "i" 17 "Sbec" 3 "L" "Mud" "Sbec1" "Sbec3" 40 160 280 21.4933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 80 2.36499471458183 0 NA NA "dry" "Sbec"
"5225" 1097 "A2" 1 "i" 17 "Ptom" 3 "L" "All" "PtomRDC4a" "fPtom3" 41 200 0 26.4933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 213 4.06939798987516 0 NA NA "dry" "Ptom"
"5226" 297 "A2" 1 "i" 17 "Swal" 1 "L" NA "Swal1" "Swal1" 42 200 40 24.4933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 247 NA 0 NA NA "dry" "Swal"
"5227" 73 "A2" 1 "i" 17 "Ptom" 1 "L" "Mud" "Ptom3RCDm" "cPtom1" 43 200 80 23.4933333333333 30.13743606 27.9 NA 23 92.492 6 0 "6" 421 4.71973516206153 67.3145916292032 4.62891996042273 1.01507267490255 "dry" "Ptom"
"5228" 137 "A2" 1 "i" 17 "Slep" 1 "L" "Mud" "8PSlep4m" "bSlep1" 44 200 120 23.4933333333333 30.13743606 27.9 NA 23 92.492 6 0 "6" 312 3.05479950242238 28.8376214450968 3.02973596209307 0.736237487451445 "dry" "Slep"
"5229" 1129 "A2" 1 "i" 17 "Ssmi" 3 "L" "All" "Ssmi4a" "fSsmi3" 45 200 160 23.6933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 140 3.43496724875216 0 NA NA "dry" "Ssmi"
"5230" 1225 "A2" 1 "i" 17 "Sacu" 3 "L" "Mud" "9OSacu3" "bSacu3" 46 200 200 24.4933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 123 NA 0 NA NA "dry" "Sacu"
"5231" 873 "A2" 1 "i" 17 "Spau" 2 "L" NA "Spau1" "Spau2" 47 200 240 20.4933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 169 NA 0 NA NA "dry" "Spau"
"5232" 1833 "A2" 1 "i" 17 "Swal" 4 "L" NA "Swal1" "Swal4" 48 200 280 20.4933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 241 2.56284997610082 0 NA NA "dry" "Swal"
"5233" 1641 "A2" 1 "i" 17 "Ssmi" 4 "L" "All" "Ssmi3a" "dSsmi4" 49 240 0 20.4933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 136 1.82499315067208 0 NA NA "dry" "Ssmi"
"5234" 1801 "A2" 1 "i" 17 "Sfal" 4 "L" "Mud" "Sfal1" "Sfal4" 50 240 40 19.0933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 98 2.31430335090282 0 NA NA "dry" "Sfal"
"5235" 521 "A2" 1 "i" 17 "Sxan" 2 "L" "Mud" "8MSxan3m" "dSxan2" 51 240 80 18.4933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 192 2.29495097986863 0 NA NA "dry" "Sxan"
"5236" 1257 "A2" 1 "i" 17 "Smec" 3 "L" "All" "Smec1" "Smec3" 52 240 120 19.8933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 233 5.26459875014231 0 NA NA "dry" "Smec"
"5237" 201 "A2" 1 "i" 17 "Sacu" 1 "L" "Mud" "8MSacu2" "aSacu1" 53 240 160 20.4933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 72 1.72481883106603 0 NA NA "dry" "Sacu"
"5238" 1417 "A2" 1 "i" 17 "Dry" 3 "L" NA "Dry1" "Dry3" 54 240 200 18.4933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 190 2.6932136937124 0 NA NA "dry" "Dry"
"5239" 1673 "A2" 1 "i" 17 "Slep" 4 "L" "All" "12HSlep8a" "fSlep4" 55 240 240 19.4933333333333 30.13743606 27.9 NA 23 92.492 6 0 "6" 251 3.04496305396305 29.7006169470379 3.07473576100451 0.752056043604594 "dry" "Slep"
"5240" 1545 "A2" 1 "i" 17 "Sxan" 4 "L" "All" "9KSxan29a" "fSxan4" 56 240 280 17.4933333333333 30.13743606 27.9 NA 23 92.492 6 NA "6" 91 NA 0 NA NA "dry" "Sxan"
"5241" 105 "A2" 1 "i" 17 "Ssmi" 1 "L" "Mud" "9HSsmi4m" "cSsmi1" 57 280 0 23.7933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 124 3.51815292447614 0 NA NA "dry" "Ssmi"
"5242" 777 "A2" 1 "i" 17 "Sfal" 2 "L" "Mud" "Sfal1" "Sfal2" 58 280 40 23.6933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 191 2.05997572801235 0 NA NA "dry" "Sfal"
"5243" 457 "A2" 1 "i" 17 "Sbec" 1 "L" "Mud" "Sbec1" "Sbec1" 59 280 80 21.9933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 60 4.39499715585801 0 NA NA "dry" "Sbec"
"5244" 1737 "A2" 1 "i" 17 "Sacu" 4 "L" "Mud" "9OSacu3" "bSacu4" 60 280 120 19.9933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 156 1.65499244711267 0 NA NA "dry" "Sacu"
"5245" 1609 "A2" 1 "i" 17 "Ptom" 4 "L" "All" "Allptom4a" "hPtom4" 61 280 160 18.8933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 252 2.7999821428002 0 NA NA "dry" "Ptom"
"5246" 1193 "A2" 1 "i" 17 "Spar" 3 "L" "Mud" "9PSpar2" "cSpar3" 62 280 200 19.4933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 269 2.75397893964351 0 NA NA "dry" "Spar"
"5247" 9 "A2" 1 "i" 17 "Sxan" 1 "L" "Mud" "Sxan1RDCm" "aSxan1" 63 280 240 17.2933333333333 30.13743606 27.9 NA 23 92.492 6 1 "6" 152 3.79054085850555 0 NA NA "dry" "Sxan"
"5248" 585 "A2" 1 "i" 17 "Ptom" 2 "L" "Mud" "9IPtom5m" "aPtom2" 64 280 280 18.4933333333333 30.13743606 27.9 NA 23 92.492 6 0 "6" 162 3.54491184657672 85.9885325214062 5.23173011536337 1.23290426513582 "dry" "Ptom"
"5249" 602 "A2" 2 "j" 20 "Ptom" 2 "H" "Mud" "9JPtom14m" "dPtom2" 1 0 0 110.006666666667 25.60665451 10.55 24.85 19 89.331 6 1 "6" 177 2.2798026230356 18.0641577581413 2.39791576165636 0.599903637279624 "dry" "Ptom"
"5250" 1018 "A2" 2 "j" 20 "Smac" 2 "H" "Mud" "Smac1" "Smac2" 2 0 40 107.606666666667 25.60665451 10.55 24.85 19 89.331 6 1 "6" 287 1.9444793647658 11.8224414739891 1.93989690447714 0.440970075489592 "dry" "Smac"
"5251" 954 "A2" 2 "j" 20 "Sgib" 2 "H" "Mud" "Sgib1" "Sgib2" 3 0 80 106.506666666667 25.60665451 10.55 24.85 19 89.331 6 0 "6" 182 1.70334964114829 9.29126027299181 1.71973835219198 0.364639928581425 "dry" "Sgib"
"5252" 1882 "A2" 2 "j" 20 "Ssem" 4 "H" "All" "Ssem1" "Ssem4" 4 0 120 110.006666666667 25.60665451 10.55 24.85 19 89.331 6 0 "6" 370 3.7049966261793 62.13096375078 4.44712266527471 1.05569651226265 "dry" "Ssem"
"5253" 1338 "A2" 2 "j" 20 "Swal" 3 "H" NA "Swal1" "Swal3" 5 0 160 97.8066666666667 25.60665451 10.55 24.85 19 89.331 6 NA "6" 141 4.07900723215834 0 NA NA "dry" "Swal"
"5254" 538 "A2" 2 "j" 20 "Sxan" 2 "H" "Mud" "8LSxan10m" "cSxan2" 6 0 200 97.5066666666667 25.60665451 10.55 24.85 19 89.331 6 0 "6" 121 3.29363021603822 34.1076431214937 3.29496585718274 0.795065684026172 "dry" "Sxan"
"5255" 474 "A2" 2 "j" 20 "Sbec" 1 "H" "Mud" "Sbec1" "Sbec1" 7 0 240 99.5066666666667 25.60665451 10.55 24.85 19 89.331 6 NA "6" 185 NA 0 NA NA "dry" "Sbec"
"5256" 1082 "A2" 2 "j" 20 "Pmal" 3 "H" "All" "AllPmal1a" "fPmal3" 8 0 280 107.306666666667 25.60665451 10.55 24.85 19 89.331 6 NA "6" 252 3.60832371053374 0 NA NA "dry" "Pmal"
"5257" 186 "A2" 2 "j" 20 "Spar" 1 "H" "Mud" "9QSpar10" "aSpar1" 9 40 0 111.006666666667 25.60665451 10.55 24.85 19 89.331 6 0 "6" 191 2.66773312008529 22.3115910257947 2.66495778578198 0.653111852894779 "dry" "Spar"
"5258" 1178 "A2" 2 "j" 20 "Slep" 3 "H" "All" "8PSlep2a" "eSlep3" 10 40 40 107.606666666667 25.60665451 10.55 24.85 19 89.331 6 0 "6" 241 2.40948127197536 26.0422323019326 2.87914917987936 0.764357665351726 "dry" "Slep"
"5259" 1722 "A2" 2 "j" 20 "Spar" 4 "H" "Mud" "9PSpar2" "cSpar4" 11 40 80 105.806666666667 25.60665451 10.55 24.85 19 89.331 6 0 "6" 208 2.12499411763892 19.7134939012759 2.50499500997507 0.667030397774715 "dry" "Spar"
"5260" 1146 "A2" 2 "j" 20 "Ssmi" 3 "H" "All" "Ssmi3a" "dSsmi3" 12 40 120 111.006666666667 25.60665451 10.55 24.85 19 89.331 6 1 "6" 120 3.12489999839995 0 NA NA "dry" "Ssmi"
"5261" 730 "A2" 2 "j" 20 "Sacu" 2 "H" "Mud" "8MSacu2" "aSacu2" 13 40 160 112.006666666667 25.60665451 10.55 24.85 19 89.331 6 0 "6" 162 1.5243359209833 12.8824148353103 2.02499382715109 0.565047034377364 "dry" "Sacu"
"5262" 1818 "A2" 2 "j" 20 "Sfal" 4 "H" "Mud" "Sfal1" "Sfal4" 14 40 200 109.006666666667 25.60665451 10.55 24.85 19 89.331 6 0 "6" 240 2.65461861667547 22.3882458865423 2.66953179415417 0.656469433316308 "dry" "Sfal"
"5263" 1850 "A2" 2 "j" 20 "Swal" 4 "H" NA "Swal1" "Swal4" 15 40 240 101.306666666667 25.60665451 10.55 24.85 19 89.331 6 0 "6" 162 5.56956012625773 110.660087948578 5.93499789384967 1.20842798023403 "dry" "Swal"
"5264" 1402 "A2" 2 "j" 20 "Spau" 3 "H" NA "Spau1" "Spau3" 16 40 280 104.606666666667 25.60665451 10.55 24.85 19 89.331 6 1 "6" 141 2.1499069747317 15.0947243819682 2.19198540141124 0.529666184577847 "dry" "Spau"
"5265" 90 "A2" 2 "j" 20 "Ptom" 1 "H" "Mud" "Ptom3RCDm" "cPtom1" 17 80 0 113.506666666667 25.60665451 10.55 24.85 19 89.331 6 0 "6" 155 2.48991967741933 29.799577115626 3.07985389263842 0.820798674441302 "dry" "Ptom"
"5266" 570 "A2" 2 "j" 20 "Pmal" 2 "H" "Mud" "9LPmal7m" "cPmal2" 18 80 40 110.006666666667 25.60665451 10.55 24.85 19 89.331 6 0 "6" 139 2.82496017671046 49.8891196575366 3.9849968632359 1.03637176917926 "dry" "Pmal"
